Louisville Cardinals,Louisville,Tim Henderson,G,74,190,SR,"Louisville, KY",KY
Louisville Cardinals,Louisville,Wayne Blackshear,G-F,77,230,JR,"Chicago, IL",IL
Louisville Cardinals,Louisville,Akoy Agau,F,80,230,FR,"Omaha, NE",NE
Louisville Cardinals,Louisville,David Levitch,G,75,180,FR,"Goshen, KY",KY
Louisville Cardinals,Louisville,Montrezl Harrell,F,80,235,SO,"Tarboro, NC",NC
Louisville Cardinals,Louisville,Stephan Van Treese,F,81,245,SR,"Indianapolis, IN",IN
Louisville Cardinals,Louisville,Terry Rozier,G,73,185,FR,"Cleveland, OH",OH
Memphis Tigers,Memphis,Joe Jackson,G,73,174,SR,"Memphis, TN",TN
Memphis Tigers,Memphis,Shaq Goodwin,F,81,242,SO,"Atlanta, GA",GA
Memphis Tigers,Memphis,Chris Crawford,G,76,222,SR,"Memphis, TN",TN
Memphis Tigers,Memphis,Austin Nichols,F,80,212,FR,"Collierville, TN",TN
Memphis Tigers,Memphis,Nick King,G-F,79,220,FR,"Memphis, TN",TN
Memphis Tigers,Memphis,Markel Crawford,G,76,187,FR,"Memphis, TN",TN
Memphis Tigers,Memphis,Michael Dixon Jr.,G,73,200,SR,"Kansas City, MO",MO
Memphis Tigers,Memphis,David Pellom,F,79,224,SR,"Wilmington, NC",NC
Memphis Tigers,Memphis,Hippolyte Tsafack,F,80,242,JR,"Yaounde, Cameroon",Cameroon
Memphis Tigers,Memphis,Dominic Woodson,F,82,300,FR,"Round Rock, TX",TX
Memphis Tigers,Memphis,RaShawn Powell,G,72,177,FR,"Orlando, FL",FL
Memphis Tigers,Memphis,Kuran Iverson,G-F,82,209,FR,"Windsor, CT",CT
Memphis Tigers,Memphis,Trey Draper,G,70,170,SR,"Memphis, TN",TN
Memphis Tigers,Memphis,Anthony Cole,G,73,193,SO,"Arlington, TN",TN
Memphis Tigers,Memphis,Jake McDowell,G-F,78,196,FR,"Memphis, TN",TN
Memphis Tigers,Memphis,Geron Johnson,G,75,203,SR,"Dayton, OH",OH
Memphis Tigers,Memphis,Damien Wilson,G,78,191,SO,"Atlanta, GA",GA
Rutgers Scarlet Knights,Rutgers,Jerome Seagears,G,73,175,JR,"Silver Spring, MD",MD
Rutgers Scarlet Knights,Rutgers,Myles Mack,G,69,175,JR,"Paterson, NJ",NJ
Rutgers Scarlet Knights,Rutgers,Junior Etou,F,79,225,FR,"Upper Marlboro, MD",MD
Rutgers Scarlet Knights,Rutgers,Kadeem Jack,F-C,81,230,JR,"Queens, NY",NY
Rutgers Scarlet Knights,Rutgers,Craig Brown,G-F,77,220,JR,"Miami, FL",FL
Rutgers Scarlet Knights,Rutgers,Stephen Zurich,F,77,205,SO,"Montvale, NJ",NJ
Rutgers Scarlet Knights,Rutgers,Jalen Hyde,G,68,160,SO,"Somerset, NJ",NJ
Rutgers Scarlet Knights,Rutgers,Khalil Batie,G,70,165,FR,"Willingboro, NJ",NJ
Rutgers Scarlet Knights,Rutgers,Logan Kelley,G,74,200,SO,"Mountainside, NJ",NJ
Rutgers Scarlet Knights,Rutgers,Wally Judge,F,81,250,SR,"Washington, DC",DC
Rutgers Scarlet Knights,Rutgers,Greg Lewis,F,81,260,SO,"Randallstown, MD",MD
Rutgers Scarlet Knights,Rutgers,J.J. Moore,F,78,215,SR,"Brentwood, NY",NY
Rutgers Scarlet Knights,Rutgers,D'Von Campbell,G,71,178,JR,"Arlington, TX",TX
Rutgers Scarlet Knights,Rutgers,Malick Kone,G-F,77,200,JR,"Conakry, Guinea",Guinea
Rutgers Scarlet Knights,Rutgers,Kerwin Okoro,NA,77,220,SO,"Bronx, NY",NY
South Florida Bulls,South Florida,Musa Abdul-Aleem,G,77,221,JR,"Atlanta, GA",GA
South Florida Bulls,South Florida,Victor Rudd,F,81,235,SR,"Los Angeles, CA",CA
South Florida Bulls,South Florida,Zach LeDay,F,79,245,SO,"The Colony, TX",TX
South Florida Bulls,South Florida,Corey Allen Jr.,G,73,152,JR,--,--
South Florida Bulls,South Florida,John Egbunu,C,82,245,FR,--,--
South Florida Bulls,South Florida,Josh Heath,G,74,165,FR,"Tampa, FL",FL
South Florida Bulls,South Florida,Anthony Collins,G,73,175,JR,"Houston, TX",TX
South Florida Bulls,South Florida,Shemiye McLendon,G,75,217,JR,"Vero Beach, FL",FL
South Florida Bulls,South Florida,Javontae Hawkins,G,77,205,SO,"Flint, MI",MI
South Florida Bulls,South Florida,Chris Perry,F-C,80,266,FR,"Bartow, FL",FL
South Florida Bulls,South Florida,Dre' Clayton,F,78,245,FR,"Orlando, FL",FL
South Florida Bulls,South Florida,Bo Zeigler,G-F,78,198,FR,"Detroit, MI",MI
South Florida Bulls,South Florida,Jordan Omogbehin,C,87,315,SO,"Lagos, Nigeria",Nigeria
South Florida Bulls,South Florida,Martino Brock,G,77,205,SR,"Memphis, TN",TN
Southern Methodist Mustangs,SMU,Ryan Manuel,G,76,185,JR,"Houston, TX",TX
Southern Methodist Mustangs,SMU,Shawn Williams,F,79,230,SR,"Duncanville, TX",TX
Southern Methodist Mustangs,SMU,Sterling Brown,G,78,200,FR,"Chicago, IL",IL
Southern Methodist Mustangs,SMU,Keith Frazier,G,77,190,FR,"Dallas, TX",TX
Southern Methodist Mustangs,SMU,Markus Kennedy,F,81,245,SO,"Philadelphia, PA",PA
Southern Methodist Mustangs,SMU,"Kevin Dunleavy, Jr.",G,74,180,JR,"New Providence, NJ",NJ
Southern Methodist Mustangs,SMU,Nic Moore,G,69,170,SO,"Winona Lake, IN",IN
Southern Methodist Mustangs,SMU,Nick Russell,G,76,200,SR,"Duncanville, TX",TX
