artist,debut_year,year,years_since_debut,debut_position,debut_songs,total_hits,best_position,return_songs,best_return_position,last_year,years_since_last
Connie Francis,1958,2013,55,39,1,11,11,0,,1962,51
Connie Stevens,1959,2013,54,37,1,2,22,0,,1960,53
Conway Twitty,1958,2013,55,11,1,2,11,0,,1960,53
Coolio,1994,2013,19,20,1,5,1,0,,1997,16
Corey Hart,1984,2013,29,36,1,2,36,0,,1985,28
Corina,1991,2013,22,58,1,1,58,0,,1991,22
Cornelius Brothers and Sister Rose,1971,2013,42,15,1,2,15,0,,1972,41
Corona,1995,2013,18,54,1,1,54,0,,1995,18
Corsairs,1962,2013,51,51,1,1,51,0,,1962,51
Cory Gunz,2011,2013,2,41,1,1,41,0,,2011,2
Count Five,1966,2013,47,64,1,1,64,0,,1966,47
Cover Girls,1992,2013,21,49,1,1,49,0,,1992,21
Cowsills,1967,2013,46,49,1,3,13,0,,1969,44
Cozy Cole,1958,2013,55,30,1,1,30,0,,1958,55
Craig David,2001,2013,12,37,1,2,37,0,,2002,11
Craig Mack,1994,2013,19,81,1,1,81,0,,1994,19
Cranberries,1994,2013,19,49,1,2,49,0,,1997,16
Crash Test Dummies,1994,2013,19,35,1,1,35,0,,1994,19
Crazy Elephant,1969,2013,44,89,1,1,89,0,,1969,44
Crazy Town,2001,2013,12,29,1,1,29,0,,2001,12
Crazy World Of Arthur Brown,1968,2013,45,39,1,1,39,0,,1968,45
Cream,1968,2013,45,6,2,2,6,0,,1968,45
Creed,2000,2013,13,11,2,5,11,0,,2002,11
Creedence Clearwater Revival,1968,2013,45,97,1,7,19,0,,1970,43
Crescendos,1958,2013,55,47,1,1,47,0,,1958,55
Crests,1959,2013,54,26,1,2,26,0,,1960,53
Crew Cuts,1956,2013,57,65,1,1,65,0,,1956,57
Crickets,1957,2013,56,30,1,2,30,0,,1958,55
Crime Mob,2007,2013,6,95,1,1,95,0,,2007,6
Crispian St. Peters,1966,2013,47,69,1,1,69,0,,1966,47
Cristopher Cross,1980,2013,33,17,1,1,17,0,,1980,33
"Crosby, Stills and Nash",1977,2013,36,47,1,2,47,0,,1982,31
"Crosby, Stills, Nash and Young",1970,2013,43,94,1,1,94,0,,1970,43
Crowded House,1987,2013,26,13,2,2,13,0,,1987,26
Crucial Conflict,1996,2013,17,93,1,1,93,0,,1996,17
Crystal Gayle,1978,2013,35,71,1,2,12,0,,1983,30
Crystal Waters,1994,2013,19,46,1,2,46,0,,1995,18
Crystals,1962,2013,51,72,1,3,56,0,,1963,50
Cuff Links,1969,2013,44,81,1,1,81,0,,1969,44
Culture Beat,1994,2013,19,76,1,1,76,0,,1994,19
Culture Club,1983,2013,30,11,3,6,10,0,,1984,29
Cure,1989,2013,24,68,1,2,68,0,,1992,21
Curtis Lee,1961,2013,52,77,1,1,77,0,,1961,52
Curtis Mayfield,1972,2013,41,82,1,2,65,0,,1973,40
Cutting Crew,1987,2013,26,32,2,2,32,0,,1987,26
Cutty,2005,2013,8,49,1,1,49,0,,2005,8
Cyndi Lauper,1984,2013,29,15,3,6,15,0,,1987,26
Cypress Hill,1993,2013,20,65,1,1,65,0,,1993,20
Cyrkle,1966,2013,47,38,1,1,38,0,,1966,47
"D'angelo",1995,2013,18,86,1,2,70,0,,1996,17
D-Mob With Cathy Dennis,1990,2013,23,85,1,1,85,0,,1990,23
D.H.T.,2005,2013,8,35,1,1,35,0,,2005,8
D.J. Jazzy Jeff and Fresh Prince,1993,2013,20,75,1,1,75,0,,1993,20
D.J. Jazzy Jeff and The Fresh Prince,1991,2013,22,38,1,1,38,0,,1991,22
D12,2004,2013,9,59,1,1,59,0,,2004,9
D4L,2006,2013,7,46,1,1,46,0,,2006,7
DJ Frank E,2011,2013,2,16,1,1,16,0,,2011,2
DJ Khaled,2010,2013,3,79,1,2,47,0,,2011,2
DJ Kool,1997,2013,16,96,1,1,96,0,,1997,16
DJ Sammy,2002,2013,11,31,1,1,31,0,,2002,11
DMA,1991,2013,22,53,1,1,53,0,,1991,22
DMX,2000,2013,13,71,1,1,71,0,,2000,13
Da Brat,1994,2013,19,37,1,5,37,0,,2006,7
Daddy Dewdrop,1971,2013,42,34,1,1,34,0,,1971,42
Daddy Yankee,2006,2013,7,74,1,1,74,0,,2006,7
Daft Punk,2013,2013,0,14,1,1,14,0,,2013,0
Dale and Grace,1963,2013,50,18,1,1,18,0,,1963,50
Damn Yankees,1991,2013,22,14,1,1,14,0,,1991,22
Dan Fogelberg,1980,2013,33,33,1,3,33,0,,1982,31
Dan Hartman,1984,2013,29,29,1,1,29,0,,1984,29
Dan Hill,1978,2013,35,33,1,2,33,0,,1987,26
Daniel Bedingfield,2002,2013,11,61,1,2,60,0,,2003,10
Daniel Boone,1972,2013,41,42,1,1,42,0,,1972,41
Daniel Powter,2006,2013,7,1,1,1,1,0,,2006,7
Danity Kane,2006,2013,7,79,1,2,42,0,,2008,5
Danny Williams,1964,2013,49,42,1,1,42,0,,1964,49
Danny and The Juniors,1958,2013,55,20,1,1,20,0,,1958,55
Dara Sedaka,1980,2013,33,76,1,1,76,0,,1980,33
Darius Rucker,2013,2013,0,54,1,1,54,0,,2013,0
Darryl Worley,2003,2013,10,90,1,1,90,0,,2003,10
Daryl Hall,1976,2013,37,11,2,19,6,0,,1988,25
Das EFX,1992,2013,21,99,1,1,99,0,,1992,21
Daughtry,2007,2013,6,17,2,5,17,0,,2010,3
"Dave ""Baby"" Cortez",1959,2013,54,22,1,2,22,0,,1962,51
Dave Brubeck,1961,2013,52,95,1,1,95,0,,1961,52
Dave Clark Five,1964,2013,49,23,5,7,23,0,,1965,48
Dave Edmunds,1971,2013,42,81,1,1,81,0,,1971,42
Dave Loggins,1974,2013,39,65,1,1,65,0,,1974,39
Dave Matthews Band,2001,2013,12,65,1,1,65,0,,2001,12
David Archuleta,2008,2013,5,76,1,1,76,0,,2008,5
David Banner,2005,2013,8,51,1,2,51,0,,2008,5
David Bowie,1973,2013,40,97,1,5,7,0,,1983,30
David Cook,2008,2013,5,69,1,1,69,0,,2008,5
David Dundas,1977,2013,36,73,1,1,73,0,,1977,36
David Essex,1974,2013,39,17,1,1,17,0,,1974,39
David Gates,1978,2013,35,47,1,1,47,0,,1978,35
David Guetta,2010,2013,3,26,2,7,24,0,,2012,1
David Houston,1966,2013,47,72,1,1,72,0,,1966,47
David Lee Roth,1985,2013,28,88,1,2,88,0,,1988,25
David Naughton,1979,2013,34,14,1,1,14,0,,1979,34
David Rose,1962,2013,51,5,1,1,5,0,,1962,51
David Ruffin,1969,2013,44,97,1,2,87,0,,1976,37
David Seville,1958,2013,55,4,1,1,4,0,,1958,55
David Seville and The Chipmunks,1959,2013,54,48,2,2,48,0,,1959,54
David Soul,1977,2013,36,29,1,1,29,0,,1977,36
Dawn,1970,2013,43,18,1,3,10,0,,1973,40
Dazz Band,1982,2013,31,24,1,1,24,0,,1982,31
Dean Friedman,1977,2013,36,69,1,1,69,0,,1977,36
Dean Martin,1956,2013,57,9,2,5,6,0,,1964,49
Debarge,1983,2013,30,78,1,4,32,0,,1985,28
Debbie Gibson,1987,2013,26,26,1,5,13,0,,1989,24
Debbie Reynolds,1957,2013,56,12,1,1,12,0,,1957,56
Debby Boone,1978,2013,35,3,1,1,3,0,,1978,35
Debelah Morgan,2000,2013,13,89,1,2,89,0,,2001,12
Deborah Cox,1996,2013,17,80,1,3,9,0,,1999,14
Dee Clark,1961,2013,52,9,1,1,9,0,,1961,52
Dee Dee Sharp,1962,2013,51,3,2,3,3,0,,1963,50
Deee-Lite,1991,2013,22,91,1,1,91,0,,1991,22
Deep Blue Something,1996,2013,17,39,1,1,39,0,,1996,17
Deep Purple,1973,2013,40,50,1,1,50,0,,1973,40
Def Leppard,1983,2013,30,90,1,7,19,0,,1993,20
Default,2002,2013,11,26,1,1,26,0,,2002,11
Del Amitri,1995,2013,18,55,1,1,55,0,,1995,18
Del Shannon,1961,2013,52,5,2,4,5,0,,1965,48
Del-Vikings,1957,2013,56,18,2,2,18,0,,1957,56
Delaney and Bonnie and Friends,1971,2013,42,67,1,1,67,0,,1971,42
Delbert McClinton,1981,2013,32,60,1,1,60,0,,1981,32
Delfonics,1968,2013,45,23,1,2,23,0,,1970,43
Della Reese,1959,2013,54,43,1,1,43,0,,1959,54
Dells,1968,2013,45,64,1,2,64,0,,1969,44
Dem Franchize Boyz,2006,2013,7,25,2,2,25,0,,2006,7
Demi Lovato,2012,2013,1,39,1,2,39,0,,2013,0
Deneice Williams,1982,2013,31,71,1,1,71,0,,1982,31
Deniece Williams,1978,2013,35,28,1,2,13,0,,1984,29
Denise Lasalle,1971,2013,42,85,1,1,85,0,,1971,42
Dennis Coffey and The Detroit Guitar Band,1972,2013,41,43,1,1,43,0,,1972,41
Dennis Yost and The Classics IV,1969,2013,44,54,1,1,54,0,,1969,44
Deodato,1973,2013,40,90,1,1,90,0,,1973,40
Deon Estus,1989,2013,24,94,1,1,94,0,,1989,24
Deon Jackson,1966,2013,47,68,1,1,68,0,,1966,47
Depeche Mode,1990,2013,23,66,1,1,66,0,,1990,23
Derek and The Dominos,1972,2013,41,60,1,1,60,0,,1972,41
"Des'ree",1995,2013,18,20,1,1,20,0,,1995,18
"Destiny's Child",1998,2013,15,12,1,12,6,0,,2005,8
Detroit Emeralds,1972,2013,41,95,1,1,95,0,,1972,41
Dev,2010,2013,3,37,1,4,37,0,,2011,2
Devo,1981,2013,32,94,1,1,94,0,,1981,32
"Dexy's Midnight Runners",1983,2013,30,13,1,1,13,0,,1983,30
Diamond Rio,2001,2013,12,86,1,1,86,0,,2001,12
Diamonds,1956,2013,57,75,2,4,3,0,,1958,55
Diana King,1995,2013,18,43,1,1,43,0,,1995,18
Diana Ross,1970,2013,43,6,1,13,2,0,,1985,28
Diana Ross and The Supremes,1967,2013,46,41,1,3,27,0,,1969,44
Diane Renay,1964,2013,49,58,1,1,58,0,,1964,49
Dick Hyman,1956,2013,57,60,1,1,60,0,,1956,57
Dick and Deedee,1961,2013,52,27,1,2,27,0,,1962,51
Dickie Lee,1962,2013,51,74,1,1,74,0,,1962,51
Dickle Lee,1965,2013,48,71,1,1,71,0,,1965,48
Diddy,2007,2013,6,42,1,1,42,0,,2007,6
Diddy - Dirty Money,2011,2013,2,38,1,1,38,0,,2011,2
Dido,2001,2013,12,8,1,2,8,0,,2004,9
Dierks Bentley,2003,2013,10,87,1,1,87,0,,2003,10
Digable Planets,1993,2013,20,81,1,1,81,0,,1993,20
Digital Underground,1990,2013,23,62,1,1,62,0,,1990,23
Dinah Washington,1959,2013,54,45,1,3,27,0,,1960,53
Dino,1989,2013,24,56,1,3,56,0,,1993,20
"Dino, Desi and Billy",1965,2013,48,97,1,1,97,0,,1965,48
Dion,1961,2013,52,46,1,6,12,0,,1963,50
Dion and The Belmonts,1959,2013,54,25,1,2,21,0,,1960,53
Dionne Farris,1995,2013,18,11,1,1,11,0,,1995,18
Dionne Warwick,1964,2013,49,37,2,11,32,0,,1983,30
Dionne Warwick and The Spinners,1974,2013,39,47,1,1,47,0,,1974,39
Dionne and Friends,1986,2013,27,1,1,1,1,0,,1986,27
Dire Straits,1979,2013,34,61,1,3,8,0,,1986,27
Dirt Band,1980,2013,33,72,1,1,72,0,,1980,33
Dirty Vegas,2002,2013,11,80,1,1,80,0,,2002,11
Disco Tex and The Sex-O-lettes,1975,2013,38,100,1,1,100,0,,1975,38
Dishwalla,1996,2013,17,28,1,1,28,0,,1996,17
Divine,1998,2013,15,61,1,2,31,0,,1999,14
Divinyls,1991,2013,22,52,1,1,52,0,,1991,22
Dixie Chicks,2000,2013,13,95,1,3,35,0,,2003,10
Dixie Cups,1964,2013,49,21,1,1,21,0,,1964,49
Dixiebelles With Cornbread and Jerry,1963,2013,50,90,1,1,90,0,,1963,50
Do,2002,2013,11,31,1,1,31,0,,2002,11
Do Or Die,1996,2013,17,91,1,1,91,0,,1996,17
Dobie Gray,1973,2013,40,17,1,2,17,0,,2003,10
Dodie Stevens,1959,2013,54,15,1,1,15,0,,1959,54
Dolly Parton,1978,2013,35,60,1,3,9,0,,1984,29
Domenico Modugno,1958,2013,55,1,1,1,1,0,,1958,55
Domino,1994,2013,19,55,1,1,55,0,,1994,19
Don Cherry,1956,2013,57,38,1,1,38,0,,1956,57
Don Gibson,1958,2013,55,51,1,2,51,0,,1961,52
Don Henley,1982,2013,31,36,1,6,22,0,,1992,21
Don McLean,1972,2013,41,3,1,1,3,0,,1972,41
Don Mclean,1972,2013,41,94,1,2,40,0,,1981,32
Don Robertson,1956,2013,57,43,1,1,43,0,,1956,57
Don Rondo,1956,2013,57,85,1,2,69,0,,1957,56
Don and Juan,1962,2013,51,50,1,1,50,0,,1962,51
Donell Jones,2000,2013,13,65,2,2,65,0,,2000,13
Donna Fargo,1972,2013,41,55,1,2,55,0,,1973,40
Donna Lewis,1996,2013,17,8,1,2,8,0,,1997,16
Donna Summer,1976,2013,37,41,1,12,2,0,,1989,24
Donnie Brooks,1960,2013,53,64,1,1,64,0,,1960,53
Donny Hathaway,1972,2013,41,58,1,2,38,0,,1978,35
Donny Osmond,1971,2013,42,7,2,5,7,0,,1989,24
Donny and Marie Osmond,1974,2013,39,81,1,3,42,0,,1976,37
Donovan,1966,2013,47,26,1,3,26,0,,1969,44
Doobie Brothers,1973,2013,40,41,1,3,15,0,,1979,34
Doors,1967,2013,46,6,1,5,6,0,,1971,42
Doris Day,1956,2013,57,7,2,2,7,0,,1956,57
Doris Troy,1963,2013,50,81,1,1,81,0,,1963,50
Dorothy Moore,1976,2013,37,19,1,1,19,0,,1976,37
Dottie West,1981,2013,32,55,1,1,55,0,,1981,32
Dovells,1961,2013,52,22,1,2,22,0,,1963,50
"Dr. Buzzard's Original Savannah Band",1977,2013,36,91,1,1,91,0,,1977,36
Dr. Dre,1993,2013,20,11,2,8,11,0,,2011,2
Dr. Hook,1976,2013,37,35,2,6,13,0,,1980,33
Dr. Hook and The Medicine Show,1972,2013,41,64,1,2,51,0,,1973,40
Dr. John,1973,2013,40,24,1,1,24,0,,1973,40
Drake,2009,2013,4,22,2,19,20,0,,2013,0
Dramatics,1971,2013,42,46,1,2,46,0,,1972,41
Dream,2001,2013,12,28,1,1,28,0,,2001,12
Dream Academy,1986,2013,27,78,1,1,78,0,,1986,27
Dream Weavers,1956,2013,57,51,1,1,51,0,,1956,57
Drifters,1959,2013,54,29,1,5,20,0,,1964,49
Drs,1994,2013,19,39,1,1,39,0,,1994,19
Dru Hill,1997,2013,16,27,2,6,27,0,,1999,14
Duane Eddy,1958,2013,55,46,1,3,37,0,,1960,53
Duice,1993,2013,20,16,1,1,16,0,,1993,20
Duncan Sheik,1997,2013,16,18,1,1,18,0,,1997,16
Duprees,1962,2013,51,64,1,1,64,0,,1962,51
Duran Duran,1983,2013,30,17,2,11,16,0,,1993,20
Dusty Springfield,1964,2013,49,35,1,3,35,0,,1988,25
Dwele,2008,2013,5,90,1,1,90,0,,2008,5
Dwight Twilley Band,1975,2013,38,95,1,1,95,0,,1975,38
E-40,2006,2013,7,24,2,2,24,0,,2006,7
ELO,1981,2013,32,81,1,1,81,0,,1981,32
EMF,1991,2013,22,6,1,1,6,0,,1991,22
EVE,2000,2013,13,32,1,1,32,0,,2000,13
Eagle-Eye Cherry,1999,2013,14,22,1,1,22,0,,1999,14
Eagles,1975,2013,38,9,2,8,9,0,,1980,33
Eamon,2004,2013,9,63,1,1,63,0,,2004,9
Earl Grant,1958,2013,55,58,1,1,58,0,,1958,55
"Earth, Wind and Fire",1975,2013,38,6,2,10,6,0,,1983,30
Easy Beats,1967,2013,46,66,1,1,66,0,,1967,46
Echoes,1961,2013,52,66,1,1,66,0,,1961,52
Ed Ames,1967,2013,46,46,1,1,46,0,,1967,46
Ed Sheeran,2013,2013,0,75,1,1,75,0,,2013,0
Ed Townsend,1958,2013,55,77,1,1,77,0,,1958,55
Eddie Cochran,1958,2013,55,74,1,1,74,0,,1958,55
Eddie Fisher,1956,2013,57,56,2,2,56,0,,1956,57
Eddie Heywood,1956,2013,57,17,2,2,17,0,,1956,57
Eddie Hodges,1961,2013,52,92,1,2,92,0,,1962,51
Eddie Holman,1970,2013,43,44,1,1,44,0,,1970,43
Eddie Kendricks,1973,2013,40,35,1,3,30,0,,1975,38
Eddie Money,1978,2013,35,67,1,4,58,0,,1989,24
Eddie Murphy,1986,2013,27,7,1,1,7,0,,1986,27
Eddie Rabbitt,1979,2013,34,85,1,5,8,0,,1983,30
Eddy Grant,1983,2013,30,22,1,1,22,0,,1983,30
Eddy Heywood,1956,2013,57,54,1,1,54,0,,1956,57
"Eden's Crush",2001,2013,12,92,1,1,92,0,,2001,12
Edgar Winter Group,1973,2013,40,16,2,2,16,0,,1973,40
Edie Brickell and The New Bohemians,1989,2013,24,84,1,1,84,0,,1989,24
Edison Lighthouse,1970,2013,43,40,1,1,40,0,,1970,43
Edward Bear,1973,2013,40,67,1,1,67,0,,1973,40
Edward Burns,1959,2013,54,37,1,1,37,0,,1959,54
Edward Maya,2011,2013,2,54,1,1,54,0,,2011,2
Edwin Hawkins Singers,1969,2013,44,93,1,1,93,0,,1969,44
Edwin McCain,1998,2013,15,74,1,1,74,0,,1998,15
Edwin Starr,1969,2013,44,69,1,2,5,0,,1970,43
Eiffel 65,2000,2013,13,49,1,1,49,0,,2000,13
Eightball,2006,2013,7,92,1,1,92,0,,2006,7
Eileen Rodgers,1956,2013,57,94,1,1,94,0,,1956,57
El Debarge,1986,2013,27,67,1,1,67,0,,1986,27
Electric Light Orchestra,1975,2013,38,81,1,8,15,0,,1979,34
Electric Prunes,1967,2013,46,93,1,1,93,0,,1967,46
Elegants,1958,2013,55,15,1,1,15,0,,1958,55
Eli Young Band,2011,2013,2,76,1,2,76,0,,2012,1
Ellie Goulding,2012,2013,1,5,1,2,5,0,,2013,0
Elliott Yamin,2007,2013,6,41,1,1,41,0,,2007,6
Elton John,1972,2013,41,40,1,28,1,0,,1998,15
Elvin Bishop,1976,2013,37,56,1,1,56,0,,1976,37
Elvis Presley,1956,2013,57,1,10,41,1,0,,1977,36
Emeli Sande,2013,2013,0,88,1,1,88,0,,2013,0
Emillo Pericoli,1962,2013,51,48,1,1,48,0,,1962,51
Eminem,2000,2013,13,51,2,21,7,0,,2013,0
Emotions,1977,2013,36,3,1,1,3,0,,1977,36
En Vogue,1990,2013,23,8,1,6,7,0,,1997,16
Engelbert Humperdinck,1967,2013,46,31,1,2,31,0,,1977,36
England Dan,1976,2013,37,21,1,1,21,0,,1976,37
England Dan and John Ford Coley,1979,2013,34,68,1,1,68,0,,1979,34
Enigma,1994,2013,19,33,1,1,33,0,,1994,19
Enigrna,1991,2013,22,63,1,1,63,0,,1991,22
Enrique Iglesias,1999,2013,14,26,1,7,12,0,,2011,2
Envyi,1998,2013,15,52,1,1,52,0,,1998,15
Enya,2001,2013,12,59,1,2,7,0,,2004,9
Erasure,1994,2013,19,73,1,1,73,0,,1994,19
Eric Benet,1999,2013,14,65,1,1,65,0,,1999,14
Eric Burdon and The Animals,1968,2013,45,70,1,1,70,0,,1968,45
Eric Burdon and War,1970,2013,43,20,1,1,20,0,,1970,43
Eric Carmen,1976,2013,37,40,1,1,40,0,,1976,37
Eric Carnen,1988,2013,25,25,2,2,25,0,,1988,25
Eric Church,2012,2013,1,58,1,1,58,0,,2012,1
Eric Clapton,1974,2013,39,76,1,8,6,0,,1997,16
Eric Turner,2011,2013,2,63,1,1,63,0,,2011,2
Eric Weissberg,1973,2013,40,61,1,1,61,0,,1973,40
Erick Sermon,2001,2013,12,83,1,1,83,0,,2001,12
Ernie Fields Orchestra,1959,2013,54,99,1,1,99,0,,1959,54
Ernie Freeman,1957,2013,56,86,1,1,86,0,,1957,56
Ernie K-Doe,1961,2013,52,21,1,1,21,0,,1961,52
Ernie Maresca,1962,2013,51,49,1,1,49,0,,1962,51
Eruption,1978,2013,35,95,1,1,95,0,,1978,35
Erykah Badu,1997,2013,16,83,1,3,69,0,,2003,10
Escape Club,1988,2013,25,18,1,2,18,0,,1991,22
Esquires,1967,2013,46,34,1,1,34,0,,1967,46
Essex,1963,2013,50,39,1,1,39,0,,1963,50
Estelle,2008,2013,5,39,1,1,39,0,,2008,5
Eternal,1994,2013,19,80,1,1,80,0,,1994,19
Europe,1987,2013,26,56,1,1,56,0,,1987,26
Eurythmics,1983,2013,30,10,1,3,10,0,,1985,28
Evan And Jaron,2001,2013,12,54,1,1,54,0,,2001,12
Evanescence,2003,2013,10,10,1,3,10,0,,2006,7
Eve,2001,2013,12,7,1,4,7,0,,2005,8
Eve 6,2001,2013,12,90,1,1,90,0,,2001,12
"Evelyn ""Champagne"" King",1978,2013,35,64,1,1,64,0,,1978,35
Everclear,2000,2013,13,54,1,1,54,0,,2000,13
Everlast,1999,2013,14,28,1,1,28,0,,1999,14
Everly Brothers,1957,2013,56,11,2,14,2,0,,1962,51
"Every Mothers' Son",1967,2013,46,22,1,1,22,0,,1967,46
Everything But The Girl,1996,2013,17,12,1,1,12,0,,1996,17
Exile,1978,2013,35,5,1,1,5,0,,1978,35
Expose,1987,2013,26,62,3,6,16,0,,1993,20
Extreme,1991,2013,22,7,2,2,7,0,,1991,22
Eydie Gorme,1963,2013,50,30,1,1,30,0,,1963,50
Fabian,1959,2013,54,41,2,2,41,0,,1959,54
Fabolous,2001,2013,12,53,1,6,23,0,,2010,3
Faith Evans,1995,2013,18,79,1,6,3,0,,2002,11
Faith Hill,1997,2013,16,40,1,7,1,0,,2005,8
Faith No More,1990,2013,23,75,1,1,75,0,,1990,23
Falco,1986,2013,27,28,1,1,28,0,,1986,27
Falcons,1959,2013,54,91,1,1,91,0,,1959,54
Fall Out Boy,2005,2013,8,40,1,6,32,0,,2013,0
Fancy,1974,2013,39,99,1,1,99,0,,1974,39
Fantasia,2005,2013,8,73,1,1,73,0,,2005,8
Far East Movement,2010,2013,3,37,1,2,37,0,,2011,2
Far*East Movement,2011,2013,2,58,1,1,58,0,,2011,2
Faron Young,1961,2013,52,45,1,1,45,0,,1961,52
Fastball,1999,2013,14,88,1,1,88,0,,1999,14
Fat Joe,2002,2013,11,8,2,5,8,0,,2007,6
Fat Man Scoop,2005,2013,8,14,1,1,14,0,,2005,8
Fats Domino,1956,2013,57,25,4,11,25,0,,1961,52
Fendermen,1960,2013,53,44,1,1,44,0,,1960,53
Fergie,2006,2013,7,22,1,6,4,0,,2008,5
Ferlin Husky,1957,2013,56,23,1,2,23,0,,1961,52
Ferrante and Teicher,1960,2013,53,53,1,2,17,0,,1961,52
Field Mob,2003,2013,10,93,1,2,55,0,,2006,7
Fiestas,1959,2013,54,69,1,1,69,0,,1959,54
Fifth Dimension,1967,2013,46,47,1,5,2,0,,1971,42
Filter,2000,2013,13,58,1,1,58,0,,2000,13
Fine Young Cannibals,1989,2013,24,18,2,2,18,0,,1989,24
Finger Eleven,2004,2013,9,66,1,3,25,0,,2008,5
Fireballs,1968,2013,45,63,1,1,63,0,,1968,45
Firefall,1979,2013,34,100,1,1,100,0,,1979,34
Firehouse,1991,2013,22,43,1,3,43,0,,1995,18
First Class,1974,2013,39,94,1,1,94,0,,1974,39
Five,1998,2013,15,38,1,1,38,0,,1998,15
Five Americans,1967,2013,46,58,1,1,58,0,,1967,46
Five For Fighting,2002,2013,11,46,1,2,46,0,,2004,9
Five Man Electrical Band,1971,2013,42,24,1,1,24,0,,1971,42
Five Stairsteps,1970,2013,43,21,1,1,21,0,,1970,43
Flamingos,1959,2013,54,73,1,1,73,0,,1959,54
Fleetwood Mac,1976,2013,37,53,2,10,31,0,,1987,26
Fleetwoods,1959,2013,54,8,2,2,8,0,,1959,54
Flo Rida,2008,2013,5,1,2,11,1,0,,2013,0
Floaters,1977,2013,36,72,1,1,72,0,,1977,36
Floetry,2003,2013,10,100,1,1,100,0,,2003,10
Florence Welch,2013,2013,0,44,1,1,44,0,,2013,0
Florida Georgia Line,2013,2013,0,9,2,2,9,0,,2013,0
Floyd Cramer,1961,2013,52,29,2,2,29,0,,1961,52
Flying Machine,1969,2013,44,76,1,1,76,0,,1969,44
Focus,1973,2013,40,69,1,1,69,0,,1973,40
Foghat,1976,2013,37,85,1,1,85,0,,1976,37
Fontane Sisters,1956,2013,57,84,1,1,84,0,,1956,57
Foo Fighters,2005,2013,8,68,1,1,68,0,,2005,8
"Force M.D.'s",1986,2013,27,95,1,1,95,0,,1986,27
Foreigner,1977,2013,36,31,2,9,4,0,,1988,25
Fort Minor,2006,2013,7,43,1,1,43,0,,2006,7
Fortunes,1965,2013,48,84,1,2,83,0,,1971,42
Foster The People,2011,2013,2,13,1,1,13,0,,2011,2
Foundations,1968,2013,45,83,1,2,9,0,,1969,44
Four Coins,1957,2013,56,96,1,1,96,0,,1957,56
Four Lads,1956,2013,57,20,3,4,20,0,,1957,56
Four Preps,1958,2013,55,57,2,4,57,0,,1961,52
Four Seasons,1962,2013,51,55,1,8,4,0,,1994,19
Four Tops,1964,2013,49,57,1,7,2,0,,1973,40
Foxes,2013,2013,0,24,1,1,24,0,,2013,0
Foxxy Brown,1996,2013,17,63,1,1,63,0,,1996,17
Foxy,1978,2013,35,85,1,1,85,0,,1978,35
Foxy Brown,1997,2013,16,54,1,2,54,0,,2005,8
Franck Pourcel,1959,2013,54,52,1,1,52,0,,1959,54
Frank Mills,1979,2013,34,49,1,1,49,0,,1979,34
Frank Sinatra,1956,2013,57,53,1,4,7,0,,1967,46
Frank Stallone,1983,2013,30,93,1,1,93,0,,1983,30
Franke and The Knockouts,1981,2013,32,50,1,1,50,0,,1981,32
Frankie Avalon,1958,2013,55,86,3,8,4,0,,1960,53
Frankie Ford,1959,2013,54,89,1,1,89,0,,1959,54
Frankie J,2003,2013,10,71,2,4,33,0,,2005,8
Frankie Laine,1957,2013,56,32,1,1,32,0,,1957,56
Frankie Lymon and The Teenagers,1956,2013,57,28,1,1,28,0,,1956,57
Frankie Lymon and the Teenagers,1956,2013,57,95,1,1,95,0,,1956,57
Frankie Valli,1967,2013,46,10,1,4,5,0,,1978,35
Freaknasty,1997,2013,16,34,1,1,34,0,,1997,16
Freda Payne,1970,2013,43,10,1,2,10,0,,1971,42
Freddie Cannon,1959,2013,54,40,1,2,40,0,,1960,53
Freddie and The Dreamers,1965,2013,48,42,1,1,42,0,,1965,48
Freddy Cannon,1962,2013,51,14,1,1,14,0,,1962,51
Freddy Fender,1975,2013,38,4,2,2,4,0,,1975,38
Freddy Hart,1971,2013,42,68,1,1,68,0,,1971,42
Free,1970,2013,43,27,1,1,27,0,,1970,43
Free Movement,1971,2013,42,27,1,1,27,0,,1971,42
Freekey Zekey,2002,2013,11,53,1,1,53,0,,2002,11
Frida,1983,2013,30,20,1,1,20,0,,1983,30
Friend and Lover,1968,2013,45,49,1,1,49,0,,1968,45
Friends Of Distinction,1969,2013,44,17,2,3,17,0,,1970,43
Frijid Pink,1970,2013,43,60,1,1,60,0,,1970,43
Fuel,2001,2013,12,100,1,1,100,0,,2001,12
Full Force,1986,2013,27,61,1,1,61,0,,1986,27
Future,2013,2013,0,39,3,3,39,0,,2013,0
Fuzz,1971,2013,42,45,1,1,45,0,,1971,42
G-Unit,2004,2013,9,86,1,1,86,0,,2004,9
G.Q.,1979,2013,34,76,2,2,76,0,,1979,34
Gabrielle,1994,2013,19,75,1,1,75,0,,1994,19
Gale Garnett,1964,2013,49,8,1,1,8,0,,1964,49
Gale Storm,1956,2013,57,61,3,4,29,0,,1957,56
Gallery,1972,2013,41,14,1,1,14,0,,1972,41
Garnet Mimms and The Enchanters,1963,2013,50,53,1,1,53,0,,1963,50
Gary,1961,2013,52,31,2,2,31,0,,1961,52
Gary Lewis and The Playboys,1965,2013,48,17,3,5,17,0,,1968,45
Gary Numan,1980,2013,33,12,1,1,12,0,,1980,33
