race,sex,employ,region,age,income,education,records,people,percent,gov_percent
w,f,e,w,u64,u74,a,4,1370,0.12189781,0.133576642
w,f,e,w,u64,u74,cg,4,416,0.086538462,0.110576923
w,f,e,w,u64,u74,hs,8,911,0.133918771,0.130625686
w,f,e,w,u64,u74,no-hs,3,45,0.2,0.4
w,f,u,a,65u,75u,a,1,2630,0.009125475,0.963878327
w,f,u,a,65u,75u,cg,1,935,0.012834225,0.95828877
w,f,u,a,65u,75u,hs,2,1514,0.003963012,0.969616909
w,f,u,a,65u,75u,no-hs,1,181,0.033149171,0.944751381
w,f,u,a,65u,a,a,1,15437,0.006477943,0.978493231
w,f,u,a,65u,a,cg,1,3004,0.008988016,0.962050599
w,f,u,a,65u,a,hs,2,10157,0.005119622,0.981687506
w,f,u,a,65u,a,no-hs,1,2276,0.008787346,0.985940246
w,f,u,a,65u,u25,a,5,5665,0.009002648,0.978287732
w,f,u,a,65u,u25,cg,5,683,0.019033675,0.93704246
w,f,u,a,65u,u25,hs,10,3704,0.007559395,0.981101512
w,f,u,a,65u,u25,no-hs,5,1276,0.007053292,0.992946708
w,f,u,a,65u,u49,a,2,4967,0.002214616,0.988926918
w,f,u,a,65u,u49,cg,2,835,0,0.983233533
w,f,u,a,65u,u49,hs,4,3514,0.001138304,0.990893569
w,f,u,a,65u,u49,no-hs,2,619,0.009693053,0.98546042
w,f,u,a,65u,u74,a,1,2175,0.006896552,0.972873563
w,f,u,a,65u,u74,cg,1,551,0.005444646,0.969147005
w,f,u,a,65u,u74,hs,2,1424,0.008426966,0.974719101
w,f,u,a,65u,u74,no-hs,1,201,0,0.970149254
w,f,u,a,a,75u,a,1,17469,0.049344553,0.26154903
w,f,u,a,a,75u,cg,1,2936,0.049386921,0.382833787
w,f,u,a,a,75u,hs,2,4450,0.066516854,0.470337079
w,f,u,a,a,75u,no-hs,1,2006,0.049351944,0.207876371
w,f,u,a,a,a,a,1,50182,0.084691722,0.519947391
w,f,u,a,a,a,cg,1,6950,0.078992806,0.535971223
w,f,u,a,a,a,hs,2,20751,0.100862609,0.666281143
w,f,u,a,a,a,no-hs,1,7038,0.09789713,0.55640807
w,f,u,a,a,u25,a,5,12440,0.125562701,0.769131833
w,f,u,a,a,u25,cg,5,1375,0.150545455,0.637090909
w,f,u,a,a,u25,hs,10,6763,0.132633447,0.776726305
w,f,u,a,a,u25,no-hs,5,2441,0.11183941,0.819336338
w,f,u,a,a,u49,a,2,11934,0.099631306,0.682336182
w,f,u,a,a,u49,cg,2,1486,0.086810229,0.705248991
w,f,u,a,a,u49,hs,4,6125,0.096326531,0.742693878
w,f,u,a,a,u49,no-hs,2,1600,0.131875,0.680625
w,f,u,a,a,u74,a,1,8340,0.076378897,0.457314149
w,f,u,a,a,u74,cg,1,1153,0.058976583,0.586296618
w,f,u,a,a,u74,hs,2,3411,0.09058927,0.565816476
w,f,u,a,a,u74,no-hs,1,990,0.106060606,0.414141414
w,f,u,a,u18,75u,a,1,9554,0.038517898,0.116705045
w,f,u,a,u18,75u,cg,1,2,0,0
w,f,u,a,u18,75u,hs,2,23,0,0.217391304
w,f,u,a,u18,75u,no-hs,1,1453,0.030970406,0.120440468
w,f,u,a,u18,a,a,1,18290,0.060524877,0.294368507
w,f,u,a,u18,a,cg,1,2,0,0
w,f,u,a,u18,a,hs,2,52,0.038461538,0.288461538
w,f,u,a,u18,a,no-hs,1,2794,0.066213314,0.265926986
w,f,u,a,u18,u25,a,5,2156,0.102504638,0.757884972
w,f,u,a,u18,u25,hs,4,6,0.166666667,0.833333333
w,f,u,a,u18,u25,no-hs,5,291,0.130584192,0.656357388
w,f,u,a,u18,u49,a,2,3239,0.099413399,0.525162087
w,f,u,a,u18,u49,hs,3,10,0.1,0.4
w,f,u,a,u18,u49,no-hs,2,507,0.118343195,0.471400394
w,f,u,a,u18,u74,a,1,3340,0.058982036,0.27994012
w,f,u,a,u18,u74,hs,2,12,0,0.083333333
w,f,u,a,u18,u74,no-hs,1,542,0.075645756,0.254612546
w,f,u,a,u34,75u,a,2,1694,0.127508855,0.145218418
w,f,u,a,u34,75u,cg,2,391,0.112531969,0.10230179
w,f,u,a,u34,75u,hs,4,1031,0.137730359,0.153249273
w,f,u,a,u34,75u,no-hs,2,272,0.106617647,0.169117647
w,f,u,a,u34,a,a,2,5174,0.230962505,0.286818709
w,f,u,a,u34,a,cg,2,905,0.211049724,0.152486188
w,f,u,a,u34,a,hs,4,3361,0.238321928,0.295745314
w,f,u,a,u34,a,no-hs,2,908,0.223568282,0.38876652
w,f,u,a,u34,u25,a,10,1335,0.339325843,0.445692884
w,f,u,a,u34,u25,cg,10,204,0.426470588,0.18627451
w,f,u,a,u34,u25,hs,20,834,0.350119904,0.460431655
w,f,u,a,u34,u25,no-hs,10,297,0.252525253,0.579124579
w,f,u,a,u34,u49,a,4,1205,0.287966805,0.365145228
w,f,u,a,u34,u49,cg,4,161,0.211180124,0.204968944
w,f,u,a,u34,u49,hs,8,835,0.294610778,0.37005988
w,f,u,a,u34,u49,no-hs,4,207,0.328502415,0.47826087
w,f,u,a,u34,u74,a,2,941,0.188097768,0.216790648
w,f,u,a,u34,u74,cg,2,147,0.170068027,0.183673469
w,f,u,a,u34,u74,hs,4,660,0.183333333,0.215151515
w,f,u,a,u34,u74,no-hs,2,134,0.23880597,0.26119403
w,f,u,a,u64,75u,a,4,3591,0.07101086,0.187412977
w,f,u,a,u64,75u,cg,4,1609,0.05531386,0.117464264
w,f,u,a,u64,75u,hs,8,1883,0.077535847,0.244822092
w,f,u,a,u64,75u,no-hs,4,100,0.2,0.24
w,f,u,a,u64,a,a,4,11282,0.163800745,0.365094841
w,f,u,a,u64,a,cg,4,3039,0.109246463,0.22935176
w,f,u,a,u64,a,hs,8,7182,0.171957672,0.396129212
w,f,u,a,u64,a,no-hs,4,1060,0.26509434,0.54245283
w,f,u,a,u64,u25,a,20,3286,0.255325624,0.54686549
w,f,u,a,u64,u25,cg,20,488,0.217213115,0.407786885
w,f,u,a,u64,u25,hs,40,2218,0.258340848,0.554553652
w,f,u,a,u64,u25,no-hs,20,579,0.264248705,0.637305699
w,f,u,a,u64,u49,a,8,2523,0.201743956,0.431629013
w,f,u,a,u64,u49,cg,8,488,0.194672131,0.395491803
w,f,u,a,u64,u49,hs,16,1764,0.192176871,0.428571429
w,f,u,a,u64,u49,no-hs,8,268,0.28358209,0.52238806
w,f,u,a,u64,u74,a,4,1883,0.132235794,0.296335635
w,f,u,a,u64,u74,cg,4,456,0.087719298,0.254385965
w,f,u,a,u64,u74,hs,8,1316,0.133738602,0.304711246
w,f,u,a,u64,u74,no-hs,4,113,0.283185841,0.371681416
w,f,u,mw,65u,75u,a,1,581,0.003442341,0.95697074
w,f,u,mw,65u,75u,cg,1,197,0,0.959390863
w,f,u,mw,65u,75u,hs,2,348,0,0.959770115
w,f,u,mw,65u,75u,no-hs,1,37,0.054054054,0.918918919
w,f,u,mw,65u,a,a,1,3936,0.005589431,0.981199187
w,f,u,mw,65u,a,cg,1,622,0.006430868,0.971061093
w,f,u,mw,65u,a,hs,2,2704,0.003328402,0.984097633
w,f,u,mw,65u,a,no-hs,1,610,0.014754098,0.978688525
w,f,u,mw,65u,u25,a,5,1401,0.009992862,0.986438258
w,f,u,mw,65u,u25,cg,5,111,0.036036036,0.963963964
w,f,u,mw,65u,u25,hs,9,955,0.006282723,0.987434555
w,f,u,mw,65u,u25,no-hs,5,337,0.011869436,0.985163205
w,f,u,mw,65u,u49,a,2,1412,0.002124646,0.986543909
w,f,u,mw,65u,u49,cg,2,199,0,0.969849246
w,f,u,mw,65u,u49,hs,4,1018,0,0.990176817
w,f,u,mw,65u,u49,no-hs,2,196,0.015306122,0.979591837
w,f,u,mw,65u,u74,a,1,541,0.005545287,0.981515712
w,f,u,mw,65u,u74,cg,1,115,0,1
w,f,u,mw,65u,u74,hs,2,385,0.007792208,0.979220779
w,f,u,mw,65u,u74,no-hs,1,41,0,0.951219512
w,f,u,mw,a,75u,a,1,4301,0.035805627,0.232504069
w,f,u,mw,a,75u,cg,1,575,0.036521739,0.386086957
w,f,u,mw,a,75u,hs,2,980,0.042857143,0.467346939
w,f,u,mw,a,75u,no-hs,1,555,0.048648649,0.162162162
w,f,u,mw,a,a,a,1,12713,0.071658932,0.519861559
w,f,u,mw,a,a,cg,1,1382,0.060057887,0.536903039
w,f,u,mw,a,a,hs,2,5167,0.079543255,0.688600735
w,f,u,mw,a,a,no-hs,1,1871,0.088188135,0.554783538
w,f,u,mw,a,u25,a,5,3086,0.105314323,0.793907971
w,f,u,mw,a,u25,cg,5,218,0.146788991,0.605504587
w,f,u,mw,a,u25,hs,10,1681,0.108268888,0.803688281
w,f,u,mw,a,u25,no-hs,5,646,0.095975232,0.848297214
w,f,u,mw,a,u49,a,2,3230,0.089783282,0.684210526
w,f,u,mw,a,u49,cg,2,337,0.065281899,0.735905045
w,f,u,mw,a,u49,hs,4,1662,0.076413959,0.75631769
w,f,u,mw,a,u49,no-hs,2,444,0.114864865,0.691441441
w,f,u,mw,a,u74,a,1,2096,0.068225191,0.452767176
w,f,u,mw,a,u74,cg,1,252,0.031746032,0.55952381
w,f,u,mw,a,u74,hs,2,844,0.068720379,0.585308057
w,f,u,mw,a,u74,no-hs,1,227,0.110132159,0.414096916
w,f,u,mw,u18,75u,a,1,2631,0.029646522,0.10186241
w,f,u,mw,u18,75u,hs,1,2,0,0
w,f,u,mw,u18,75u,no-hs,1,437,0.032036613,0.089244851
w,f,u,mw,u18,a,a,1,5091,0.058141819,0.287566293
w,f,u,mw,u18,a,hs,2,12,0,0.166666667
w,f,u,mw,u18,a,no-hs,1,786,0.057251908,0.243002545
w,f,u,mw,u18,u25,a,5,621,0.08373591,0.782608696
w,f,u,mw,u18,u25,no-hs,5,80,0.0625,0.8125
w,f,u,mw,u18,u49,a,2,931,0.114930183,0.490870032
w,f,u,mw,u18,u49,hs,3,4,0,0.5
w,f,u,mw,u18,u49,no-hs,2,139,0.122302158,0.402877698
w,f,u,mw,u18,u74,a,1,909,0.066006601,0.278327833
w,f,u,mw,u18,u74,hs,2,6,0,0
w,f,u,mw,u18,u74,no-hs,1,130,0.076923077,0.246153846
w,f,u,mw,u34,75u,a,2,335,0.071641791,0.167164179
w,f,u,mw,u34,75u,cg,2,61,0.098360656,0.032786885
w,f,u,mw,u34,75u,hs,4,213,0.051643192,0.20657277
w,f,u,mw,u34,75u,no-hs,2,60,0.1,0.166666667
w,f,u,mw,u34,a,a,2,1096,0.175182482,0.335766423
w,f,u,mw,u34,a,cg,2,149,0.147651007,0.140939597
w,f,u,mw,u34,a,hs,4,721,0.170596394,0.3259362
w,f,u,mw,u34,a,no-hs,2,226,0.207964602,0.486725664
w,f,u,mw,u34,u25,a,10,299,0.244147157,0.591973244
w,f,u,mw,u34,u25,cg,8,27,0.407407407,0.259259259
w,f,u,mw,u34,u25,hs,20,183,0.245901639,0.590163934
w,f,u,mw,u34,u25,no-hs,10,88,0.193181818,0.704545455
w,f,u,mw,u34,u49,a,4,252,0.297619048,0.345238095
w,f,u,mw,u34,u49,cg,2,18,0.111111111,0.333333333
w,f,u,mw,u34,u49,hs,8,185,0.297297297,0.302702703
w,f,u,mw,u34,u49,no-hs,4,48,0.333333333,0.5
w,f,u,mw,u34,u74,a,2,209,0.090909091,0.215311005
w,f,u,mw,u34,u74,cg,2,44,0.022727273,0.136363636
w,f,u,mw,u34,u74,hs,4,137,0.087591241,0.197080292
w,f,u,mw,u34,u74,no-hs,2,29,0.172413793,0.448275862
w,f,u,mw,u64,75u,a,4,754,0.066312997,0.157824934
w,f,u,mw,u64,75u,cg,4,317,0.044164038,0.100946372
w,f,u,mw,u64,75u,hs,8,416,0.072115385,0.194711538
w,f,u,mw,u64,75u,no-hs,4,22,0.227272727,0.318181818
w,f,u,mw,u64,a,a,4,2590,0.154826255,0.353281853
w,f,u,mw,u64,a,cg,4,611,0.096563011,0.193126023
w,f,u,mw,u64,a,hs,8,1731,0.16117851,0.380704795
w,f,u,mw,u64,a,no-hs,4,249,0.253012048,0.562248996
w,f,u,mw,u64,u25,a,20,765,0.239215686,0.526797386
w,f,u,mw,u64,u25,cg,19,79,0.202531646,0.189873418
w,f,u,mw,u64,u25,hs,39,542,0.243542435,0.549815498
w,f,u,mw,u64,u25,no-hs,19,143,0.237762238,0.629370629
w,f,u,mw,u64,u49,a,8,635,0.166929134,0.431496063
w,f,u,mw,u64,u49,cg,8,121,0.173553719,0.421487603
w,f,u,mw,u64,u49,hs,16,453,0.161147903,0.419426049
w,f,u,mw,u64,u49,no-hs,8,61,0.213114754,0.557377049
w,f,u,mw,u64,u74,a,4,436,0.142201835,0.275229358
w,f,u,mw,u64,u74,cg,4,94,0.074468085,0.20212766
w,f,u,mw,u64,u74,hs,8,316,0.139240506,0.28164557
w,f,u,mw,u64,u74,no-hs,4,26,0.423076923,0.384615385
w,f,u,ne,65u,75u,a,1,512,0.0078125,0.982421875
w,f,u,ne,65u,75u,cg,1,180,0,0.972222222
w,f,u,ne,65u,75u,hs,2,293,0,0.996587031
w,f,u,ne,65u,75u,no-hs,1,39,0.076923077,0.923076923
w,f,u,ne,65u,a,a,1,3092,0.004851229,0.979948254
w,f,u,ne,65u,a,cg,1,654,0,0.9617737
w,f,u,ne,65u,a,hs,2,1940,0.002061856,0.988659794
w,f,u,ne,65u,a,no-hs,1,498,0.020080321,0.969879518
w,f,u,ne,65u,u25,a,5,1190,0.006722689,0.975630252
w,f,u,ne,65u,u25,cg,5,150,0,0.913333333
w,f,u,ne,65u,u25,hs,10,763,0.003931848,0.985583224
w,f,u,ne,65u,u25,no-hs,5,276,0.018115942,0.981884058
w,f,u,ne,65u,u49,a,2,927,0.003236246,0.991370011
w,f,u,ne,65u,u49,cg,2,184,0,1
w,f,u,ne,65u,u49,hs,4,609,0,0.993431856
w,f,u,ne,65u,u49,no-hs,2,134,0.02238806,0.962686567
w,f,u,ne,65u,u74,a,1,464,0,0.965517241
w,f,u,ne,65u,u74,cg,1,141,0,0.95035461
w,f,u,ne,65u,u74,hs,2,275,0,0.974545455
w,f,u,ne,65u,u74,no-hs,1,49,0,0.93877551
w,f,u,ne,a,75u,a,1,3582,0.049413735,0.237855946
w,f,u,ne,a,75u,cg,1,604,0.05794702,0.36589404
w,f,u,ne,a,75u,hs,2,862,0.055684455,0.46287703
w,f,u,ne,a,75u,no-hs,1,419,0.052505967,0.1575179
w,f,u,ne,a,a,a,1,9568,0.066576087,0.519439799
w,f,u,ne,a,a,cg,1,1497,0.070808283,0.539078156
w,f,u,ne,a,a,hs,2,3832,0.068632568,0.690762004
w,f,u,ne,a,a,no-hs,1,1366,0.076866764,0.539531479
w,f,u,ne,a,u25,a,5,2333,0.086583798,0.796399486
w,f,u,ne,a,u25,cg,5,314,0.124203822,0.624203822
w,f,u,ne,a,u25,hs,10,1281,0.081186573,0.830601093
w,f,u,ne,a,u25,no-hs,5,457,0.056892779,0.851203501
w,f,u,ne,a,u49,a,2,2054,0.081304771,0.730769231
w,f,u,ne,a,u49,cg,2,311,0.064308682,0.752411576
w,f,u,ne,a,u49,hs,4,1026,0.059454191,0.791423002
w,f,u,ne,a,u49,no-hs,2,303,0.151815182,0.673267327
w,f,u,ne,a,u74,a,1,1600,0.056875,0.47375
w,f,u,ne,a,u74,cg,1,268,0.041044776,0.582089552
w,f,u,ne,a,u74,hs,2,662,0.072507553,0.560422961
w,f,u,ne,a,u74,no-hs,1,188,0.058510638,0.409574468
w,f,u,ne,u18,75u,a,1,2015,0.040694789,0.093796526
w,f,u,ne,u18,75u,hs,2,7,0,0.142857143
w,f,u,ne,u18,75u,no-hs,1,311,0.028938907,0.073954984
w,f,u,ne,u18,a,a,1,3430,0.05393586,0.260932945
w,f,u,ne,u18,a,hs,2,9,0.111111111,0.111111111
w,f,u,ne,u18,a,no-hs,1,548,0.038321168,0.21350365
w,f,u,ne,u18,u25,a,5,332,0.102409639,0.719879518
w,f,u,ne,u18,u25,hs,1,0,2,0
w,f,u,ne,u18,u25,no-hs,5,50,0,0.6
w,f,u,ne,u18,u49,a,2,495,0.092929293,0.583838384
w,f,u,ne,u18,u49,hs,1,1,0,0
w,f,u,ne,u18,u49,no-hs,2,80,0.1,0.5
w,f,u,ne,u18,u74,a,1,587,0.04088586,0.303236797
w,f,u,ne,u18,u74,no-hs,1,106,0.028301887,0.226415094
w,f,u,ne,u34,75u,a,2,401,0.127182045,0.082294264
w,f,u,ne,u34,75u,cg,2,114,0.149122807,0.078947368
w,f,u,ne,u34,75u,hs,4,243,0.12345679,0.0781893
w,f,u,ne,u34,75u,no-hs,2,43,0.046511628,0.11627907
w,f,u,ne,u34,a,a,2,999,0.194194194,0.267267267
w,f,u,ne,u34,a,cg,2,219,0.242009132,0.127853881
w,f,u,ne,u34,a,hs,4,635,0.187401575,0.296062992
w,f,u,ne,u34,a,no-hs,2,145,0.151724138,0.344827586
w,f,u,ne,u34,u25,a,10,220,0.322727273,0.463636364
w,f,u,ne,u34,u25,cg,7,50,0.38,0.1
w,f,u,ne,u34,u25,hs,19,127,0.338582677,0.559055118
w,f,u,ne,u34,u25,no-hs,10,45,0.222222222,0.533333333
w,f,u,ne,u34,u49,a,4,199,0.195979899,0.462311558
w,f,u,ne,u34,u49,cg,4,30,0.233333333,0.3
w,f,u,ne,u34,u49,hs,8,130,0.176923077,0.507692308
w,f,u,ne,u34,u49,no-hs,4,38,0.263157895,0.447368421
w,f,u,ne,u34,u74,a,2,180,0.166666667,0.227777778
w,f,u,ne,u34,u74,cg,2,26,0.346153846,0.192307692
w,f,u,ne,u34,u74,hs,4,134,0.156716418,0.223880597
w,f,u,ne,u34,u74,no-hs,2,20,0.05,0.3
w,f,u,ne,u64,75u,a,4,654,0.06116208,0.194189602
w,f,u,ne,u64,75u,cg,4,310,0.05483871,0.116129032
w,f,u,ne,u64,75u,hs,8,318,0.050314465,0.27672956
w,f,u,ne,u64,75u,no-hs,4,26,0.269230769,0.153846154
w,f,u,ne,u64,a,a,4,2047,0.119198828,0.380068393
w,f,u,ne,u64,a,cg,4,624,0.084935897,0.240384615
w,f,u,ne,u64,a,hs,8,1249,0.111289031,0.433146517
w,f,u,ne,u64,a,no-hs,4,175,0.291428571,0.497142857
w,f,u,ne,u64,u25,a,20,591,0.150592217,0.600676819
w,f,u,ne,u64,u25,cg,16,114,0.166666667,0.48245614
w,f,u,ne,u64,u25,hs,39,393,0.142493639,0.603053435
w,f,u,ne,u64,u25,no-hs,17,85,0.164705882,0.729411765
w,f,u,ne,u64,u49,a,8,435,0.177011494,0.466666667
w,f,u,ne,u64,u49,cg,8,97,0.144329897,0.422680412
w,f,u,ne,u64,u49,hs,16,286,0.132867133,0.496503497
w,f,u,ne,u64,u49,no-hs,8,53,0.452830189,0.396226415
w,f,u,ne,u64,u74,a,4,369,0.100271003,0.25203252
w,f,u,ne,u64,u74,cg,4,102,0.019607843,0.166666667
w,f,u,ne,u64,u74,hs,8,253,0.110671937,0.292490119
w,f,u,ne,u64,u74,no-hs,4,12,0.666666667,0.166666667
w,f,u,s,65u,75u,a,1,967,0.011375388,0.956566701
w,f,u,s,65u,75u,cg,1,323,0.015479876,0.959752322
w,f,u,s,65u,75u,hs,2,570,0.010526316,0.952631579
w,f,u,s,65u,75u,no-hs,1,74,0,0.986486486
w,f,u,s,65u,a,a,1,5646,0.008501594,0.976089267
w,f,u,s,65u,a,cg,1,1066,0.014071295,0.963414634
w,f,u,s,65u,a,hs,2,3661,0.00928708,0.974323955
w,f,u,s,65u,a,no-hs,1,919,0,0.998911861
w,f,u,s,65u,u25,a,5,2074,0.012054002,0.972999036
w,f,u,s,65u,u25,cg,5,264,0.026515152,0.943181818
w,f,u,s,65u,u25,hs,10,1266,0.014218009,0.966824645
w,f,u,s,65u,u25,no-hs,5,544,0,1
w,f,u,s,65u,u49,a,2,1843,0.002170374,0.991861096
w,f,u,s,65u,u49,cg,2,303,0,0.98679868
w,f,u,s,65u,u49,hs,4,1319,0.0030326,0.990902199
w,f,u,s,65u,u49,no-hs,2,221,0,1
w,f,u,s,65u,u74,a,1,763,0.009174312,0.971166448
w,f,u,s,65u,u74,cg,1,177,0.016949153,0.95480226
w,f,u,s,65u,u74,hs,2,506,0.009881423,0.9743083
w,f,u,s,65u,u74,no-hs,1,79,0,1
w,f,u,s,a,75u,a,1,5797,0.055545972,0.29601518
w,f,u,s,a,75u,cg,1,1038,0.056840077,0.391136802
w,f,u,s,a,75u,hs,2,1572,0.064885496,0.510178117
w,f,u,s,a,75u,no-hs,1,647,0.049459042,0.27511592
w,f,u,s,a,a,a,1,18286,0.102756207,0.531390135
w,f,u,s,a,a,cg,1,2513,0.096299244,0.540787903
w,f,u,s,a,a,hs,2,7685,0.124137931,0.6517892
w,f,u,s,a,a,no-hs,1,2757,0.119332608,0.58034095
w,f,u,s,a,u25,a,5,4822,0.157403567,0.742015761
w,f,u,s,a,u25,cg,5,510,0.17254902,0.658823529
w,f,u,s,a,u25,hs,10,2517,0.180770759,0.72189114
w,f,u,s,a,u25,no-hs,5,1058,0.137996219,0.797731569
w,f,u,s,a,u49,a,2,4573,0.11589766,0.668270282
w,f,u,s,a,u49,cg,2,556,0.097122302,0.699640288
w,f,u,s,a,u49,hs,4,2349,0.118348233,0.716900809
w,f,u,s,a,u49,no-hs,2,649,0.154083205,0.648690293
w,f,u,s,a,u74,a,1,3094,0.086942469,0.441822883
w,f,u,s,a,u74,cg,1,410,0.102439024,0.558536585
w,f,u,s,a,u74,hs,2,1248,0.096153846,0.56650641
w,f,u,s,a,u74,no-hs,1,405,0.12345679,0.390123457
w,f,u,s,u18,75u,a,1,2975,0.047394958,0.136134454
w,f,u,s,u18,75u,cg,1,2,0,0
w,f,u,s,u18,75u,hs,2,8,0,0.25
w,f,u,s,u18,75u,no-hs,1,426,0.028169014,0.169014085
w,f,u,s,u18,a,a,1,6297,0.067968874,0.323487375
w,f,u,s,u18,a,cg,1,2,0,0
w,f,u,s,u18,a,hs,2,15,0.066666667,0.266666667
w,f,u,s,u18,a,no-hs,1,949,0.077976818,0.299262381
w,f,u,s,u18,u25,a,5,849,0.100117786,0.770318021
w,f,u,s,u18,u25,hs,2,2,0.5,0.5
w,f,u,s,u18,u25,no-hs,5,109,0.137614679,0.651376147
w,f,u,s,u18,u49,a,2,1228,0.104234528,0.53257329
w,f,u,s,u18,u49,hs,2,3,0,0.333333333
w,f,u,s,u18,u49,no-hs,2,205,0.146341463,0.434146341
w,f,u,s,u18,u74,a,1,1244,0.060289389,0.261254019
w,f,u,s,u18,u74,hs,1,3,0,0
w,f,u,s,u18,u74,no-hs,1,209,0.081339713,0.248803828
w,f,u,s,u34,75u,a,2,576,0.152777778,0.163194444
w,f,u,s,u34,75u,cg,2,136,0.125,0.102941176
w,f,u,s,u34,75u,hs,4,330,0.166666667,0.16969697
w,f,u,s,u34,75u,no-hs,2,108,0.12962963,0.212962963
w,f,u,s,u34,a,a,2,2006,0.282153539,0.261216351
w,f,u,s,u34,a,cg,2,343,0.247813411,0.139941691
w,f,u,s,u34,a,hs,4,1285,0.294163424,0.2692607
w,f,u,s,u34,a,no-hs,2,379,0.277044855,0.343007916
w,f,u,s,u34,u25,a,10,551,0.406533575,0.337568058
w,f,u,s,u34,u25,cg,8,79,0.455696203,0.17721519
w,f,u,s,u34,u25,hs,20,360,0.422222222,0.327777778
w,f,u,s,u34,u25,no-hs,9,112,0.321428571,0.473214286
w,f,u,s,u34,u49,a,4,517,0.332688588,0.342359768
w,f,u,s,u34,u49,cg,4,71,0.23943662,0.169014085
w,f,u,s,u34,u49,hs,8,353,0.342776204,0.337110482
w,f,u,s,u34,u49,no-hs,4,93,0.365591398,0.483870968
w,f,u,s,u34,u74,a,2,361,0.235457064,0.188365651
w,f,u,s,u34,u74,cg,2,56,0.232142857,0.142857143
w,f,u,s,u34,u74,hs,4,242,0.210743802,0.210743802
w,f,u,s,u34,u74,no-hs,2,63,0.317460317,0.142857143
w,f,u,s,u64,75u,a,4,1278,0.064162754,0.229264476
w,f,u,s,u64,75u,cg,4,577,0.064124783,0.142114385
w,f,u,s,u64,75u,hs,8,664,0.061746988,0.302710843
w,f,u,s,u64,75u,no-hs,4,39,0.153846154,0.256410256
w,f,u,s,u64,a,a,4,4338,0.192485016,0.379207008
w,f,u,s,u64,a,cg,4,1103,0.129646419,0.257479601
w,f,u,s,u64,a,hs,8,2725,0.198899083,0.4
w,f,u,s,u64,a,no-hs,4,510,0.292156863,0.523529412
w,f,u,s,u64,u25,a,20,1349,0.313565604,0.534469978
w,f,u,s,u64,u25,cg,20,166,0.253012048,0.439759036
w,f,u,s,u64,u25,hs,40,891,0.318742985,0.533108866
w,f,u,s,u64,u25,no-hs,19,288,0.326388889,0.611111111
w,f,u,s,u64,u49,a,8,985,0.231472081,0.404060914
w,f,u,s,u64,u49,cg,8,182,0.197802198,0.434065934
w,f,u,s,u64,u49,hs,16,675,0.226666667,0.379259259
w,f,u,s,u64,u49,no-hs,8,128,0.28125,0.515625
w,f,u,s,u64,u74,a,4,726,0.141873278,0.320936639
w,f,u,s,u64,u74,cg,4,177,0.141242938,0.299435028
w,f,u,s,u64,u74,hs,8,494,0.127530364,0.329959514
w,f,u,s,u64,u74,no-hs,4,53,0.264150943,0.339622642
w,f,u,w,65u,75u,a,1,570,0.012280702,0.966666667
w,f,u,w,65u,75u,cg,1,236,0.029661017,0.940677966
w,f,u,w,65u,75u,hs,2,302,0,0.993377483
w,f,u,w,65u,75u,no-hs,1,31,0.032258065,0.935483871
w,f,u,w,65u,a,a,1,2762,0.005430847,0.978276611
w,f,u,w,65u,a,cg,1,662,0.012084592,0.951661631
w,f,u,w,65u,a,hs,2,1851,0.003241491,0.985953539
w,f,u,w,65u,a,no-hs,1,249,0.004016064,0.991967871
w,f,u,w,65u,u25,a,5,999,0.002002002,0.97997998
w,f,u,w,65u,u25,cg,5,158,0.012658228,0.924050633
w,f,u,w,65u,u25,hs,10,721,0,0.9889043
w,f,u,w,65u,u25,no-hs,5,121,0,1
w,f,u,w,65u,u49,a,2,787,0.001270648,0.984752224
w,f,u,w,65u,u49,cg,2,151,0,0.966887417
w,f,u,w,65u,u49,hs,4,568,0,0.98943662
w,f,u,w,65u,u49,no-hs,2,67,0,1
w,f,u,w,65u,u74,a,1,407,0.012285012,0.975429975
w,f,u,w,65u,u74,cg,1,118,0,0.983050847
w,f,u,w,65u,u74,hs,2,257,0.015564202,0.968871595
w,f,u,w,65u,u74,no-hs,1,32,0,1
w,f,u,w,a,75u,a,1,3790,0.055408971,0.264116095
w,f,u,w,a,75u,cg,1,720,0.041666667,0.383333333
w,f,u,w,a,75u,hs,2,1038,0.100192678,0.417148362
w,f,u,w,a,75u,no-hs,1,385,0.049350649,0.215584416
w,f,u,w,a,a,a,1,9614,0.085708342,0.498855835
w,f,u,w,a,a,cg,1,1558,0.075738126,0.523748395
w,f,u,w,a,a,hs,2,4067,0.113843128,0.641996558
w,f,u,w,a,a,no-hs,1,1044,0.086206897,0.519157088
w,f,u,w,a,u25,a,5,2198,0.126023658,0.76433121
w,f,u,w,a,u25,cg,5,333,0.147147147,0.63963964
w,f,u,w,a,u25,hs,10,1283,0.121590023,0.795791115
w,f,u,w,a,u25,no-hs,5,283,0.130742049,0.777385159
w,f,u,w,a,u49,a,2,2076,0.097302505,0.662813102
w,f,u,w,a,u49,cg,2,282,0.113475177,0.627659574
w,f,u,w,a,u49,hs,4,1089,0.111111111,0.730945822
w,f,u,w,a,u49,no-hs,2,205,0.063414634,0.76097561
w,f,u,w,a,u74,a,1,1550,0.086451613,0.476774194
w,f,u,w,a,u74,cg,1,222,0.031531532,0.675675676
w,f,u,w,a,u74,hs,2,656,0.12652439,0.547256098
