quiz,url,question,description,result,image
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/16/enhanced-buzz-11590-1394141992-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-6222-1394142120-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/16/enhanced-buzz-11086-1394142129-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-29096-1394142060-16.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-29831-1394142087-10.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-6355-1394142101-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/16/enhanced-buzz-3960-1394142927-4.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-2279-1394142940-7.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/16/enhanced-buzz-11220-1394142952-5.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-7000-1394142966-7.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/16/enhanced-buzz-10939-1394142985-11.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/16/enhanced-buzz-11073-1394142997-11.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/16/enhanced-buzz-4313-1394143020-4.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/16/enhanced-buzz-2110-1394143032-1.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/16/enhanced-buzz-4012-1394143046-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/18/enhanced-buzz-26062-1394149836-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/18/enhanced-buzz-32682-1394149854-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/18/enhanced-buzz-5860-1394149875-13.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/18/enhanced-buzz-5614-1394149944-6.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/18/enhanced-buzz-32721-1394149954-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/18/enhanced-buzz-31375-1394149973-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/18/enhanced-buzz-31268-1394149986-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/18/enhanced-buzz-29118-1394149998-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/18/enhanced-buzz-31273-1394150011-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/19/enhanced-buzz-367-1394150487-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/19/enhanced-buzz-3084-1394150563-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/19/enhanced-buzz-27821-1394150668-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr04/6/19/enhanced-buzz-22805-1394150855-6.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/19/enhanced-buzz-27719-1394150955-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr05/6/19/enhanced-buzz-15066-1394151046-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-12386-1394151153-6.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30701-1394151295-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr05/6/19/enhanced-buzz-15009-1394151356-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-12401-1394151987-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-12508-1394151998-5.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-8805-1394152011-6.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-8913-1394152023-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-9016-1394152042-7.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-8980-1394152067-9.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/19/enhanced-buzz-27762-1394152082-7.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/19/enhanced-buzz-27782-1394152101-7.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/19/enhanced-buzz-27837-1394152119-9.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-12432-1394152567-9.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-12510-1394152578-5.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/19/enhanced-buzz-3108-1394152590-10.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30687-1394152606-1.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/19/enhanced-buzz-375-1394152621-1.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30703-1394152633-17.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/19/enhanced-buzz-383-1394152652-13.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30665-1394152665-0.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/19/enhanced-buzz-379-1394152682-16.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-8995-1394153454-7.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr05/6/19/enhanced-buzz-14988-1394153467-22.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-8983-1394153494-13.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-9016-1394153520-8.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/19/enhanced-buzz-8920-1394153536-6.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr05/6/19/enhanced-buzz-14928-1394153553-12.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30699-1394153573-6.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30658-1394153594-12.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/19/enhanced-buzz-30663-1394153609-1.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr04/6/20/enhanced-buzz-22986-1394154248-12.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-32766-1394154264-9.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-30660-1394154276-9.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-30677-1394154290-10.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-30659-1394154302-14.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-372-1394154320-4.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-376-1394154333-20.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-30674-1394154347-15.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-378-1394154361-10.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,5,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-30679-1394154715-21.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,7,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr04/6/20/enhanced-buzz-22790-1394154795-17.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,0,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-378-1394154889-12.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,8,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-380-1394155059-28.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-12421-1394155121-5.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr07/6/20/enhanced-buzz-370-1394155263-5.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,1,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr06/6/20/enhanced-buzz-30698-1394155308-8.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr04/6/20/enhanced-buzz-22790-1394155385-28.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr08/6/20/enhanced-buzz-27827-1394155473-18.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,9,,3,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/20/enhanced-buzz-8939-1394155943-12.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,9,,6,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr05/6/20/enhanced-buzz-14988-1394155968-24.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,9,,2,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr02/6/20/enhanced-buzz-8955-1394155985-2.jpg
"Which ""Goonies"" Character Are You?",http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,9,,4,http://s3-ak.buzzfeed.com/static/2014-03/enhanced/webdr03/6/20/enhanced-buzz-3112-1394156000-19.jpg
