school,current_conf,historic_conf,county,recruit_year
Florida,sec,sec,22071,2005
Tulane,american,cusa,22057,2005
Baylor,big-12,big-12,22055,2005
Texas A&M,sec,big-12,22051,2005
Louisiana State,sec,sec,22051,2005
Louisiana-Lafayette,sun-belt,sun-belt,22045,2005
Southern Mississippi,cusa,cusa,22033,2005
Louisiana State,sec,sec,22033,2005
Arizona,pac-12,pac-12,22015,2005
Marshall,cusa,cusa,21111,2005
Louisville,acc,big-east,21111,2005
Louisville,acc,big-east,21111,2005
Kentucky,sec,sec,21111,2005
Kentucky,sec,sec,21093,2005
Notre Dame,acc,independent,21049,2005
Ohio,mac,mac,21037,2005
Western Kentucky,cusa,none,21035,2005
Michigan,big-ten,big-ten,20209,2005
Arizona State,pac-12,pac-12,20177,2005
Kansas State,big-12,big-12,20055,2005
Connecticut,american,big-east,19123,2005
Iowa,big-ten,big-ten,19113,2005
Iowa,big-ten,big-ten,19113,2005
Iowa,big-ten,big-ten,19099,2005
Iowa,big-ten,big-ten,19057,2005
Wyoming,mwc,mwc,18097,2005
Purdue,big-ten,big-ten,18097,2005
Ohio State,big-ten,big-ten,18097,2005
Purdue,big-ten,big-ten,17197,2005
Northern Illinois,mac,mac,17197,2005
Harvard,none,none,17197,2005
Illinois,big-ten,big-ten,17115,2005
Oregon State,pac-12,pac-12,17113,2005
Minnesota,big-ten,big-ten,17097,2005
Wisconsin,big-ten,big-ten,17031,2005
Northwestern,big-ten,big-ten,17031,2005
Northern Illinois,mac,mac,17031,2005
Michigan,big-ten,big-ten,17031,2005
Illinois,big-ten,big-ten,17031,2005
Utah,pac-12,mwc,16065,2005
Southern California,pac-12,pac-12,15003,2005
Oklahoma,big-12,big-12,15003,2005
Oregon,pac-12,pac-12,15001,2005
Kentucky,sec,sec,13285,2005
Troy,sun-belt,sun-belt,13255,2005
Georgia,sec,sec,13245,2005
South Carolina,sec,sec,13189,2005
Georgia Tech,acc,acc,13179,2005
Vanderbilt,sec,sec,13163,2005
Florida State,acc,acc,13147,2005
South Carolina,sec,sec,13121,2005
Oklahoma,big-12,big-12,13121,2005
Kentucky,sec,sec,13121,2005
Clemson,acc,acc,13121,2005
Arkansas,sec,sec,13121,2005
Connecticut,american,big-east,13089,2005
Auburn,sec,sec,13089,2005
Southern Mississippi,cusa,cusa,13067,2005
Georgia,sec,sec,13067,2005
Duke,acc,acc,13051,2005
Florida State,acc,acc,13015,2005
Western Michigan,mac,mac,12111,2005
Mississippi State,sec,sec,12109,2005
Kentucky,sec,sec,12109,2005
Florida State,acc,acc,12109,2005
Wake Forest,acc,acc,12105,2005
Vanderbilt,sec,sec,12105,2005
Florida,sec,sec,12103,2005
Alabama,sec,sec,12103,2005
Wake Forest,acc,acc,12099,2005
South Carolina,sec,sec,12099,2005
Louisiana-Lafayette,sun-belt,sun-belt,12099,2005
South Florida,american,big-east,12095,2005
Brigham Young,independent,mwc,12095,2005
Alabama,sec,sec,12091,2005
Western Michigan,mac,mac,12086,2005
Troy,sun-belt,sun-belt,12086,2005
Rutgers,big-ten,big-east,12086,2005
Nebraska,big-ten,big-12,12086,2005
Louisiana State,sec,sec,12086,2005
Louisiana State,sec,sec,12086,2005
Florida Atlantic,cusa,sun-belt,12086,2005
Colorado State,mwc,mwc,12086,2005
Clemson,acc,acc,12081,2005
South Florida,american,big-east,12071,2005
Miami (OH),mac,mac,12071,2005
Central Florida,american,cusa,12069,2005
South Carolina,sec,sec,12057,2005
Louisville,acc,big-east,12057,2005
Georgia,sec,sec,12057,2005
Florida State,acc,acc,12057,2005
Oregon,pac-12,pac-12,12033,2005
Maryland,big-ten,acc,12033,2005
Auburn,sec,sec,12033,2005
Miami (FL),acc,acc,12021,2005
Connecticut,american,big-east,12011,2005
Connecticut,american,big-east,12011,2005
Auburn,sec,sec,12011,2005
East Tennessee State,none,none,12009,2005
Florida,sec,sec,12001,2005
Wake Forest,acc,acc,11001,2005
Penn State,big-ten,big-ten,11001,2005
New Mexico,mwc,mwc,11001,2005
Kent State,mac,mac,11001,2005
Illinois,big-ten,big-ten,11001,2005
Illinois,big-ten,big-ten,11001,2005
Purdue,big-ten,big-ten,9013,2005
Wisconsin,big-ten,big-ten,9011,2005
Kansas State,big-12,big-12,9009,2005
Temple,american,independent,9003,2005
Colorado State,mwc,mwc,8101,2005
New Mexico State,sun-belt,wac,8059,2005
Colorado,pac-12,big-12,8059,2005
Colorado,pac-12,big-12,8059,2005
Wyoming,mwc,mwc,8041,2005
Texas-El Paso,cusa,cusa,6111,2005
Arizona State,pac-12,pac-12,6111,2005
Fresno State,mwc,wac,6099,2005
UCLA,pac-12,pac-12,6097,2005
Ohio State,big-ten,big-ten,6097,2005
Oregon State,pac-12,pac-12,6095,2005
Oregon State,pac-12,pac-12,6087,2005
Northwestern,big-ten,big-ten,6085,2005
Kent State,mac,mac,6081,2005
Brigham Young,independent,mwc,6081,2005
Oregon,pac-12,pac-12,6073,2005
North Carolina,acc,acc,6073,2005
Michigan,big-ten,big-ten,6073,2005
Colorado State,mwc,mwc,6073,2005
California,pac-12,pac-12,6073,2005
Boise State,mwc,wac,6073,2005
San Diego State,mwc,mwc,6071,2005
Oregon,pac-12,pac-12,6067,2005
Hawaii,mwc,wac,6067,2005
Southern California,pac-12,pac-12,6065,2005
Wisconsin,big-ten,big-ten,6059,2005
Southern California,pac-12,pac-12,6059,2005
Southern California,pac-12,pac-12,6059,2005
Washington State,pac-12,pac-12,6037,2005
Utah State,mwc,wac,6037,2005
Utah,pac-12,mwc,6037,2005
Utah,pac-12,mwc,6037,2005
Southern California,pac-12,pac-12,6037,2005
Southern California,pac-12,pac-12,6037,2005
Southern California,pac-12,pac-12,6037,2005
Southern California,pac-12,pac-12,6037,2005
San Jose State,mwc,wac,6037,2005
Oregon State,pac-12,pac-12,6037,2005
Oregon,pac-12,pac-12,6037,2005
Oregon,pac-12,pac-12,6037,2005
Oregon,pac-12,pac-12,6037,2005
Ohio State,big-ten,big-ten,6037,2005
Notre Dame,acc,independent,6037,2005
Nevada,mwc,wac,6037,2005
Nevada,mwc,wac,6037,2005
Mississippi,sec,sec,6037,2005
Fresno State,mwc,wac,6037,2005
Colorado,pac-12,big-12,6037,2005
California,pac-12,pac-12,6037,2005
California,pac-12,pac-12,6037,2005
Boise State,mwc,wac,6037,2005
Arizona State,pac-12,pac-12,6037,2005
Arizona,pac-12,pac-12,6037,2005
San Jose State,mwc,wac,6029,2005
Fresno State,mwc,wac,6029,2005
Fresno State,mwc,wac,6029,2005
California,pac-12,pac-12,6019,2005
Texas Christian,big-12,mwc,6013,2005
Penn State,big-ten,big-ten,6001,2005
Oregon,pac-12,pac-12,6001,2005
Oregon,pac-12,pac-12,6001,2005
Memphis,american,cusa,5119,2005
Arkansas,sec,sec,5119,2005
Arkansas,sec,sec,5119,2005
Southern Mississippi,cusa,cusa,5069,2005
Louisiana State,sec,sec,5069,2005
Arkansas State,sun-belt,sun-belt,5069,2005
Arizona,pac-12,pac-12,4027,2005
Kansas State,big-12,big-12,2290,2005
Hawaii,mwc,wac,2020,2005
Alabama,sec,sec,1123,2005
South Carolina,sec,sec,1117,2005
Clemson,acc,acc,1117,2005
Alabama,sec,sec,1117,2005
Auburn,sec,sec,1103,2005
South Carolina,sec,sec,1097,2005
Auburn,sec,sec,1097,2005
Vanderbilt,sec,sec,1089,2005
Alabama,sec,sec,1075,2005
Georgia Tech,acc,acc,1073,2005
Georgia Tech,acc,acc,1047,2005
Wisconsin,big-ten,big-ten,0,2005
Wisconsin,big-ten,big-ten,0,2005
Washington State,pac-12,pac-12,0,2005
Washington,pac-12,pac-12,0,2005
Wake Forest,acc,acc,0,2005
Virginia Tech,acc,acc,0,2005
Virginia,acc,acc,0,2005
Utah,pac-12,mwc,0,2005
Tulane,american,cusa,0,2005
Troy,sun-belt,sun-belt,0,2005
Texas-El Paso,cusa,cusa,0,2005
Tennessee,sec,sec,0,2005
Temple,american,independent,0,2005
Temple,american,independent,0,2005
Temple,american,independent,0,2005
Syracuse,acc,big-east,0,2005
Stanford,pac-12,pac-12,0,2005
Stanford,pac-12,pac-12,0,2005
Southern California,pac-12,pac-12,0,2005
Southern California,pac-12,pac-12,0,2005
South Florida,american,big-east,0,2005
South Florida,american,big-east,0,2005
South Florida,american,big-east,0,2005
San Jose State,mwc,wac,0,2005
Pittsburgh,acc,big-east,0,2005
Penn State,big-ten,big-ten,0,2005
Penn State,big-ten,big-ten,0,2005
Penn State,big-ten,big-ten,0,2005
Oregon State,pac-12,pac-12,0,2005
Oregon State,pac-12,pac-12,0,2005
Oregon,pac-12,pac-12,0,2005
Oklahoma,big-12,big-12,0,2005
Ohio State,big-ten,big-ten,0,2005
Ohio State,big-ten,big-ten,0,2005
Northwestern,big-ten,big-ten,0,2005
Northern Illinois,mac,mac,0,2005
North Texas,cusa,sun-belt,0,2005
North Carolina State,acc,acc,0,2005
Nevada-Las Vegas,mwc,mwc,0,2005
Nevada-Las Vegas,mwc,mwc,0,2005
Nebraska,big-ten,big-12,0,2005
Nebraska,big-ten,big-12,0,2005
Navy,independent,independent,0,2005
Missouri,sec,big-12,0,2005
Mississippi State,sec,sec,0,2005
Mississippi,sec,sec,0,2005
Michigan,big-ten,big-ten,0,2005
Miami (FL),acc,acc,0,2005
Miami (FL),acc,acc,0,2005
Memphis,american,cusa,0,2005
Memphis,american,cusa,0,2005
Maryland,big-ten,acc,0,2005
Maryland,big-ten,acc,0,2005
Maryland,big-ten,acc,0,2005
Maryland,big-ten,acc,0,2005
Marshall,cusa,cusa,0,2005
Louisville,acc,big-east,0,2005
Louisville,acc,big-east,0,2005
Louisiana State,sec,sec,0,2005
Kentucky,sec,sec,0,2005
Kent State,mac,mac,0,2005
Illinois State,none,none,0,2005
Illinois,big-ten,big-ten,0,2005
Idaho,sun-belt,wac,0,2005
Houston,american,cusa,0,2005
Hawaii,mwc,wac,0,2005
Hawaii,mwc,wac,0,2005
Georgia,sec,sec,0,2005
Florida State,acc,acc,0,2005
Florida State,acc,acc,0,2005
Florida State,acc,acc,0,2005
Florida International,cusa,sun-belt,0,2005
Florida,sec,sec,0,2005
Eastern Michigan,mac,mac,0,2005
East Carolina,american,cusa,0,2005
Duke,acc,acc,0,2005
Connecticut,american,big-east,0,2005
Colorado,pac-12,big-12,0,2005
Clemson,acc,acc,0,2005
Clemson,acc,acc,0,2005
Cincinnati,american,big-east,0,2005
California,pac-12,pac-12,0,2005
Brigham Young,independent,mwc,0,2005
Boise State,mwc,wac,0,2005
Boise State,mwc,wac,0,2005
Auburn,sec,sec,0,2005
Auburn,sec,sec,0,2005
Arkansas,sec,sec,0,2005
Arizona State,pac-12,pac-12,0,2005
Alabama,sec,sec,0,2005
Alabama,sec,sec,0,2005
Brigham Young,independent,mwc,56041,2004
Wisconsin,big-ten,big-ten,55133,2004
West Virginia,big-12,big-east,55119,2004
Oregon,pac-12,pac-12,53053,2004
Kentucky,sec,sec,53053,2004
Virginia Tech,acc,acc,51760,2004
Virginia Tech,acc,acc,51710,2004
Georgia,sec,sec,51680,2004
Tennessee,sec,sec,51650,2004
Kent State,mac,mac,51179,2004
Virginia Tech,acc,acc,51059,2004
Iowa State,big-12,big-12,51059,2004
North Carolina,acc,acc,51013,2004
Brigham Young,independent,mwc,49035,2004
New Mexico,mwc,mwc,48491,2004
New Mexico,mwc,mwc,48491,2004
Texas Christian,big-12,cusa,48441,2004
Oklahoma,big-12,big-12,48439,2004
Louisiana State,sec,sec,48423,2004
Texas Christian,big-12,cusa,48409,2004
Oklahoma State,big-12,big-12,48381,2004
Army,independent,cusa,48357,2004
Texas Christian,big-12,cusa,48349,2004
Texas,big-12,big-12,48347,2004
Texas,big-12,big-12,48331,2004
Oklahoma,big-12,big-12,48309,2004
Virginia Tech,acc,acc,48273,2004
Texas,big-12,big-12,48245,2004
Kansas,big-12,big-12,48245,2004
Arkansas,sec,sec,48211,2004
Colorado State,mwc,mwc,48209,2004
UCLA,pac-12,pac-12,48201,2004
Texas A&M,sec,big-12,48201,2004
Syracuse,acc,big-east,48201,2004
Mississippi,sec,sec,48201,2004
Iowa,big-ten,big-ten,48201,2004
Houston,american,cusa,48201,2004
Houston,american,cusa,48201,2004
Houston,american,cusa,48201,2004
Colorado,pac-12,big-12,48201,2004
Arizona,pac-12,pac-12,48201,2004
Texas,big-12,big-12,48185,2004
Oklahoma,big-12,big-12,48183,2004
Texas Christian,big-12,cusa,48167,2004
UCLA,pac-12,pac-12,48121,2004
Texas,big-12,big-12,48121,2004
Houston,american,cusa,48121,2004
Colorado State,mwc,mwc,48121,2004
Arkansas,sec,sec,48121,2004
Texas,big-12,big-12,48113,2004
Texas-El Paso,cusa,wac,48091,2004
Texas A&M,sec,big-12,48091,2004
Oklahoma,big-12,big-12,48049,2004
Texas,big-12,big-12,48037,2004
Duke,acc,acc,48029,2004
Texas,big-12,big-12,48005,2004
Vanderbilt,sec,sec,47157,2004
Tennessee,sec,sec,47157,2004
San Diego State,mwc,mwc,47093,2004
Auburn,sec,sec,47009,2004
Wisconsin,big-ten,big-ten,46013,2004
Tennessee,sec,sec,45087,2004
Oklahoma,big-12,big-12,45051,2004
Nebraska,big-ten,big-12,45035,2004
Georgia,sec,sec,45019,2004
Clemson,acc,acc,45019,2004
Boston College,acc,big-east,44007,2004
Mississippi State,sec,sec,44005,2004
Syracuse,acc,big-east,42101,2004
Wake Forest,acc,acc,42071,2004
Penn State,big-ten,big-ten,42045,2004
Boston College,acc,big-east,42029,2004
Virginia,acc,acc,42027,2004
West Virginia,big-12,big-east,42017,2004
Michigan,big-ten,big-ten,42011,2004
Penn State,big-ten,big-ten,42003,2004
Penn State,big-ten,big-ten,42003,2004
Tennessee,sec,sec,41067,2004
Oregon State,pac-12,pac-12,41059,2004
Washington State,pac-12,pac-12,41039,2004
Idaho,sun-belt,sun-belt,41039,2004
Arkansas,sec,sec,40143,2004
Kansas,big-12,big-12,40135,2004
Virginia Tech,acc,acc,40119,2004
Tulsa,american,wac,40109,2004
Oklahoma State,big-12,big-12,40109,2004
Oklahoma,big-12,big-12,40073,2004
Kansas State,big-12,big-12,40071,2004
Southern California,pac-12,pac-12,39173,2004
Maryland,big-ten,acc,39161,2004
Michigan,big-ten,big-ten,39155,2004
Ohio State,big-ten,big-ten,39151,2004
Michigan,big-ten,big-ten,39151,2004
Akron,mac,mac,39151,2004
Toledo,mac,mac,39133,2004
Notre Dame,acc,independent,39113,2004
West Virginia,big-12,big-east,39099,2004
Wake Forest,acc,acc,39099,2004
Pittsburgh,acc,big-east,39099,2004
Cincinnati,american,cusa,39093,2004
Cincinnati,american,cusa,39061,2004
Minnesota,big-ten,big-ten,39049,2004
Kansas,big-12,big-12,39035,2004
North Carolina,acc,acc,37165,2004
East Carolina,american,cusa,37159,2004
Wake Forest,acc,acc,37119,2004
Michigan,big-ten,big-ten,37119,2004
Maryland,big-ten,acc,37119,2004
North Carolina,acc,acc,37091,2004
North Carolina State,acc,acc,37081,2004
Wake Forest,acc,acc,37051,2004
Virginia Tech,acc,acc,37035,2004
Rutgers,big-ten,big-east,36119,2004
Notre Dame,acc,independent,36119,2004
Buffalo,mac,mac,36089,2004
Michigan,big-ten,big-ten,36067,2004
Connecticut,american,big-east,36067,2004
Boston College,acc,big-east,36067,2004
Virginia,acc,acc,36055,2004
Toledo,mac,mac,36029,2004
Rutgers,big-ten,big-east,34023,2004
Rutgers,big-ten,big-east,34017,2004
Georgia Tech,acc,acc,34015,2004
Syracuse,acc,big-east,34013,2004
South Carolina,sec,sec,34013,2004
Iowa State,big-12,big-12,34013,2004
Wake Forest,acc,acc,34007,2004
Iowa,big-ten,big-ten,34005,2004
Michigan State,big-ten,big-ten,33015,2004
Arizona State,pac-12,pac-12,32031,2004
Oregon State,pac-12,pac-12,32003,2004
Nebraska,big-ten,big-12,31109,2004
Missouri,sec,big-12,29510,2004
Missouri,sec,big-12,29081,2004
Missouri,sec,big-12,29021,2004
Auburn,sec,sec,28151,2004
Wisconsin,big-ten,big-ten,28121,2004
Troy,sun-belt,sun-belt,28075,2004
Mississippi State,sec,sec,28059,2004
Hawaii,mwc,wac,28047,2004
Colorado State,mwc,mwc,27163,2004
Notre Dame,acc,independent,27145,2004
Stanford,pac-12,pac-12,27053,2004
Notre Dame,acc,independent,27053,2004
Minnesota,big-ten,big-ten,27053,2004
Iowa,big-ten,big-ten,27053,2004
Ohio State,big-ten,big-ten,26163,2004
Mississippi State,sec,sec,26163,2004
Michigan,big-ten,big-ten,26163,2004
Maryland,big-ten,acc,26163,2004
Illinois,big-ten,big-ten,26163,2004
Eastern Michigan,mac,mac,26163,2004
Michigan State,big-ten,big-ten,26161,2004
Colorado,pac-12,big-12,26139,2004
Michigan State,big-ten,big-ten,26099,2004
Michigan State,big-ten,big-ten,26091,2004
Iowa,big-ten,big-ten,26077,2004
Louisville,acc,cusa,25025,2004
North Carolina State,acc,acc,25021,2004
Florida,sec,sec,24033,2004
Maryland,big-ten,acc,24031,2004
Maryland,big-ten,acc,24025,2004
Indiana,big-ten,big-ten,22121,2004
Southern Mississippi,cusa,cusa,22105,2004
Vanderbilt,sec,sec,22077,2004
Auburn,sec,sec,22073,2004
Virginia,acc,acc,22071,2004
Mississippi,sec,sec,22071,2004
Louisiana State,sec,sec,22055,2004
Louisiana State,sec,sec,22051,2004
Louisiana State,sec,sec,22045,2004
Louisiana Tech,cusa,wac,22033,2004
Louisiana State,sec,sec,22033,2004
Kansas State,big-12,big-12,22033,2004
Tulane,american,cusa,22019,2004
Louisiana State,sec,sec,22019,2004
Texas Tech,big-12,big-12,22017,2004
Southern California,pac-12,pac-12,22017,2004
Louisiana State,sec,sec,22017,2004
Louisville,acc,cusa,21227,2004
Florida,sec,sec,21145,2004
Louisville,acc,cusa,21111,2004
Louisville,acc,cusa,21111,2004
Kentucky,sec,sec,21111,2004
Kentucky,sec,sec,21067,2004
Virginia Tech,acc,acc,21047,2004
Wyoming,mwc,mwc,20175,2004
Troy,sun-belt,sun-belt,20173,2004
Kansas State,big-12,big-12,20161,2004
Michigan,big-ten,big-ten,19113,2004
Iowa,big-ten,big-ten,19037,2004
Purdue,big-ten,big-ten,18157,2004
Purdue,big-ten,big-ten,18067,2004
Indiana,big-ten,big-ten,18003,2004
Notre Dame,acc,independent,17031,2004
Michigan State,big-ten,big-ten,17031,2004
Illinois,big-ten,big-ten,17031,2004
Illinois,big-ten,big-ten,17019,2004
Colorado,pac-12,big-12,15007,2004
Washington State,pac-12,pac-12,15003,2004
Arizona State,pac-12,pac-12,15003,2004
Troy,sun-belt,sun-belt,13299,2004
Middle Tennessee State,cusa,sun-belt,13299,2004
Oklahoma State,big-12,big-12,13215,2004
Mississippi,sec,sec,13215,2004
Georgia Tech,acc,acc,13215,2004
Georgia,sec,sec,13201,2004
Kansas,big-12,big-12,13179,2004
Middle Tennessee State,cusa,sun-belt,13175,2004
Wake Forest,acc,acc,13157,2004
Michigan State,big-ten,big-ten,13153,2004
Georgia,sec,sec,13135,2004
Vanderbilt,sec,sec,13121,2004
Utah State,mwc,sun-belt,13121,2004
Georgia,sec,sec,13095,2004
Georgia,sec,sec,13089,2004
Appalachian State,sun-belt,none,13089,2004
Georgia Tech,acc,acc,13063,2004
Georgia Tech,acc,acc,13021,2004
Troy,sun-belt,sun-belt,12109,2004
Purdue,big-ten,big-ten,12109,2004
Central Florida,american,mac,12109,2004
Miami (FL),acc,acc,12105,2004
Maryland,big-ten,acc,12105,2004
Louisville,acc,cusa,12105,2004
California,pac-12,pac-12,12105,2004
Louisville,acc,cusa,12103,2004
Virginia Tech,acc,acc,12099,2004
Stanford,pac-12,pac-12,12099,2004
North Carolina State,acc,acc,12099,2004
Nebraska,big-ten,big-12,12099,2004
East Carolina,american,cusa,12095,2004
Nebraska,big-ten,big-12,12086,2004
Miami (FL),acc,acc,12086,2004
Miami (FL),acc,acc,12086,2004
Miami (FL),acc,acc,12086,2004
Louisiana State,sec,sec,12086,2004
Kansas,big-12,big-12,12086,2004
Central Florida,american,mac,12086,2004
Auburn,sec,sec,12086,2004
Auburn,sec,sec,12086,2004
Florida State,acc,acc,12079,2004
Appalachian State,sun-belt,none,12071,2004
South Florida,american,cusa,12057,2004
Pittsburgh,acc,big-east,12057,2004
Florida,sec,sec,12057,2004
Central Florida,american,mac,12057,2004
South Florida,american,cusa,12017,2004
Pittsburgh,acc,big-east,12011,2004
Miami (FL),acc,acc,12011,2004
Florida State,acc,acc,12007,2004
Virginia Tech,acc,acc,11001,2004
Richmond,none,none,11001,2004
Massachusetts,mac,none,9009,2004
Connecticut,american,big-east,9009,2004
Massachusetts,mac,none,9003,2004
Buffalo,mac,mac,9001,2004
Texas-El Paso,cusa,wac,8059,2004
Texas,big-12,big-12,8059,2004
Miami (FL),acc,acc,8059,2004
Wisconsin,big-ten,big-ten,8041,2004
Wyoming,mwc,mwc,6107,2004
Washington,pac-12,pac-12,6097,2004
Southern California,pac-12,pac-12,6095,2004
Stanford,pac-12,pac-12,6087,2004
San Jose State,mwc,wac,6087,2004
Nebraska,big-ten,big-12,6081,2004
Kentucky,sec,sec,6081,2004
Washington,pac-12,pac-12,6077,2004
San Diego State,mwc,mwc,6077,2004
California,pac-12,pac-12,6077,2004
Texas A&M,sec,big-12,6073,2004
New Mexico,mwc,mwc,6073,2004
Maryland,big-ten,acc,6073,2004
Stanford,pac-12,pac-12,6059,2004
Southern California,pac-12,pac-12,6059,2004
Southern California,pac-12,pac-12,6059,2004
Southern California,pac-12,pac-12,6059,2004
Richmond,none,none,6059,2004
Nevada-Las Vegas,mwc,mwc,6059,2004
Hawaii,mwc,wac,6059,2004
California,pac-12,pac-12,6055,2004
Washington,pac-12,pac-12,6037,2004
Virginia,acc,acc,6037,2004
Utah,pac-12,mwc,6037,2004
UCLA,pac-12,pac-12,6037,2004
UCLA,pac-12,pac-12,6037,2004
UCLA,pac-12,pac-12,6037,2004
Southern California,pac-12,pac-12,6037,2004
Southern California,pac-12,pac-12,6037,2004
Southern California,pac-12,pac-12,6037,2004
Southern California,pac-12,pac-12,6037,2004
Southern California,pac-12,pac-12,6037,2004
San Diego State,mwc,mwc,6037,2004
San Diego State,mwc,mwc,6037,2004
San Diego State,mwc,mwc,6037,2004
Oregon State,pac-12,pac-12,6037,2004
New Mexico,mwc,mwc,6037,2004
Fresno State,mwc,wac,6037,2004
California,pac-12,pac-12,6037,2004
California,pac-12,pac-12,6037,2004
Boise State,mwc,wac,6037,2004
Baylor,big-12,big-12,6037,2004
Arizona State,pac-12,pac-12,6037,2004
Arizona,pac-12,pac-12,6037,2004
Nebraska,big-ten,big-12,6023,2004
Utah State,mwc,sun-belt,6019,2004
Fresno State,mwc,wac,6019,2004
Miami (FL),acc,acc,6013,2004
Colorado,pac-12,big-12,6013,2004
Arkansas,sec,sec,6013,2004
Hawaii,mwc,wac,6001,2004
California,pac-12,pac-12,6001,2004
Arkansas,sec,sec,5145,2004
Arkansas,sec,sec,5119,2004
Arkansas,sec,sec,5119,2004
Texas,big-12,big-12,5069,2004
Arkansas,sec,sec,5045,2004
Arkansas State,sun-belt,sun-belt,5025,2004
Texas-El Paso,cusa,wac,4013,2004
San Diego State,mwc,mwc,4013,2004
Notre Dame,acc,independent,4013,2004
Arizona State,pac-12,pac-12,4013,2004
Arizona State,pac-12,pac-12,4013,2004
Arizona,pac-12,pac-12,4013,2004
Mississippi State,sec,sec,1125,2004
Auburn,sec,sec,1123,2004
Vanderbilt,sec,sec,1117,2004
Alabama,sec,sec,1113,2004
Louisiana State,sec,sec,1097,2004
Auburn,sec,sec,1081,2004
Georgia,sec,sec,1041,2004
Alabama,sec,sec,1003,2004
William & Mary,none,none,0,2004
William & Mary,none,none,0,2004
Western Michigan,mac,mac,0,2004
West Virginia,big-12,big-east,0,2004
West Virginia,big-12,big-east,0,2004
West Virginia,big-12,big-east,0,2004
West Virginia,big-12,big-east,0,2004
West Texas A&M,none,none,0,2004
Washington,pac-12,pac-12,0,2004
Washington,pac-12,pac-12,0,2004
Wake Forest,acc,acc,0,2004
Virginia Tech,acc,acc,0,2004
Virginia Tech,acc,acc,0,2004
Virginia,acc,acc,0,2004
Vanderbilt,sec,sec,0,2004
Vanderbilt,sec,sec,0,2004
Vanderbilt,sec,sec,0,2004
Utah,pac-12,mwc,0,2004
UCLA,pac-12,pac-12,0,2004
UCLA,pac-12,pac-12,0,2004
Tulsa,american,wac,0,2004
