source,school,current_conf,historic_conf,county,name,recruit_year,hometown,state
dbf,Georgia Tech,acc,acc,12019,"White, Dez",1996,Orange Park,FL
dbf,Oklahoma,big-12,big-12,12011,"Mcdougle, Stockar",1996,Deerfield Beach,FL
dbf,Notre Dame,acc,independent,12011,"Brown, Bobby",1996,Fort Lauderdale,FL
dbf,Florida State,acc,acc,12011,"Simon, Corey",1996,Pompano Beach,FL
dbf,Miami,#N/A,#N/A,12009,"Ham, Derrick",1996,Merritt Island,FL
dbf,Florida,sec,sec,12001,"Johnson, Doug",1996,Gainesville,FL
dbf,West Virginia,big-12,big-east,11001,"Porter, Jerry",1996,Washington,DC
dbf,Virginia,acc,acc,11001,"Crawford, Casey",1996,Washington,DC
dbf,Wisconsin,big-ten,big-ten,9009,"Myers, Bobby",1996,New Haven,CT
dbf,Wyoming,mwc,mwc,8059,"Gamble, Trent",1996,Denver,CO
dbf,Michigan,big-ten,big-ten,8059,"Williams, Josh",1996,Denver,CO
dbf,Colorado State,mwc,mwc,8059,"Mcdougal, Kevin",1996,Denver,CO
dbf,Wake Forest,acc,acc,8013,"Lyman, Dustin",1996,Boulder,CO
dbf,Colorado State,mwc,mwc,6111,"Olson, Erik",1996,Ventura,CA
dbf,California,pac-12,pac-12,6085,"O'neal, Deltha",1996,Palo Alto,CA
dbf,Washington,pac-12,pac-12,6081,"Issa, Jabari",1996,Foster City,CA
dbf,Southern California,pac-12,pac-12,6077,"Hayes, Windrell",1996,Stockton,CA
dbf,San Jose State,mwc,wac,6077,"Hayes, Windrell",1996,Stockton,CA
dbf,Utah,pac-12,mwc,6073,"Embray, Keith",1996,San Diego,CA
dbf,Ohio State,big-ten,big-ten,6073,"Wiley, Michael",1996,Spring Valley,CA
dbf,California,pac-12,pac-12,6073,"Miller, Keith",1996,San Diego,CA
dbf,Stanford,pac-12,pac-12,6069,"Swanson, Pete",1996,San Benito,CA
dbf,San Diego State,mwc,mwc,6065,"Lewis, Jonas",1996,Riverside,CA
dbf,Miami,#N/A,#N/A,6065,"Franks, Bubba",1996,Riverside,CA
dbf,Fresno State,mwc,wac,6065,"Williams, Payton",1996,Riverside,CA
dbf,Utah State,mwc,big-west,6059,"Knorr, Micah",1996,Orange,CA
dbf,Southern California,pac-12,pac-12,6059,"Gibson, David",1996,Santa Ana,CA
dbf,Washington State,pac-12,pac-12,6047,"Riley, Earl",1996,Dos Palos,CA
dbf,West Texas A&M,none,none,6037,"Larrimore, Kareem",1996,Los Angeles,CA
dbf,Washington,pac-12,pac-12,6037,"Towns, Lester",1996,Pasadena,CA
dbf,UCLA,pac-12,pac-12,6037,"Farmer, Danny",1996,Los Angeles,CA
dbf,Texas A&M,sec,big-12,6037,"Parker, Sirr",1996,Los Angeles,CA
dbf,Tennessee,sec,sec,6037,"Thompson, Ray",1996,Los Angeles,CA
dbf,Stanford,pac-12,pac-12,6037,"Husak, Todd",1996,Long Beach,CA
dbf,Southern California,pac-12,pac-12,6037,"Morton, Chad",1996,Torrance,CA
dbf,Southern California,pac-12,pac-12,6037,"Soward, R.",1996,Pomona,CA
dbf,San Diego State,mwc,mwc,6037,"Gbaja-biamila, Kabeer",1996,Los Angeles,CA
dbf,Oregon State,pac-12,pac-12,6037,"Hatcher, Armon",1996,Diamond Bar,CA
dbf,Ohio State,big-ten,big-ten,6037,"Plummer, Ahmed",1996,Los Angeles,CA
dbf,Notre Dame,acc,independent,6037,"Minor, Kory",1996,Inglewood,CA
dbf,Nebraska,big-ten,big-12,6037,"Brown, Ralph",1996,Hacienda Heights,CA
dbf,Hawaii,mwc,wac,6037,"Klemm, Adrian",1996,Inglewood,CA
dbf,Colorado State,mwc,mwc,6037,"Tuitele, Ula",1996,Torrance,CA
dbf,Colorado,pac-12,big-12,6037,"Bedell, Brad",1996,Arcadia,CA
dbf,Brigham Young,independent,mwc,6037,"Jenkins, Ronney",1996,Los Angeles,CA
dbf,Arizona State,pac-12,pac-12,6037,"Redmond, J.R.",1996,Los Angeles,CA
dbf,Arizona State,pac-12,pac-12,6037,"Smith, Terrelle",1996,West Covina,CA
dbf,Arizona,pac-12,pac-12,6037,"Northcutt, Dennis",1996,Los Angeles,CA
dbf,Arizona,pac-12,pac-12,6037,"Polk, Da shon",1996,Pacoima,CA
dbf,Utah State,mwc,big-west,6029,"Miller, Craig",1996,Bakersfield,CA
dbf,Arizona State,pac-12,pac-12,6029,"Cercone, Matt",1996,Bakersfield,CA
dbf,San Jose State,mwc,wac,6013,"Loverne, David",1996,San Ramon,CA
dbf,Idaho,sun-belt,big-west,6013,"Loverne, David",1996,San Ramon,CA
dbf,Colorado,pac-12,big-12,6001,"Barnes, Rashidi",1996,Berkeley,CA
dbf,Arizona State,pac-12,pac-12,6001,"Smith, Marvel",1996,Oakland,CA
dbf,Nebraska,big-ten,big-12,4013,"Brown, Mike",1996,Scottsdale,AZ
dbf,Nebraska,big-ten,big-12,4013,"Johnson, Eric",1996,Phoenix,AZ
dbf,Arizona State,pac-12,pac-12,4013,"Ruegamer, Grey",1996,Scottsdale,AZ
dbf,Arizona,pac-12,pac-12,4013,"Canidate, Trung",1996,Phoenix,AZ
dbf,Arizona,pac-12,pac-12,4001,"Bell, Marcus",1996,St. Johns,AZ
dbf,Mississippi,sec,sec,1125,"Clancy, Kendrick",1996,Tuscaloosa,AL
dbf,Southern Mississippi,cusa,cusa,1117,"Slaughter, T.J.",1996,Birmingham,AL
dbf,Alabama,sec,sec,1109,"Griffin, Cornelius",1996,Brundidge,AL
dbf,Auburn,sec,sec,1101,"James, Jeno",1996,Montgomery,AL
dbf,Auburn,sec,sec,1097,"Carson, Leonardo",1996,Mobile,AL
dbf,Auburn,sec,sec,1097,"Craig, Dameyune",1996,Mobile,AL
dbf,Alabama,sec,sec,1097,"Samuels, Chris",1996,Mobile,AL
dbf,Troy,sun-belt,none,1087,"Fields, Aaron",1996,Tuskegee,AL
dbf,Auburn,sec,sec,1081,"Washington, Marcus",1996,Auburn,AL
dbf,Troy,sun-belt,none,1057,"Moore, Michael",1996,Fayette,AL
dbf,Alabama,sec,sec,1057,"Moore, Michael",1996,Fayette,AL
dbf,Southern Mississippi,cusa,cusa,1037,"Thomas, Adalius",1996,Equality,AL
dbf,Wisconsin,big-ten,big-ten,0,"Tauscher, Mark",1996,Marshfield,
dbf,William & Mary,none,none,0,"Leach, Mike",1996,Lake Hopatcong,
dbf,Washington State,pac-12,pac-12,0,"Lindell, Rian",1996,Vancouver,
dbf,Washington State,pac-12,pac-12,0,"Meier, Rob",1996,Vancouver,B.C.
dbf,Wake Forest,acc,acc,0,"Robbins, Fred",1996,Pensacola,
dbf,Virginia Tech,acc,big-east,0,"Engelberger, John",1996,Heidelburg,
dbf,Virginia Tech,acc,big-east,0,"Stith, Shyrone",1996,Portsmouth,VA
dbf,Virginia,acc,acc,0,"Jones, Thomas",1996,Big Stone Gap,
dbf,Texas-El Paso,cusa,wac,0,"Larsen, Leif",1996,Oslo,
dbf,Texas-El Paso,cusa,wac,0,"Terrell, David",1996,Floyada,TX
dbf,Texas Tech,big-12,big-12,0,"Morris, Sammy",1996,San Antonio,
dbf,Texas A&M,sec,big-12,0,"Lechler, Shane",1996,Sealy,
dbf,Tennessee,sec,sec,0,"Clifton, Chad",1996,Martin,
dbf,Tennessee,sec,sec,0,"Ellis, Shaun",1996,Anderson,
dbf,Syracuse,acc,big-east,0,"Bulluck, Keith",1996,Suffern,
dbf,South Carolina,sec,sec,0,"Abraham, John",1996,Timmonsville,
dbf,South Carolina,sec,sec,0,"Hambrick, Troy",1996,Pasco,FL
dbf,Rutgers,big-ten,big-east,0,"O'hara, Shaun",1996,Chicago,
dbf,Oregon,pac-12,pac-12,0,"Bidwell, Josh",1996,Roseburg,
dbf,Ohio State,big-ten,big-ten,0,"Diggs, Na'il",1996,Phoenix,
dbf,Ohio State,big-ten,big-ten,0,"Houser, Kevin",1996,Westlake,
dbf,North Texas,cusa,big-west,0,"Waters, Brian",1996,Waxahachie,
dbf,North Carolina State,acc,acc,0,"Harrison, Lloyd",1996,Kingston,
dbf,New Mexico,mwc,mwc,0,"Urlacher, Brian",1996,Pasco,
dbf,Minnesota,big-ten,big-ten,0,"Carter, Tyrone",1996,Pompano Beach,
dbf,Minnesota,big-ten,big-ten,0,"Wyrick, Jimmy",1996,DeSoto,TX
dbf,Michigan State,big-ten,big-ten,0,"Peterson, Julian",1996,Washington,
dbf,Michigan State,big-ten,big-ten,0,"Smith, Robaire",1996,Flint,
dbf,Michigan,big-ten,big-ten,0,"Brady, Tom",1996,San Mateo,
dbf,Michigan,big-ten,big-ten,0,"Hall, James",1996,New Orleans,
dbf,Marshall,cusa,mac,0,"Pennington, Chad",1996,Knoxville,
dbf,Louisville,acc,cusa,0,"Page, Craig",1996,Virginia Beach,FL
dbf,Louisville,acc,cusa,0,"Redman, Chris",1996,Louisville,
dbf,Louisiana State,sec,sec,0,"McClure, Todd",1996,Baton Rouge,
dbf,Kansas State,big-12,big-12,0,"Mcintosh, Damion",1996,Kingston,
dbf,Kansas State,big-12,big-12,0,"Simoneau, Mark",1996,Phillipsburg,
dbf,Illinois,big-ten,big-ten,0,"Clark, Danny",1996,Blue Island,
dbf,Illinois,big-ten,big-ten,0,"Rackers, Neil",1996,Florissant,
dbf,Idaho,sun-belt,big-west,0,"Tosi, Mao",1996,Manu'a,
dbf,Georgia Tech,acc,acc,0,"Page, Craig",1996,Virginia Beach,FL
dbf,Georgia,sec,sec,0,"Pass, Patrick",1996,Scottsdale,GA
dbf,Florida State,acc,acc,0,"Janikowski, Sebastian",1996,Walbrzych,
dbf,Florida,sec,sec,0,"Carlisle, Cooper",1996,Greenville,
dbf,Florida,sec,sec,0,"Taylor, Travis",1996,Fernadina Beach,FL
dbf,East Carolina,american,cusa,0,"Ledford, Dwayne",1996,Morgantown,NC
dbf,Colorado State,mwc,mwc,0,"Haggans, Clark",1996,Torrance,
dbf,Colorado,pac-12,big-12,0,"Jones, Fred",1996,Subic Bay,
dbf,Boston College,acc,big-east,0,"Dragos, Scott",1996,OId Rochester,MA
dbf,Baylor,big-12,big-12,0,"Snow, Justin",1996,Fort Worth,
dbf,Arizona State,pac-12,pac-12,0,"Jennings, Brian",1996,Mesa,
dbf,Alabama,sec,sec,0,"Grimes, Reggie",1996,Nashville,TN
dbf,Wisconsin,big-ten,big-ten,55079,"Schneck, Mike",1995,Whitefish Bay,WI
dbf,Wisconsin,big-ten,big-ten,55031,"Burke, Thomas",1995,Poplar,WI
dbf,Marshall,cusa,mac,51700,"Wilson, Jamie",1995,Newport News,VA
dbf,North Carolina,acc,acc,51650,"Davis, Russell",1995,Hampton,VA
dbf,North Carolina,acc,acc,51550,"Bly, Dre'",1995,Chesapeake,VA
dbf,Kansas State,big-12,big-12,51107,"Mcdonald, Darnell",1995,Fairfax,VA
dbf,Houston,american,cusa,48491,"Fricke, Ben",1995,Austin,TX
dbf,Texas A&M,sec,big-12,48469,"Lucas, Justin",1995,Victoria,TX
dbf,Stanford,pac-12,pac-12,48439,"Dunn, Damon",1995,Fort Worth,TX
dbf,Texas A&M,sec,big-12,48425,"Campbell, Dan",1995,Glen Rose,TX
dbf,Cincinnati,american,cusa,48395,"Monroe, Rod",1995,Hearne,TX
dbf,Texas A&M,sec,big-12,48329,"Tucker, Rex",1995,Midland,TX
dbf,Texas A&M,sec,big-12,48313,"Spikes, Cameron",1995,Madisonville,TX
dbf,Texas Christian,big-12,wac,48309,"Tucker, Jason",1995,Waco,TX
dbf,Tulsa,american,wac,48257,"Dearth, James",1995,Scurry,TX
dbf,Southern Methodist,american,wac,48245,"Mitchell, Donald",1995,Beaumont,TX
dbf,Texas A&M,sec,big-12,48201,"Holdman, Warrick",1995,Alief,TX
dbf,Texas,big-12,big-12,48201,"Thomas, Tre",1995,Houston,TX
dbf,Ohio State,big-ten,big-ten,48201,"Boston, David",1995,Humble,TX
dbf,Arizona,pac-12,pac-12,48201,"Scott, Yusuf",1995,La Porte,TX
dbf,Texas Christian,big-12,wac,48183,"Hyder, Gaylon",1995,Longview,TX
dbf,Baylor,big-12,big-12,48167,"Artmore, Rodney",1995,Galveston,TX
dbf,Kansas State,big-12,big-12,48149,"Kelly, Jeff",1995,La Grange,TX
dbf,Texas A&M,sec,big-12,48121,"Coady, Rich",1995,Dallas,TX
dbf,Southern Methodist,american,wac,48121,"Rhinehart, Coby",1995,Dallas,TX
dbf,Rutgers,big-ten,big-east,48121,"Stephens, Reggie",1995,Dallas,TX
dbf,Texas,big-12,big-12,48091,"Mcgarity, Wane",1995,San Antonio,TX
dbf,Houston,american,cusa,48037,"Brown, Wilbert",1995,Texarkana,TX
dbf,Texas A&M,sec,big-12,48007,"Nguyen, Dat",1995,Fulton,TX
dbf,Tennessee,sec,sec,47113,"Teague, Trey",1995,Jackson,TN
dbf,Tennessee,sec,sec,47113,"Wilson, Al",1995,Jackson,TN
dbf,Clemson,acc,acc,47037,"Childress, O.J.",1995,Hermitage,TN
dbf,Clemson,acc,acc,45091,"Hall, Lamont",1995,Clover,SC
dbf,Florida State,acc,acc,45055,"Cooper, Andre",1995,Camden,SC
dbf,South Carolina,sec,sec,45035,"Davis, Zola",1995,Charleston,SC
dbf,North Carolina State,acc,acc,45035,"Rafferty, Ian",1995,Summerville,SC
dbf,Furman,none,none,45035,"Ruff, Orlando",1995,Charleston,SC
dbf,Boston College,acc,big-east,45035,"Cloud, Mike",1995,Charleston,SC
dbf,Northwestern,big-ten,big-ten,45003,"Bates, D'wayne",1995,Aiken,SC
dbf,West Virginia,big-12,big-east,42101,"Thornton, John",1995,Philadelphia,PA
dbf,Maryland,big-ten,acc,42049,"Crosby, Cliff",1995,Erie,PA
dbf,West Virginia,big-12,big-east,42007,"Fisher, Charles",1995,Aliquippa,PA
dbf,West Virginia,big-12,big-east,42003,"Page, Solomon",1995,Pittsburgh,PA
dbf,Syracuse,acc,big-east,42003,"Brown, Ernie",1995,Pittsburgh,PA
dbf,Notre Dame,acc,independent,42003,"Rosenthal, Mike",1995,Pittsburgh,PA
dbf,Kent State,mac,mac,42003,"Baker, Eugene",1995,Monroeville,PA
dbf,UCLA,pac-12,pac-12,41067,"Mcnown, Cade",1995,Portland,OR
dbf,Oregon,pac-12,pac-12,41017,"Weaver, Jed",1995,Bend,OR
dbf,Oklahoma,big-12,big-12,40143,"Parker, De'mond",1995,Tulsa,OK
dbf,Oklahoma,big-12,big-12,40031,"Chase, Martin",1995,Lawton,OK
dbf,Miami (OH),mac,mac,39173,"Armour, Jo",1995,Toledo,OH
dbf,Cincinnati,american,cusa,39151,"Jackson, Brad",1995,Canton,OH
dbf,Ohio State,big-ten,big-ten,39147,"Moore, Damon",1995,Fostoria,OH
dbf,Tennessee,sec,sec,39113,"McCullough, Andy",1995,Dayton,OH
dbf,Tennessee,sec,sec,39113,"Price, Peerless",1995,Dayton,OH
dbf,Minnesota,big-ten,big-ten,39061,"Heath, Rodney",1995,Cincinnati,OH
dbf,Florida,sec,sec,39061,"George, Tony",1995,Cincinnati,OH
dbf,Ohio State,big-ten,big-ten,39049,"Katzenmoyer, Andy",1995,Westerville,OH
dbf,Michigan,big-ten,big-ten,39049,"Ray, Marcus",1995,Columbus,OH
dbf,Notre Dame,acc,independent,39035,"Mclaughlin, John",1995,Cleveland,OH
dbf,Kent State,mac,mac,39035,"Zahursky, Steve",1995,Euclid,OH
dbf,California,pac-12,pac-12,39035,"Mclaughlin, John",1995,Cleveland,OH
dbf,Tennessee,sec,sec,37185,"Terry, Corey",1995,Warrenton,NC
dbf,North Carolina,acc,acc,37157,"Brown, Na",1995,Reidsville,NC
dbf,Virginia,acc,acc,37153,"Rainer, Wali",1995,Rockingham,NC
dbf,East Carolina,american,cusa,37147,"Smith, Troy",1995,Greenville,NC
dbf,Michigan,big-ten,big-ten,37119,"Huff, Ben",1995,Charlotte,NC
dbf,North Carolina State,acc,acc,37107,"Thomas, Mark",1995,Kinston,NC
dbf,North Carolina State,acc,acc,37081,"Holt, Torry",1995,Greensboro,NC
dbf,Virginia,acc,acc,37051,"Dingle, Antonio",1995,Fayetteville,NC
dbf,Arkansas,sec,sec,37051,"Hill, Madre",1995,Fort Bragg,NC
dbf,Arizona,pac-12,pac-12,37049,"Mcdaniel, Jeremy",1995,New Bern,NC
dbf,San Diego State,mwc,mwc,36061,"Watson, Justin",1995,Bronx,NY
dbf,Massachusetts,mac,none,36061,"Samuel, Khari",1995,New York,NY
dbf,Central Florida,american,independent,36061,"Miranda, Paul",1995,Brooklyn,NY
dbf,Virginia Tech,acc,big-east,36059,"Di napoli, Gennaro",1995,Manhasset,NY
dbf,Syracuse,acc,big-east,36055,"Konrad, Rob",1995,Rochester,NY
dbf,North Carolina,acc,acc,34039,"Pringley, Mike",1995,Linden,NJ
dbf,Maryland,big-ten,acc,34039,"Ogle, Kendell",1995,Hillside,NJ
dbf,North Carolina State,acc,acc,34031,"Perry, Jason",1995,Passaic,NJ
dbf,Georgia Tech,acc,acc,34025,"Rogers, Charlie",1995,Cliffwood,NJ
dbf,West Virginia,big-12,big-east,34021,"Stills, Gary",1995,Trenton,NJ
dbf,Virginia,acc,acc,34021,"Kerney, Patrick",1995,Trenton,NJ
dbf,Syracuse,acc,big-east,34021,"Johnson, Kevin",1995,Trenton,NJ
dbf,Temple,american,big-east,34013,"Chanoine, Roger",1995,Newark,NJ
dbf,West Virginia,big-12,big-east,34005,"Landolt, Kevin",1995,Mount Holly,NJ
dbf,Tennessee,sec,sec,34005,"Duff, Bill",1995,Delran,NJ
dbf,Nebraska,big-ten,big-12,31127,"Kelsay, Chad",1995,Auburn,NE
dbf,Notre Dame,acc,independent,31109,"Farmer, Robert",1995,Lincoln,NE
dbf,Nebraska,big-ten,big-12,31023,"Makovicka, Joel",1995,Brainard,NE
dbf,Northern Illinois,mac,mac,29510,"Hawthorne, Duane",1995,St. Louis,MO
dbf,Memphis,american,cusa,29510,"Cody, Mac",1995,St. Louis,MO
dbf,Kansas State,big-12,big-12,29510,"Young, Ryan",1995,St. Louis,MO
dbf,Nebraska,big-ten,big-12,29021,"Rucker, Mike",1995,St. Joseph,MO
dbf,East Carolina,american,cusa,28149,"Coleman, Rod",1995,Vicksburg,MS
dbf,Mississippi State,sec,sec,28121,"Myles, Toby",1995,Jackson,MS
dbf,Louisiana State,sec,sec,28121,"Wesley, Joe",1995,Jackson,MS
dbf,Oklahoma,big-12,big-12,28113,"Williams, Sammy",1995,Magnolia,MS
dbf,Clemson,acc,acc,28105,"Edwards, Antuan",1995,Starkville,MS
dbf,Mississippi,sec,sec,28073,"Lindsey, Steve",1995,Hattiesburg,MS
dbf,Auburn,sec,sec,28049,"Holmes, Jaret",1995,Clinton,MS
dbf,Southern Mississippi,cusa,cusa,28023,"Terrell, Daryl",1995,Vossburg,MS
dbf,Mississippi State,sec,sec,28007,"Mckinley, Dennis",1995,Kosciusko,MS
dbf,Notre Dame,acc,independent,27109,"Wisne, Jerry",1995,Rochester,MN
dbf,Wisconsin,big-ten,big-ten,27053,"Suttle, Jason",1995,Minneapolis,MN
dbf,Nebraska,big-ten,big-12,27053,"Foreman, Jay",1995,Eden Prairie,MN
dbf,Michigan,big-ten,big-ten,26163,"Williams, Clarence",1995,Detroit,MI
dbf,Boston College,acc,big-east,26163,"Brzezinski, Doug",1995,Livonia,MI
dbf,Michigan,big-ten,big-ten,26145,"Sword, Sam",1995,Saginaw,MI
dbf,Michigan,big-ten,big-ten,26125,"Campbell, Mark",1995,Clawson,MI
dbf,Michigan,big-ten,big-ten,26125,"Jansen, Jon",1995,Clawson,MI
dbf,Miami,#N/A,#N/A,26125,"Luchey, Nick",1995,Farmington Hills,MI
dbf,Eastern Michigan,mac,mac,26125,"Shelton, L.j.",1995,Rochester Hills,MI
dbf,Clemson,acc,acc,26125,"Bundren, Jim",1995,Pontiac,MI
dbf,Purdue,big-ten,big-ten,26081,"Okeafor, Chike",1995,Grand Rapids,MI
dbf,Michigan,big-ten,big-ten,26049,"Weathers, Andre",1995,Flint,MI
dbf,Brown,none,none,25023,"Morey, Sean",1995,Marshfield,MA
dbf,Virginia Tech,acc,big-east,24510,"Carpenter, Keion",1995,Baltimore,MD
dbf,Arizona,pac-12,pac-12,24033,"Shields, Paul",1995,Camp Springs,MD
dbf,Tulane,american,cusa,22105,"Franklin, P.j.",1995,Independence,LA
dbf,Purdue,big-ten,big-ten,22071,"Watson, Edwin",1995,New Orleans,LA
dbf,Nebraska,big-ten,big-12,22071,"Wiltz, Jason",1995,New Orleans,LA
dbf,Louisiana-Monroe,sun-belt,independent,22071,"Barnes, Lionel",1995,New Orleans,LA
dbf,Louisiana State,sec,sec,22071,"Miller, Arnold",1995,New Orleans,LA
dbf,Nevada-Las Vegas,mwc,mwc,22067,"Sawyer, Talance",1995,Bastrop,LA
dbf,Arkansas,sec,sec,22061,"Wright, Kenny",1995,Ruston,LA
dbf,Oklahoma,big-12,big-12,22051,"Fazande, Jermaine",1995,Marrero,LA
dbf,Louisiana-Monroe,sun-belt,independent,22051,"Booker, Marty",1995,Marrero,LA
dbf,Louisiana State,sec,sec,22041,"Mcfarland, Anthony",1995,Winnsboro,LA
dbf,Louisiana State,sec,sec,22033,"Wiley, Chuck",1995,Baton Rouge,LA
dbf,Louisiana Tech,cusa,independent,22017,"Edwards, Troy",1995,Shreveport,LA
dbf,Arkansas,sec,sec,22017,"Anderson, Ken",1995,Shreveport,LA
dbf,Kentucky,sec,sec,21131,"Couch, Tim",1995,Hyden,KY
dbf,Louisiana State,sec,sec,21093,"Collins, Cecil",1995,Fort Knox,KY
dbf,Kentucky,sec,sec,21021,"Yeast, Craig",1995,Danville,KY
dbf,Kansas State,big-12,big-12,20209,"Swift, Justin",1995,Kansas City,KS
dbf,Kansas,big-12,big-12,20209,"Dercher, Dan",1995,Kansas City,KS
dbf,Michigan,big-ten,big-ten,20175,"Tuman, Jerame",1995,Liberal,KS
dbf,Richmond,none,none,19153,"Snider, Matt",1995,Des Moines,IA
dbf,Iowa,big-ten,big-ten,19023,"DeVries, Jared",1995,Aplington,IA
dbf,Northwestern,big-ten,big-ten,18163,"Bennett, Sean",1995,Evansville,IN
dbf,Illinois,big-ten,big-ten,18163,"Bennett, Sean",1995,Evansville,IN
dbf,Illinois,big-ten,big-ten,18141,"Cushing, Matt",1995,South Bend,IN
dbf,Purdue,big-ten,big-ten,18097,"Colvin, Rosevelt",1995,Indianapolis,IN
dbf,Illinois,big-ten,big-ten,18089,"Schau, Ryan",1995,Hammond,IN
dbf,Houston,american,cusa,18089,"Simpson, Antoine",1995,Gary,IN
dbf,Illinois,big-ten,big-ten,17187,"Machado, J.p.",1995,Monmouth,IL
dbf,Missouri,sec,big-12,17163,"Heimburger, Craig",1995,Belleville,IL
dbf,Wisconsin,big-ten,big-ten,17031,"Martin, Cecil",1995,Chicago,IL
dbf,Ohio State,big-ten,big-ten,17031,"Montgomery, Joe",1995,Robbins,IL
dbf,Northwestern,big-ten,big-ten,17031,"Gardner, Barry",1995,Harvey,IL
dbf,Mississippi State,sec,sec,17031,"Harris, Johnnie",1995,Chicago,IL
dbf,Michigan,big-ten,big-ten,17031,"Streets, Tai",1995,Matteson,IL
dbf,California,pac-12,pac-12,17031,"Barnes, Pat",1995,Arlington Heights,IL
dbf,San Jose State,mwc,wac,13215,"West, Lyle",1995,Columbus,GA
dbf,Mississippi State,sec,sec,13121,"Thomas, Randy",1995,East Point,GA
dbf,Georgia,sec,sec,13121,"Brown, Larry",1995,Atlanta,GA
dbf,Alabama,sec,sec,13121,"Pope, Daniel",1995,Alpharetta,GA
dbf,Georgia Southern,sun-belt,none,13103,"Ulmer, Artie",1995,Rincon,GA
dbf,Georgia,sec,sec,13095,"Leroy, Emarlos",1995,Albany,GA
dbf,Alabama,sec,sec,13095,"Bryant, Fernando",1995,Albany,GA
dbf,Georgia,sec,sec,13093,"Cochran, Antonio",1995,Montezuma,GA
dbf,Auburn,sec,sec,13077,"Bailey, Karsten",1995,Newnan,GA
dbf,Florida State,acc,acc,13039,"Smith, Larry",1995,Kingsland,GA
dbf,Georgia,sec,sec,12109,"Terry, Chris",1995,Jacksonville,FL
dbf,Clemson,acc,acc,12109,"Abdullah, Rahim",1995,Jacksonville,FL
dbf,Citadel,none,none,12109,"Harris, Corey",1995,Jacksonville,FL
dbf,Tulane,american,cusa,12103,"King, Shaun",1995,St. Petersburg,FL
dbf,Georgia Tech,acc,acc,12103,"Piller, Zach",1995,St. Petersburg,FL
dbf,Florida,sec,sec,12103,"Piller, Zach",1995,St. Petersburg,FL
dbf,Michigan State,big-ten,big-ten,12099,"Newkirk, Robert",1995,Belle Glade,FL
dbf,Florida,sec,sec,12099,"Rutledge, Johnny",1995,Belle Glade,FL
dbf,Cincinnati,american,cusa,12099,"Plummer, Chad",1995,Delray Beach,FL
dbf,Temple,american,big-east,12095,"Mack, Stacey",1995,Orlando,FL
dbf,Miami,#N/A,#N/A,12095,"Blaise, Kerlin",1995,Orlando,FL
dbf,Florida State,acc,acc,12087,"Bryant, Tony",1995,Marathon,FL
dbf,West Virginia,big-12,big-east,12086,"Barber, Kantroy",1995,Miami,FL
dbf,Utah State,mwc,big-west,12086,"Carty, Johndale",1995,Miami,FL
dbf,Pittsburgh,acc,big-east,12086,"Clarke, Phil",1995,Miami,FL
dbf,Pittsburgh,acc,big-east,12086,"Gonzalez, Pete",1995,Miami,FL
dbf,Michigan State,big-ten,big-ten,12086,"Irvin, Sedrick",1995,Miami,FL
dbf,Memphis,american,cusa,12086,"Mckenzie, Mike",1995,Miami,FL
dbf,Florida State,acc,acc,12086,"Green, Lamont",1995,Miami,FL
dbf,Colorado,pac-12,big-12,12086,"Barber, Kantroy",1995,Miami,FL
dbf,Central Florida,american,independent,12083,"Culpepper, Daunte",1995,Ocala,FL
dbf,Purdue,big-ten,big-ten,12081,"Reeves, John",1995,Bradenton,FL
dbf,Florida,sec,sec,12071,"Kearse, Jevon",1995,Fort Myers,FL
dbf,North Carolina,acc,acc,12057,"Newman, Keith",1995,Tampa,FL
dbf,Florida State,acc,acc,12039,"Jackson, Dexter",1995,Quincy,FL
dbf,Miami,#N/A,#N/A,12021,"James, Edgerrin",1995,Immokalee,FL
dbf,Notre Dame,acc,independent,12011,"Denson, Autry",1995,Lauderhill,FL
dbf,Georgia Tech,acc,acc,12011,"Bostic, Jason",1995,Fort Lauderdale,FL
dbf,Miami,#N/A,#N/A,12001,"Green, Yatil",1995,Gainesville,FL
dbf,Florida,sec,sec,12001,"Jackson, Terry",1995,Gainesville,FL
dbf,Florida,sec,sec,12001,"Mcgriff, Travis",1995,Gainesville,FL
dbf,East Carolina,american,cusa,12001,"Shannon, Larry",1995,Gainesville,FL
dbf,Virginia,acc,acc,11001,"Wilkins, Terrence",1995,Washington,DC
dbf,Troy,sun-belt,none,11001,"Spriggs, Marcus",1995,Washington,DC
dbf,Ohio State,big-ten,big-ten,11001,"Spriggs, Marcus",1995,Washington,DC
dbf,Notre Dame,acc,independent,11001,"Johnson, Malcolm",1995,Washington,DC
dbf,Marshall,cusa,mac,11001,"Gary, Olandis",1995,Washington,DC
dbf,Georgia,sec,sec,11001,"Gary, Olandis",1995,Washington,DC
dbf,Notre Dame,acc,independent,10005,"Petitgout, Luke",1995,Milford,DE
dbf,North Carolina,acc,acc,9009,"Hobgood-chittick, Nate",1995,New Haven,CT
dbf,Ohio State,big-ten,big-ten,8059,"Germaine, Joe",1995,Denver,CO
dbf,Colorado State,mwc,mwc,8059,"Craft, Jason",1995,Denver,CO
dbf,California,pac-12,pac-12,6097,"Lynch, Ben",1995,Santa Rosa,CA
dbf,Fresno State,mwc,wac,6095,"Brooks, Bobby",1995,Vallejo,CA
