Fort Scott Community College,http://www.databasefootball.com/players/bycollege.htm?sch=Fort+Scott+Community+College
Fort Valley State University,http://www.databasefootball.com/players/bycollege.htm?sch=Fort+Valley+State+University
Franklin & Marshall College,http://www.databasefootball.com/players/bycollege.htm?sch=Franklin+%26+Marshall+College
Franklin College,http://www.databasefootball.com/players/bycollege.htm?sch=Franklin+College
Franklin University,http://www.databasefootball.com/players/bycollege.htm?sch=Franklin+University
Fresno City College,http://www.databasefootball.com/players/bycollege.htm?sch=Fresno+City+College
Fresno State University,http://www.databasefootball.com/players/bycollege.htm?sch=Fresno+State+University
Frostburg State University,http://www.databasefootball.com/players/bycollege.htm?sch=Frostburg+State+University
Fullerton College,http://www.databasefootball.com/players/bycollege.htm?sch=Fullerton+College
Furman University,http://www.databasefootball.com/players/bycollege.htm?sch=Furman+University
Garden City Community College,http://www.databasefootball.com/players/bycollege.htm?sch=Garden+City+Community+College
Garden Grove CC*,http://www.databasefootball.com/players/bycollege.htm?sch=Garden+Grove+CC%2A
Gardner-Webb University,http://www.databasefootball.com/players/bycollege.htm?sch=Gardner%2DWebb+University
Gavilan College,http://www.databasefootball.com/players/bycollege.htm?sch=Gavilan+College
Geneva College,http://www.databasefootball.com/players/bycollege.htm?sch=Geneva+College
George Fox University,http://www.databasefootball.com/players/bycollege.htm?sch=George+Fox+University
George Washington University,http://www.databasefootball.com/players/bycollege.htm?sch=George+Washington+University
Georgetown College,http://www.databasefootball.com/players/bycollege.htm?sch=Georgetown+College
Georgetown University,http://www.databasefootball.com/players/bycollege.htm?sch=Georgetown+University
Georgia Institute of Technology,http://www.databasefootball.com/players/bycollege.htm?sch=Georgia+Institute+of+Technology
Georgia Military College,http://www.databasefootball.com/players/bycollege.htm?sch=Georgia+Military+College
Georgia Southern University,http://www.databasefootball.com/players/bycollege.htm?sch=Georgia+Southern+University
Gettysburg College,http://www.databasefootball.com/players/bycollege.htm?sch=Gettysburg+College
Glendale Community College,http://www.databasefootball.com/players/bycollege.htm?sch=Glendale+Community+College
Golden Valley Lutheran JC,http://www.databasefootball.com/players/bycollege.htm?sch=Golden+Valley+Lutheran+JC
Golden West College,http://www.databasefootball.com/players/bycollege.htm?sch=Golden+West+College
Gonzaga University,http://www.databasefootball.com/players/bycollege.htm?sch=Gonzaga+University
Gordon College,http://www.databasefootball.com/players/bycollege.htm?sch=Gordon+College
Graceland University,http://www.databasefootball.com/players/bycollege.htm?sch=Graceland+University
Grambling State University,http://www.databasefootball.com/players/bycollege.htm?sch=Grambling+State+University
Grand Rapids Community College,http://www.databasefootball.com/players/bycollege.htm?sch=Grand+Rapids+Community+College
Grand Valley State University,http://www.databasefootball.com/players/bycollege.htm?sch=Grand+Valley+State+University
Grays Harbor College,http://www.databasefootball.com/players/bycollege.htm?sch=Grays+Harbor+College
Grinnell College,http://www.databasefootball.com/players/bycollege.htm?sch=Grinnell+College
