name,sport,sport_name,gender,age,inch,pound
Fedor Klimov,fgs,Figure Skating,Male,23,71.259881,
Mitchell Islam,fgs,Figure Skating,Male,24,71.259881,
Andrey Drozdov,crl,Curling,Male,25,71.259881,
Yuri Larionov,fgs,Figure Skating,Male,27,71.259881,
Hao Zhang,fgs,Figure Skating,Male,29,71.259881,
Ondrej Hotarek,fgs,Figure Skating,Male,30,71.259881,
Haavard Klemetsen,ndc,Hordic Combined,Male,35,71.259881,
Lauri Kivari,fss,Freestyle Skiing,Male,17,71.259881,132.2772
Lukas Hlava,skj,Ski Jumping,Male,29,71.259881,136.68644
Siim-Tanel Sammelselg,skj,Ski Jumping,Male,20,71.259881,141.09568
Nicholas Alexander,skj,Ski Jumping,Male,25,71.259881,141.09568
Denis Kornilov,skj,Ski Jumping,Male,27,71.259881,143.3003
Peter Frenette,skj,Ski Jumping,Male,21,71.259881,145.50492
Ilmir Hazetdinov,skj,Ski Jumping,Male,22,71.259881,147.70954
Jorien Ter Mors,sht,Short-Track Skating,Female,24,71.259881,149.91416
Nicholas Fairall,skj,Ski Jumping,Male,24,71.259881,149.91416
Jorien Ter Mors,ssk,Speedskating,Female,24,71.259881,149.91416
Johan Olsson,ccy,Cross Country Skiing,Male,33,71.259881,149.91416
Krzysztof Plywaczyk,bai,Biathlon,Male,31,71.259881,154.3234
Jun-Ho Hwang,ccy,Cross Country Skiing,Male,20,71.259881,156.52802
Andrejs Rastorgujevs,bai,Biathlon,Male,25,71.259881,156.52802
Sebastian Eisenlauer,ccy,Cross Country Skiing,Male,23,71.259881,158.73264
Ryosuke Sakazume,sht,Short-Track Skating,Male,23,71.259881,158.73264
Billy Morgan,swb,Snowboarding,Male,24,71.259881,158.73264
Ondrej Moravec,bai,Biathlon,Male,29,71.259881,158.73264
Daan Breeuwsma,sht,Short-Track Skating,Male,26,71.259881,160.93726
Darko Damjanovski,ccy,Cross Country Skiing,Male,32,71.259881,160.93726
Lukas Bauer,ccy,Cross Country Skiing,Male,36,71.259881,160.93726
Luca Tribondeau,fss,Freestyle Skiing,Male,17,71.259881,163.14188
Jussi Penttala,fss,Freestyle Skiing,Male,20,71.259881,163.14188
Kalev Ermits,bai,Biathlon,Male,21,71.259881,163.14188
Max Hauke,ccy,Cross Country Skiing,Male,21,71.259881,163.14188
Sergey Naumik,bai,Biathlon,Male,28,71.259881,163.14188
Frank Rommel,skl,Skeleton,Male,29,71.259881,163.14188
Dietmar Noeckler,ccy,Cross Country Skiing,Male,25,71.259881,165.3465
Sandor Liu Shaolin,sht,Short-Track Skating,Male,18,71.259881,167.55112
Apostolos Angelis,ccy,Cross Country Skiing,Male,20,71.259881,167.55112
Anthony Lobello,sht,Short-Track Skating,Male,29,71.259881,167.55112
Curdin Perl,ccy,Cross Country Skiing,Male,29,71.259881,169.75574
Robert Lehmann,ssk,Speedskating,Male,30,71.259881,169.75574
Yohan Goncalves Goutt,alp,Alpine Skiing,Male,19,71.259881,171.96036
Santeri Paloniemi,alp,Alpine Skiing,Male,20,71.259881,171.96036
Daniel Mesotitsch,bai,Biathlon,Male,37,71.259881,171.96036
Ondrej Palat,hky,Hockey,Male,22,71.259881,174.16498
Erik Karlsson,hky,Hockey,Male,23,71.259881,174.16498
Christoph Sumann,bai,Biathlon,Male,38,71.259881,174.16498
Trevor Philp,alp,Alpine Skiing,Male,21,71.259881,176.3696
Aleksey Yesin,ssk,Speedskating,Male,26,71.259881,176.3696
Reinfried Herbst,alp,Alpine Skiing,Male,35,71.259881,176.3696
Herberts Vasiljevs,hky,Hockey,Male,37,71.259881,176.3696
Sebastian Brigovic,alp,Alpine Skiing,Male,21,71.259881,178.57422
Antonio Ristevski,alp,Alpine Skiing,Male,24,71.259881,178.57422
Thomas Zangerl,fss,Freestyle Skiing,Male,30,71.259881,178.57422
Andi Langenhan,lge,Luge,Male,29,71.259881,182.98346
Jan Laco,hky,Hockey,Male,32,71.259881,182.98346
Benjamin Raich,alp,Alpine Skiing,Male,35,71.259881,182.98346
Christian Mithassel,fss,Freestyle Skiing,Male,26,71.259881,185.18808
Kjetil Jansrud,alp,Alpine Skiing,Male,28,71.259881,185.18808
Patrick Kueng,alp,Alpine Skiing,Male,30,71.259881,185.18808
Matic Podlipnik,hky,Hockey,Male,21,71.259881,187.3927
Michael Janyk,alp,Alpine Skiing,Male,31,71.259881,187.3927
Martins Cipulis,hky,Hockey,Male,33,71.259881,187.3927
Roman Cervenka,hky,Hockey,Male,28,71.259881,189.59732
Jussi Jokinen,hky,Hockey,Male,30,71.259881,189.59732
Mathias Seger,hky,Hockey,Male,36,71.259881,189.59732
Mauro Caviezel,alp,Alpine Skiing,Male,25,71.259881,191.80194
Matthias Bieber,hky,Hockey,Male,27,71.259881,191.80194
Daniel Yule,alp,Alpine Skiing,Male,20,71.259881,194.00656
Armin Zoeggeler,lge,Luge,Male,40,71.259881,194.00656
Donghyeon Kim,lge,Luge,Male,22,71.259881,198.4158
Scott Kneller,fss,Freestyle Skiing,Male,24,71.259881,198.4158
Raphael Diaz,hky,Hockey,Male,28,71.259881,198.4158
Tomas Zaborsky,hky,Hockey,Male,26,71.259881,200.62042
Bogdan Otava,bbs,Bobseld,Male,27,71.259881,202.82504
Andreas Neagu,bbs,Bobseld,Male,28,71.259881,202.82504
Jouni Pellinen,fss,Freestyle Skiing,Male,30,71.259881,202.82504
Mark Streit,hky,Hockey,Male,36,71.259881,205.02966
Daniel Zalewski,bbs,Bobseld,Male,22,71.259881,220.462
Alex Baumann,bbs,Bobseld,Male,28,71.259881,220.462
Martin Putze,bbs,Bobseld,Male,29,71.259881,220.462
Stefan Withalm,bbs,Bobseld,Male,30,71.259881,220.462
Lamin Deen,bbs,Bobseld,Male,32,71.259881,220.462
Chris Spring,bbs,Bobseld,Male,29,71.259881,222.66662
Daniel-Andre Tande,skj,Ski Jumping,Male,20,71.653582,
Morgan Cipres,fgs,Figure Skating,Male,22,71.653582,
Severin Kiefer,fgs,Figure Skating,Male,23,71.653582,
Nicholas Buckland,fgs,Figure Skating,Male,24,71.653582,
Matteo Guarise,fgs,Figure Skating,Male,25,71.653582,
Viktor Pfeifer,fgs,Figure Skating,Male,26,71.653582,
Viktor Kjaell,crl,Curling,Male,28,71.653582,
Deividas Stagniunas,fgs,Figure Skating,Male,28,71.653582,
Mikkel Poulsen,crl,Curling,Male,29,71.653582,
Daniel Wende,fgs,Figure Skating,Male,29,71.653582,
Alexander Gazsi,fgs,Figure Skating,Male,29,71.653582,
Rui Liu,crl,Curling,Male,31,71.653582,
Laro Herrero,swb,Snowboarding,Male,24,71.653582,141.09568
Andreas Wellinger,skj,Ski Jumping,Male,18,71.653582,143.3003
Michael Hayboeck,skj,Ski Jumping,Male,22,71.653582,143.3003
Niyaz Nabeev,ndc,Hordic Combined,Male,24,71.653582,147.70954
Alex Beaulieu-Marchand,fss,Freestyle Skiing,Male,19,71.653582,154.3234
Jan Scherrer,swb,Snowboarding,Male,19,71.653582,154.3234
Taylor Fletcher,ndc,Hordic Combined,Male,23,71.653582,154.3234
Lukas Klapfer,ndc,Hordic Combined,Male,28,71.653582,154.3234
Christoph Bieler,ndc,Hordic Combined,Male,36,71.653582,154.3234
Yuxin Zhang,alp,Alpine Skiing,Male,24,71.653582,156.52802
Miroslav Kenanov,bai,Biathlon,Male,25,71.653582,156.52802
Miroslav Matiasko,bai,Biathlon,Male,31,71.653582,156.52802
Dominik Windisch,bai,Biathlon,Male,24,71.653582,158.73264
Vladimir Iliev,bai,Biathlon,Male,26,71.653582,158.73264
Dajing Wu,sht,Short-Track Skating,Male,19,71.653582,160.93726
Rejhan Smrkovic,ccy,Cross Country Skiing,Male,22,71.653582,163.14188
Ahti Toivanen,bai,Biathlon,Male,24,71.653582,163.14188
Danil Steptsenko,bai,Biathlon,Male,27,71.653582,163.14188
Toni Livers,ccy,Cross Country Skiing,Male,30,71.653582,163.14188
Ruslan Perekhoda,ccy,Cross Country Skiing,Male,26,71.653582,165.3465
Thomas Lambert,fss,Freestyle Skiing,Male,29,71.653582,165.3465
Iason Abramashvili,alp,Alpine Skiing,Male,25,71.653582,167.55112
Ales Razym,ccy,Cross Country Skiing,Male,27,71.653582,167.55112
Anders Soedergren,ccy,Cross Country Skiing,Male,36,71.653582,167.55112
Akira Lenting,ccy,Cross Country Skiing,Male,23,71.653582,169.75574
Alexej Baumgaertner,ssk,Speedskating,Male,25,71.653582,169.75574
Omar Visintin,swb,Snowboarding,Male,24,71.653582,171.96036
Alexander Bessmertnykh,ccy,Cross Country Skiing,Male,27,71.653582,171.96036
Maria Hoefl-Riesch,alp,Alpine Skiing,Female,29,71.653582,171.96036
Alex Puente Tasias,alp,Alpine Skiing,Male,19,71.653582,174.16498
Roland Lessing,bai,Biathlon,Male,35,71.653582,174.16498
Patryk Poreba,lge,Luge,Male,21,71.653582,176.3696
Fyodor Mezentsev,ssk,Speedskating,Male,24,71.653582,176.3696
Yevgeny Seryayev,ssk,Speedskating,Male,25,71.653582,176.3696
Evgeny Abramenko,bai,Biathlon,Male,26,71.653582,176.3696
Ander Mirambell,skl,Skeleton,Male,31,71.653582,176.3696
Janez Maric,bai,Biathlon,Male,38,71.653582,176.3696
Sandra Kiriasis,bbs,Bobseld,Female,39,71.653582,176.3696
Luke Steyn,alp,Alpine Skiing,Male,20,71.653582,178.57422
Franziska Fritz,bbs,Bobseld,Female,23,71.653582,178.57422
Marcus Kruger,hky,Hockey,Male,23,71.653582,178.57422
Muncef Ouardi,ssk,Speedskating,Male,27,71.653582,178.57422
Igor Bogolyubsky,ssk,Speedskating,Male,28,71.653582,178.57422
Stefan Groothuis,ssk,Speedskating,Male,32,71.653582,178.57422
Lucas Eguibar,swb,Snowboarding,Male,20,71.653582,180.77884
Elias Ambuehl,fss,Freestyle Skiing,Male,21,71.653582,180.77884
Thomas Fischer,fss,Freestyle Skiing,Male,28,71.653582,180.77884
Koen Verweij,ssk,Speedskating,Male,23,71.653582,182.98346
Roberts Rode,alp,Alpine Skiing,Male,26,71.653582,182.98346
Giuliano Razzoli,alp,Alpine Skiing,Male,29,71.653582,182.98346
Adrien Theaux,alp,Alpine Skiing,Male,29,71.653582,185.18808
Robert Kristan,hky,Hockey,Male,30,71.653582,187.3927
Vincent De Haitre,ssk,Speedskating,Male,19,71.653582,189.59732
David Wise,fss,Freestyle Skiing,Male,23,71.653582,189.59732
Kevin Romy,hky,Hockey,Male,29,71.653582,189.59732
Niklas Kronwall,hky,Hockey,Male,33,71.653582,189.59732
Philip Brown,alp,Alpine Skiing,Male,22,71.653582,191.80194
Paula Walker,bbs,Bobseld,Female,27,71.653582,191.80194
Sang-Kyum Kim,swb,Snowboarding,Male,25,71.653582,194.00656
Manuel Latusa,hky,Hockey,Male,30,71.653582,194.00656
Akira Sasaki,alp,Alpine Skiing,Male,32,71.653582,194.00656
Milan Bartovic,hky,Hockey,Male,32,71.653582,194.00656
Tuomo Ruutu,hky,Hockey,Male,31,71.653582,196.21118
Henrik Zetterberg,hky,Hockey,Male,33,71.653582,196.21118
Max Franz,alp,Alpine Skiing,Male,24,71.653582,198.4158
Aleksei Pushkarev,bbs,Bobseld,Male,27,71.653582,198.4158
Jarkko Immonen,hky,Hockey,Male,31,71.653582,198.4158
Ronalds Kenins,hky,Hockey,Male,22,71.653582,200.62042
Dow Travers,alp,Alpine Skiing,Male,26,71.653582,200.62042
Thomas Borge Lie,fss,Freestyle Skiing,Male,28,71.653582,200.62042
Johnny Oduya,hky,Hockey,Male,32,71.653582,200.62042
Teemu Selanne,hky,Hockey,Male,43,71.653582,200.62042
Daniel Alfredsson,hky,Hockey,Male,41,71.653582,202.82504
Craig Pickering,bbs,Bobseld,Male,27,71.653582,205.02966
Petri Kontiola,hky,Hockey,Male,29,71.653582,205.02966
Odirlei Pessoni,bbs,Bobseld,Male,31,71.653582,205.02966
Ivica Kostelic,alp,Alpine Skiing,Male,34,71.653582,205.02966
Filip Flisar,fss,Freestyle Skiing,Male,26,71.653582,213.84814
Benjamin Maier,bbs,Bobseld,Male,19,71.653582,216.05276
Dawid Kupczyk,bbs,Bobseld,Male,36,71.653582,216.05276
Lascelles Brown,bbs,Bobseld,Male,39,71.653582,220.462
Yunjong Won,bbs,Bobseld,Male,28,71.653582,235.89434
Winston Watts,bbs,Bobseld,Male,46,71.653582,235.89434
Troels Harry,crl,Curling,Male,23,72.047283,
Dmitri Dun,fgs,Figure Skating,Male,24,72.047283,
Dmitri Soloviev,fgs,Figure Skating,Male,24,72.047283,
Ryan Harnden,crl,Curling,Male,27,72.047283,
Sebastian Kraupp,crl,Curling,Male,28,72.047283,
Alper Ucar,fgs,Figure Skating,Male,29,72.047283,
John Shuster,crl,Curling,Male,31,72.047283,
Lars Vilandt,crl,Curling,Male,39,72.047283,
Jurij Tepes,skj,Ski Jumping,Male,25,72.047283,138.89106
Jaroslav Soukup,bai,Biathlon,Male,31,72.047283,145.50492
Matthew Rowley,skj,Ski Jumping,Male,20,72.047283,147.70954
Grzegorz Guzik,bai,Biathlon,Male,22,72.047283,149.91416
Lukasz Slonina,bai,Biathlon,Male,24,72.047283,149.91416
Kaarel Nurmsalu,skj,Ski Jumping,Male,22,72.047283,152.11878
Thomas Krief,fss,Freestyle Skiing,Male,20,72.047283,154.3234
Tommi Pulli,ssk,Speedskating,Male,21,72.047283,154.3234
Viktor Pasichnyk,ndc,Hordic Combined,Male,21,72.047283,158.73264
Daniel Taschler,bai,Biathlon,Male,26,72.047283,158.73264
Brendan Green,bai,Biathlon,Male,27,72.047283,158.73264
Shane Dobbin,ssk,Speedskating,Male,34,72.047283,158.73264
Nikita Avtaneev,swb,Snowboarding,Male,18,72.047283,160.93726
Eligius Tambornino,ccy,Cross Country Skiing,Male,27,72.047283,160.93726
Michal Jasiczek,alp,Alpine Skiing,Male,19,72.047283,163.14188
Patrick Beckert,ssk,Speedskating,Male,23,72.047283,163.14188
Daniel Oberkofler,hky,Hockey,Male,25,72.047283,163.14188
Tony Ramoin,swb,Snowboarding,Male,25,72.047283,163.14188
Dmytro Mytsak,alp,Alpine Skiing,Male,18,72.047283,165.3465
Nicholas Goepper,fss,Freestyle Skiing,Male,19,72.047283,165.3465
Roman Krech,ssk,Speedskating,Male,24,72.047283,165.3465
Marcus Hellner,ccy,Cross Country Skiing,Male,28,72.047283,165.3465
Yusuke Minato,ndc,Hordic Combined,Male,28,72.047283,165.3465
Derek Stepan,hky,Hockey,Male,23,72.047283,167.55112
Tim Tscharnke,ccy,Cross Country Skiing,Male,24,72.047283,167.55112
Jan Rossiter,ccy,Cross Country Skiing,Male,26,72.047283,167.55112
Anna Holmlund,fss,Freestyle Skiing,Female,26,72.047283,167.55112
Natalie Geisenberger,lge,Luge,Female,26,72.047283,167.55112
Matthew Mortensen,lge,Luge,Male,28,72.047283,167.55112
Lee Stecklein,hky,Hockey,Female,19,72.047283,169.75574
Klemen Bauer,bai,Biathlon,Male,28,72.047283,169.75574
Emery Lehman,ssk,Speedskating,Male,17,72.047283,171.96036
David Andersson,ssk,Speedskating,Male,19,72.047283,171.96036
Milan Szabo,ccy,Cross Country Skiing,Male,23,72.047283,171.96036
Kari Peters,ccy,Cross Country Skiing,Male,28,72.047283,171.96036
Edi Dadic,ccy,Cross Country Skiing,Male,20,72.047283,174.16498
Jacqueline Hernandez,swb,Snowboarding,Female,21,72.047283,174.16498
Jonathan Kuck,ssk,Speedskating,Male,23,72.047283,174.16498
Benjamin Mace,ssk,Speedskating,Male,24,72.047283,176.3696
Freek Van Der Wart,sht,Short-Track Skating,Male,26,72.047283,176.3696
David Krejci,hky,Hockey,Male,27,72.047283,176.3696
Thomas Ulsrud,crl,Curling,Male,42,72.047283,176.3696
Clemens Schattschneider,swb,Snowboarding,Male,22,72.047283,178.57422
Denny Morrison,ssk,Speedskating,Male,28,72.047283,178.57422
Brian Hansen,ssk,Speedskating,Male,23,72.047283,180.77884
Rene Swette,hky,Hockey,Male,25,72.047283,180.77884
Markus Larsson,alp,Alpine Skiing,Male,35,72.047283,180.77884
Gary Di Silvestri,ccy,Cross Country Skiing,Male,47,72.047283,180.77884
Massimiliano Valcareggi,alp,Alpine Skiing,Male,19,72.047283,182.98346
Brodie Summers,fss,Freestyle Skiing,Male,20,72.047283,182.98346
Daniel Sorvik,hky,Hockey,Male,23,72.047283,182.98346
Lars Haugen,hky,Hockey,Male,26,72.047283,182.98346
Reto Suri,hky,Hockey,Male,24,72.047283,185.18808
Krystof Kryzl,alp,Alpine Skiing,Male,27,72.047283,185.18808
Mike Riddle,fss,Freestyle Skiing,Male,27,72.047283,185.18808
Ales Hemsky,hky,Hockey,Male,30,72.047283,185.18808
Pavel Trikhichev,alp,Alpine Skiing,Male,21,72.047283,187.3927
Danut Moldovan,bbs,Bobseld,Male,22,72.047283,187.3927
William Dutton,ssk,Speedskating,Male,24,72.047283,187.3927
Gregory Carigiet,lge,Luge,Male,26,72.047283,187.3927
Andrej Hocevar,hky,Hockey,Male,29,72.047283,187.3927
Zbigniew Brodka,ssk,Speedskating,Male,29,72.047283,187.3927
Lasse Kukkonen,hky,Hockey,Male,32,72.047283,187.3927
Shiva Keshavan,lge,Luge,Male,32,72.047283,187.3927
Jared Goldberg,alp,Alpine Skiing,Male,22,72.047283,189.59732
Hossein Saveh Shemshaki,alp,Alpine Skiing,Male,28,72.047283,189.59732
Tomas Kraus,fss,Freestyle Skiing,Male,39,72.047283,189.59732
Ioan Valeriu Achiriloaie,alp,Alpine Skiing,Male,23,72.047283,191.80194
Koba Jass,hky,Hockey,Male,23,72.047283,191.80194
Martin St-Louis,hky,Hockey,Male,38,72.047283,191.80194
Victor Oehling Norberg,fss,Freestyle Skiing,Male,23,72.047283,194.00656
Denis Hollenstein,hky,Hockey,Male,24,72.047283,194.00656
Michael Forslund,fss,Freestyle Skiing,Male,27,72.047283,194.00656
Inars Kivlenieks,lge,Luge,Male,27,72.047283,194.00656
Nicolae Istrate,bbs,Bobseld,Male,31,72.047283,194.00656
Kyle Tress,skl,Skeleton,Male,32,72.047283,194.00656
Chris Kunitz,hky,Hockey,Male,34,72.047283,194.00656
Didier Defago,alp,Alpine Skiing,Male,36,72.047283,194.00656
Bostjan Golicic,hky,Hockey,Male,24,72.047283,196.21118
Ales Kranjc,hky,Hockey,Male,32,72.047283,196.21118
Martin Erat,hky,Hockey,Male,32,72.047283,196.21118
Tomas Starosta,hky,Hockey,Male,32,72.047283,196.21118
Shintaro Sato,bbs,Bobseld,Male,33,72.047283,196.21118
Robert Sabolic,hky,Hockey,Male,25,72.047283,198.4158
Sean Greenwood,skl,Skeleton,Male,26,72.047283,198.4158
Andrej Sekera,hky,Hockey,Male,27,72.047283,198.4158
Morris Trachsler,hky,Hockey,Male,29,72.047283,198.4158
Peter Budaj,hky,Hockey,Male,31,72.047283,198.4158
Jan Hudec,alp,Alpine Skiing,Male,32,72.047283,198.4158
Hisashi Miyazaki,bbs,Bobseld,Male,32,72.047283,198.4158
Patrice Servelle,bbs,Bobseld,Male,39,72.047283,198.4158
Marcus Johansson,hky,Hockey,Male,23,72.047283,200.62042
Marcus Johansson,hky,Hockey,Male,23,72.047283,200.62042
John Tavares,hky,Hockey,Male,23,72.047283,200.62042
Nick Baumgartner,swb,Snowboarding,Male,32,72.047283,200.62042
Radko Gudas,hky,Hockey,Male,23,72.047283,202.82504
Phil Kessel,hky,Hockey,Male,26,72.047283,202.82504
Janis Strenga,bbs,Bobseld,Male,28,72.047283,202.82504
Andrei Markov,hky,Hockey,Male,35,72.047283,202.82504
Guillermo Fayed,alp,Alpine Skiing,Male,28,72.047283,205.02966
Paul Stastny,hky,Hockey,Male,28,72.047283,205.02966
David Duncan,fss,Freestyle Skiing,Male,31,72.047283,205.02966
Andreas Haatveit,fss,Freestyle Skiing,Male,27,72.047283,207.23428
Manuel Osborne-Paradis,alp,Alpine Skiing,Male,30,72.047283,207.23428
Branko Radivojevic,hky,Hockey,Male,33,72.047283,207.23428
Kaspars Daugavins,hky,Hockey,Male,25,72.047283,209.4389
Daniel Pfister,lge,Luge,Male,27,72.047283,209.4389
Alexander Roediger,bbs,Bobseld,Male,28,72.047283,209.4389
Dustin Brown,hky,Hockey,Male,29,72.047283,209.4389
Gregor Bermbach,bbs,Bobseld,Male,33,72.047283,209.4389
Philipp Schoch,swb,Snowboarding,Male,34,72.047283,209.4389
Florent Ribet,bbs,Bobseld,Male,24,72.047283,211.64352
Cody Sorensen,bbs,Bobseld,Male,27,72.047283,211.64352
Christopher Fogt,bbs,Bobseld,Male,30,72.047283,211.64352
Simone Fontana,bbs,Bobseld,Male,22,72.047283,213.84814
Dominik Paris,alp,Alpine Skiing,Male,24,72.047283,213.84814
Arvis Vilkaste,bbs,Bobseld,Male,24,72.047283,213.84814
P.K. Subban,hky,Hockey,Male,24,72.047283,216.05276
Justin Kripps,bbs,Bobseld,Male,27,72.047283,220.462
Johnny Quinn,bbs,Bobseld,Male,30,72.047283,220.462
Neville Wright,bbs,Bobseld,Male,33,72.047283,220.462
Thomas Lamparter,bbs,Bobseld,Male,35,72.047283,220.462
Robin Dahlstrom,hky,Hockey,Male,26,72.047283,222.66662
Bryan Barnett,bbs,Bobseld,Male,27,72.047283,224.87124
Duncan Harvey,bbs,Bobseld,Male,32,72.047283,224.87124
Lyndon Rush,bbs,Bobseld,Male,33,72.047283,224.87124
John James Jackson,bbs,Bobseld,Male,36,72.047283,224.87124
James Mcnaughton,bbs,Bobseld,Male,26,72.047283,227.07586
Martin Tesovic,bbs,Bobseld,Male,39,72.047283,231.4851
Erik Fisher,alp,Alpine Skiing,Male,28,72.047283,235.89434
Beat Hefti,bbs,Bobseld,Male,36,72.047283,242.5082
John Jahr,crl,Curling,Male,48,72.440984,
Alexey Pchelintsev,skj,Ski Jumping,Male,22,72.440984,143.3003
Janne Ahonen,skj,Ski Jumping,Male,36,72.440984,145.50492
Nico Polychronidis,skj,Ski Jumping,Male,24,72.440984,149.91416
Mackenzie Boyd-Clowes,skj,Ski Jumping,Male,22,72.440984,152.11878
Thomas Morgenstern,skj,Ski Jumping,Male,27,72.440984,152.11878
Roberto Dellasega,skj,Ski Jumping,Male,23,72.440984,158.73264
Sergey Mikayelyan,ccy,Cross Country Skiing,Male,21,72.440984,160.93726
Andrey Sobolev,swb,Snowboarding,Male,24,72.440984,160.93726
Sergey Cherepanov,ccy,Cross Country Skiing,Male,28,72.440984,160.93726
Samuel Costa,ndc,Hordic Combined,Male,21,72.440984,163.14188
Gasper Berlot,ndc,Hordic Combined,Male,23,72.440984,163.14188
Jakov Fak,bai,Biathlon,Male,26,72.440984,163.14188
Nikita Kriukov,ccy,Cross Country Skiing,Male,28,72.440984,163.14188
Indrek Tobreluts,bai,Biathlon,Male,37,72.440984,163.14188
Alex Harvey,ccy,Cross Country Skiing,Male,25,72.440984,165.3465
Alexandre Mohbat,alp,Alpine Skiing,Male,18,72.440984,167.55112
Iouri Podladtchikov,swb,Snowboarding,Male,25,72.440984,167.55112
Martti Jylhae,ccy,Cross Country Skiing,Male,26,72.440984,167.55112
Dmitriy Babenko,ssk,Speedskating,Male,28,72.440984,167.55112
Alexander Tretiakov,skl,Skeleton,Male,28,72.440984,169.75574
Zan Kosir,swb,Snowboarding,Male,29,72.440984,169.75574
Lucas Makowsky,ssk,Speedskating,Male,26,72.440984,171.96036
Sergey Novikov,bai,Biathlon,Male,34,72.440984,171.96036
Calle Halfvarsson,ccy,Cross Country Skiing,Male,24,72.440984,174.16498
Timofei Slivets,fss,Freestyle Skiing,Male,29,72.440984,174.16498
Sergey Ustiugov,ccy,Cross Country Skiing,Male,21,72.440984,176.3696
Kristaps Zvejnieks,alp,Alpine Skiing,Male,22,72.440984,176.3696
Simon Persson,ccy,Cross Country Skiing,Male,22,72.440984,176.3696
Alex Beniaidze,alp,Alpine Skiing,Male,23,72.440984,176.3696
Jan Blokhuijsen,ssk,Speedskating,Male,24,72.440984,176.3696
Ervins Mustukovs,hky,Hockey,Male,29,72.440984,176.3696
Sergei Chudinov,skl,Skeleton,Male,30,72.440984,176.3696
Leandro Ribela,ccy,Cross Country Skiing,Male,33,72.440984,176.3696
Patrick Brachner,alp,Alpine Skiing,Male,22,72.440984,180.77884
Olli Hiidensalo,bai,Biathlon,Male,23,72.440984,180.77884
Michel Mulder,ssk,Speedskating,Male,27,72.440984,180.77884
Maurizio Oioli,skl,Skeleton,Male,32,72.440984,180.77884
Bong-Shik Shin,swb,Snowboarding,Male,21,72.440984,182.98346
Anssi Pentsinen,ccy,Cross Country Skiing,Male,27,72.440984,182.98346
Samuel Schwarz,ssk,Speedskating,Male,30,72.440984,182.98346
Sergei Maytakov,alp,Alpine Skiing,Male,24,72.440984,185.18808
Mira Jalosuo,hky,Hockey,Female,25,72.440984,185.18808
Luca Cunti,hky,Hockey,Male,24,72.440984,187.3927
Andreas Linger,lge,Luge,Male,32,72.440984,187.3927
Simon Schoch,swb,Snowboarding,Male,35,72.440984,187.3927
Mitchel Malyk,lge,Luge,Male,18,72.440984,189.59732
Jonathan Midol,fss,Freestyle Skiing,Male,26,72.440984,189.59732
Martin Roymark,hky,Hockey,Male,27,72.440984,189.59732
Kristaps Sotnieks,hky,Hockey,Male,27,72.440984,191.80194
Felix Neureuther,alp,Alpine Skiing,Male,29,72.440984,191.80194
Michael Goodfellow,crl,Curling,Male,25,72.440984,194.00656
Tobias Wendl,lge,Luge,Male,26,72.440984,194.00656
Bruno Banani,lge,Luge,Male,26,72.440984,196.21118
Dalibor Samsal,alp,Alpine Skiing,Male,28,72.440984,196.21118
Juhamatti Aaltonen,hky,Hockey,Male,28,72.440984,196.21118
Martins Rubenis,lge,Luge,Male,35,72.440984,198.4158
Otmar Striedinger,alp,Alpine Skiing,Male,22,72.440984,200.62042
Jakub Kovar,hky,Hockey,Male,25,72.440984,200.62042
Brad Spence,alp,Alpine Skiing,Male,29,72.440984,200.62042
Michel Miklik,hky,Hockey,Male,31,72.440984,200.62042
Julien Vauclair,hky,Hockey,Male,34,72.440984,202.82504
Hubertus Von Hohenlohe,alp,Alpine Skiing,Male,55,72.440984,202.82504
Alexander Steen,hky,Hockey,Male,29,72.440984,205.02966
Georg Streitberger,alp,Alpine Skiing,Male,32,72.440984,205.02966
Romed Baumann,alp,Alpine Skiing,Male,28,72.440984,207.23428
Maxim Mokrousov,bbs,Bobseld,Male,30,72.440984,207.23428
Vladimir Tarasenko,hky,Hockey,Male,22,72.440984,209.4389
Oliver Setzinger,hky,Hockey,Male,30,72.440984,209.4389
Thomas Florschuetz,bbs,Bobseld,Male,35,72.440984,209.4389
Nicklas Backstrom,hky,Hockey,Male,26,72.440984,213.84814
Georgijs Pujacs,hky,Hockey,Male,32,72.440984,216.05276
Junglin Jun,bbs,Bobseld,Male,25,72.440984,220.462
Donghyun Kim,bbs,Bobseld,Male,26,72.440984,220.462
Sik Kim,bbs,Bobseld,Male,28,72.440984,220.462
Alexander Kasjanov,bbs,Bobseld,Male,30,72.440984,224.87124
Simone Bertazzo,bbs,Bobseld,Male,31,72.440984,227.07586
Joergen Graabak,ndc,Hordic Combined,Male,22,72.834685,
Dexin Ba,crl,Curling,Male,23,72.834685,
Chris Reed,fgs,Figure Skating,Male,24,72.834685,
Lloyd Jones,fgs,Figure Skating,Male,25,72.834685,
David King,fgs,Figure Skating,Male,29,72.834685,
E.J. Harnden,crl,Curling,Male,30,72.834685,
Peter Rickmers,crl,Curling,Male,34,72.834685,
Gregor Deschwanden,skj,Ski Jumping,Male,22,72.834685,143.3003
Severin Freund,skj,Ski Jumping,Male,25,72.834685,147.70954
Evgeniy Klimov,ndc,Hordic Combined,Male,20,72.834685,154.3234
Evgeniy Klimov,skj,Ski Jumping,Male,20,72.834685,154.3234
