name,sport,sport_name,gender,age,inch,pound
Carmen Kueng,crl,Curling,Female,36,66.535469,
Tanja Karisik,bai,Biathlon,Female,22,66.535469,116.84486
Tanja Karisik,ccy,Cross Country Skiing,Female,22,66.535469,116.84486
Verena Rohrer,swb,Snowboarding,Female,17,66.535469,125.66334
Jarkko Maeaettae,skj,Ski Jumping,Male,19,66.535469,125.66334
Elena Nikitina,skl,Skeleton,Female,21,66.535469,125.66334
Yekaterina Malysheva,ssk,Speedskating,Female,27,66.535469,125.66334
Klara Moravcova,ccy,Cross Country Skiing,Female,30,66.535469,125.66334
Sergey Tarasov,swb,Snowboarding,Male,25,66.535469,127.86796
Susanne Moll,swb,Snowboarding,Female,26,66.535469,127.86796
Yelena Kolomina,ccy,Cross Country Skiing,Female,33,66.535469,127.86796
Desislava Stoyanova,bai,Biathlon,Female,21,66.535469,130.07258
Taihei Kato,ndc,Hordic Combined,Male,29,66.535469,130.07258
Bernadett Heidum,sht,Short-Track Skating,Female,25,66.535469,132.2772
Aimee Watson,ccy,Cross Country Skiing,Female,26,66.535469,132.2772
Ayaka Kikuchi,ssk,Speedskating,Female,26,66.535469,132.2772
Svetlana Tkachyova,hky,Hockey,Female,29,66.535469,132.2772
Margaretha Sigfridsson,crl,Curling,Female,38,66.535469,132.2772
Ivana Kovacevic,ccy,Cross Country Skiing,Female,19,66.535469,134.48182
Mischa Gasser,fss,Freestyle Skiing,Male,22,66.535469,134.48182
Kerstin Spielberger,hky,Hockey,Female,18,66.535469,136.68644
Evelina Raselli,hky,Hockey,Female,21,66.535469,136.68644
Merika Enne,swb,Snowboarding,Female,21,66.535469,136.68644
Francesca Lollobrigida,ssk,Speedskating,Female,23,66.535469,136.68644
Sara Seiler,hky,Hockey,Female,31,66.535469,136.68644
Barbara Kantorova,alp,Alpine Skiing,Female,21,66.535469,138.89106
Veronika Korsunova,fss,Freestyle Skiing,Female,21,66.535469,138.89106
Shuang Li,swb,Snowboarding,Female,21,66.535469,138.89106
Venla Hovi,hky,Hockey,Female,26,66.535469,138.89106
Raffaella Brutto,swb,Snowboarding,Female,26,66.535469,138.89106
Maelle Ricker,swb,Snowboarding,Female,35,66.535469,138.89106
Emily Bamford,alp,Alpine Skiing,Female,21,66.535469,141.09568
Travis Gerrits,fss,Freestyle Skiing,Male,22,66.535469,141.09568
Michaela Kirchgasser,alp,Alpine Skiing,Female,28,66.535469,141.09568
Olga Zaitseva,bai,Biathlon,Female,35,66.535469,141.09568
Erin Mielzynski,alp,Alpine Skiing,Female,23,66.535469,143.3003
Viktoria Rebensburg,alp,Alpine Skiing,Female,24,66.535469,143.3003
Johanna Olofsson,hky,Hockey,Female,22,66.535469,145.50492
Miriam Kastlunger,lge,Luge,Female,20,66.535469,147.70954
Alex Carpenter,hky,Hockey,Female,19,66.535469,149.91416
Roope Tonteri,swb,Snowboarding,Male,21,66.535469,149.91416
Katrin Mueller,fss,Freestyle Skiing,Female,24,66.535469,152.11878
Julia Marty,hky,Hockey,Female,25,66.535469,152.11878
Evgeniy Garanichev,bai,Biathlon,Male,26,66.535469,152.11878
Yuri Confortola,sht,Short-Track Skating,Male,27,66.535469,152.11878
Jessica Lindell-Vikarby,alp,Alpine Skiing,Female,30,66.535469,152.11878
Martin Bajcicak,ccy,Cross Country Skiing,Male,37,66.535469,152.11878
Alexandru Teodorescu,lge,Luge,Male,21,66.535469,154.3234
Sami Kennedy-Sim,fss,Freestyle Skiing,Female,25,66.535469,154.3234
Lisa Christine Schuster,hky,Hockey,Female,26,66.535469,154.3234
Sophie Anthamatten,hky,Hockey,Female,22,66.535469,158.73264
Marie-Philip Poulin,hky,Hockey,Female,22,66.535469,158.73264
Davide Viscardi,sht,Short-Track Skating,Male,23,66.535469,158.73264
Marte Hoeie Gjefsen,fss,Freestyle Skiing,Female,24,66.535469,158.73264
Angela Frautschi,hky,Hockey,Female,26,66.535469,160.93726
Anna Kilponen,hky,Hockey,Female,18,66.535469,163.14188
Sally Mayara Da Silva,bbs,Bobseld,Female,26,66.535469,167.55112
Hidenari Kanayama,lge,Luge,Male,23,66.535469,171.96036
Anja Schneiderheinze,bbs,Bobseld,Female,35,66.535469,174.16498
Brendan Kerry,fgs,Figure Skating,Male,19,66.92917,
Jason Brown,fgs,Figure Skating,Male,19,66.92917,
Siobhan Heekin-Canedy,fgs,Figure Skating,Female,22,66.92917,
Ekaterina Galkina,crl,Curling,Female,25,66.92917,
Peter Liebers,fgs,Figure Skating,Male,25,66.92917,
Maria Prytz,crl,Curling,Female,37,66.92917,
Craig Brown,crl,Curling,Male,38,66.92917,
Debbie Mccormick,crl,Curling,Female,40,66.92917,
Silvia Bertagna,fss,Freestyle Skiing,Female,27,66.92917,110.231
Monika Hojnisz,bai,Biathlon,Female,22,66.92917,112.43562
Terezia Poliakova,bai,Biathlon,Female,24,66.92917,116.84486
Natalia Soboleva,swb,Snowboarding,Female,18,66.92917,119.04948
Nina Micic,swb,Snowboarding,Female,23,66.92917,119.04948
Brita Sigourney,fss,Freestyle Skiing,Female,24,66.92917,119.04948
Stefanie Boehler,ccy,Cross Country Skiing,Female,32,66.92917,119.04948
Jaqueline Mourao,bai,Biathlon,Female,38,66.92917,119.04948
Jaqueline Mourao,ccy,Cross Country Skiing,Female,38,66.92917,119.04948
Kexin Fan,sht,Short-Track Skating,Female,20,66.92917,121.2541
Marika Pertakhiya,fss,Freestyle Skiing,Female,21,66.92917,123.45872
Marion Buillet,ccy,Cross Country Skiing,Female,23,66.92917,123.45872
Mariya Panfilova,bai,Biathlon,Female,26,66.92917,123.45872
Paulina Maciuszek,ccy,Cross Country Skiing,Female,28,66.92917,123.45872
Davina Williams,fss,Freestyle Skiing,Female,28,66.92917,123.45872
Annelies Cook,bai,Biathlon,Female,29,66.92917,123.45872
Fabian Boesch,fss,Freestyle Skiing,Male,16,66.92917,125.66334
Dara Howell,fss,Freestyle Skiing,Female,19,66.92917,125.66334
Safiya Vlasova,sht,Short-Track Skating,Female,22,66.92917,125.66334
Jitka Landova,bai,Biathlon,Female,23,66.92917,125.66334
Ilaria Debertolis,ccy,Cross Country Skiing,Female,24,66.92917,125.66334
Megan Heinicke,bai,Biathlon,Female,25,66.92917,125.66334
Nicole Fessel,ccy,Cross Country Skiing,Female,30,66.92917,125.66334
Panagiota Tsakiri,ccy,Cross Country Skiing,Female,23,66.92917,127.86796
Isabel Derungs,swb,Snowboarding,Female,26,66.92917,127.86796
Jessica Schultz,crl,Curling,Female,29,66.92917,127.86796
Heidi Kloser,fss,Freestyle Skiing,Female,21,66.92917,130.07258
Xue Kong,sht,Short-Track Skating,Female,22,66.92917,130.07258
Sophie Caldwell,ccy,Cross Country Skiing,Female,23,66.92917,130.07258
Marrit Leenstra,ssk,Speedskating,Female,24,66.92917,130.07258
Hannah Dreissigacker,bai,Biathlon,Female,27,66.92917,130.07258
Bettina Gruber,ccy,Cross Country Skiing,Female,29,66.92917,130.07258
Keri Herman,fss,Freestyle Skiing,Female,31,66.92917,130.07258
Ania Monica Caill,alp,Alpine Skiing,Female,18,66.92917,132.2772
Anna Willcox-Silfverberg,fss,Freestyle Skiing,Female,21,66.92917,132.2772
Chaoqing Song,bai,Biathlon,Female,22,66.92917,132.2772
Meeri Raisanen,hky,Hockey,Female,24,66.92917,132.2772
Anastasia Dotsenko,ccy,Cross Country Skiing,Female,27,66.92917,132.2772
Hannah Teter,swb,Snowboarding,Female,27,66.92917,132.2772
Zina Kocher,bai,Biathlon,Female,31,66.92917,132.2772
Irina Khazova,ccy,Cross Country Skiing,Female,29,66.92917,134.48182
Marion Kreiner,swb,Snowboarding,Female,32,66.92917,134.48182
Philomena Bair,fss,Freestyle Skiing,Female,17,66.92917,136.68644
Ladina Jenny,swb,Snowboarding,Female,20,66.92917,136.68644
Yekaterina Aydova,ssk,Speedskating,Female,22,66.92917,136.68644
Gabriela Soukalova,bai,Biathlon,Female,24,66.92917,136.68644
Lada Zadonskaya,ssk,Speedskating,Female,27,66.92917,136.68644
Olga Kuziukova,ccy,Cross Country Skiing,Female,28,66.92917,136.68644
Vesna Fabjan,ccy,Cross Country Skiing,Female,28,66.92917,136.68644
Hideaki Nagai,ndc,Hordic Combined,Male,30,66.92917,136.68644
Katarzyna Bachleda - Curus,ssk,Speedskating,Female,34,66.92917,136.68644
Patrick Rastner,lge,Luge,Male,20,66.92917,138.89106
Katrin Ofner,fss,Freestyle Skiing,Female,23,66.92917,138.89106
Jocelyne Larocque,hky,Hockey,Female,25,66.92917,138.89106
Lukas Runggaldier,ndc,Hordic Combined,Male,26,66.92917,138.89106
Yuzo Takamido,sht,Short-Track Skating,Male,26,66.92917,138.89106
Maria Pietilae-Holmner,alp,Alpine Skiing,Female,27,66.92917,138.89106
Szandra Lajtos,sht,Short-Track Skating,Female,27,66.92917,138.89106
Dias Keneshev,bai,Biathlon,Male,28,66.92917,138.89106
Nastassia Dubarezava,bai,Biathlon,Female,28,66.92917,138.89106
Susan Dunklee,bai,Biathlon,Female,28,66.92917,138.89106
Brittany Schussler,ssk,Speedskating,Female,28,66.92917,138.89106
Ariane Lavigne,swb,Snowboarding,Female,29,66.92917,138.89106
Mikaela Shiffrin,alp,Alpine Skiing,Female,18,66.92917,141.09568
Jasmine Campbell,alp,Alpine Skiing,Female,22,66.92917,141.09568
Lelde Gasuna,alp,Alpine Skiing,Female,23,66.92917,141.09568
Evgenia Shapovalova,ccy,Cross Country Skiing,Female,27,66.92917,141.09568
Jonathan Garcia,ssk,Speedskating,Male,27,66.92917,141.09568
Elena Yakovishina,alp,Alpine Skiing,Female,21,66.92917,143.3003
Nina Waidacher,hky,Hockey,Female,21,66.92917,143.3003
Wenhao Liang,sht,Short-Track Skating,Male,21,66.92917,143.3003
Kali Christ,ssk,Speedskating,Female,22,66.92917,143.3003
Guangpu Qi,fss,Freestyle Skiing,Male,23,66.92917,143.3003
Valentina Wallner,hky,Hockey,Female,23,66.92917,143.3003
Darya Usanova,bai,Biathlon,Female,24,66.92917,143.3003
Anemone Marmottan,alp,Alpine Skiing,Female,25,66.92917,143.3003
Kseniya Grigoreva,alp,Alpine Skiing,Female,26,66.92917,143.3003
Deborah Scanzio,fss,Freestyle Skiing,Female,27,66.92917,143.3003
Pavel Korpachev,fss,Freestyle Skiing,Male,28,66.92917,143.3003
Victor An,sht,Short-Track Skating,Male,28,66.92917,143.3003
Victor Lobo Escolar,bai,Biathlon,Male,34,66.92917,143.3003
Ashley Caldwell,fss,Freestyle Skiing,Female,20,66.92917,145.50492
Byambadorj Bold,ccy,Cross Country Skiing,Male,22,66.92917,145.50492
Karolina Grohova,ccy,Cross Country Skiing,Female,23,66.92917,145.50492
Bogdana Matsotska,alp,Alpine Skiing,Female,24,66.92917,145.50492
Brittany Bowe,ssk,Speedskating,Female,25,66.92917,145.50492
Nina Tikkinen,hky,Hockey,Female,27,66.92917,145.50492
Tucker Fredricks,ssk,Speedskating,Male,29,66.92917,145.50492
Britta Johansson Norgren,ccy,Cross Country Skiing,Female,30,66.92917,145.50492
Tanja Eisenschmid,hky,Hockey,Female,20,66.92917,147.70954
Kanes Sucharitakul,alp,Alpine Skiing,Male,22,66.92917,147.70954
Kaylin Irvine,ssk,Speedskating,Female,23,66.92917,147.70954
Barbara Wirth,alp,Alpine Skiing,Female,24,66.92917,147.70954
Christina Geiger,alp,Alpine Skiing,Female,24,66.92917,147.70954
Rebecca Johnston,hky,Hockey,Female,24,66.92917,147.70954
Veselin Tsinzov,ccy,Cross Country Skiing,Male,27,66.92917,147.70954
Tanja Poutiainen,alp,Alpine Skiing,Female,33,66.92917,147.70954
Baglan Inkarbek,fss,Freestyle Skiing,Male,19,66.92917,149.91416
Byron Wells,fss,Freestyle Skiing,Male,21,66.92917,149.91416
Alexandr Smyshlyaev,fss,Freestyle Skiing,Male,26,66.92917,149.91416
Giuseppe Michielli,ndc,Hordic Combined,Male,28,66.92917,149.91416
Thomas Fanara,alp,Alpine Skiing,Male,32,66.92917,149.91416
Dmitri Dashinski,fss,Freestyle Skiing,Male,36,66.92917,149.91416
Hidenori Isa,bai,Biathlon,Male,37,66.92917,149.91416
Denise Feierabend,alp,Alpine Skiing,Female,24,66.92917,152.11878
Jayson Terdiman,lge,Luge,Male,25,66.92917,152.11878
Nina Reithmayer,lge,Luge,Female,29,66.92917,152.11878
Martins Onskulis,alp,Alpine Skiing,Male,19,66.92917,154.3234
Jacqueline Wiles,alp,Alpine Skiing,Female,21,66.92917,154.3234
Maria Bedareva,alp,Alpine Skiing,Female,21,66.92917,154.3234
Sebastien Toutant,swb,Snowboarding,Male,21,66.92917,154.3234
Belle Brockhoff,swb,Snowboarding,Female,21,66.92917,154.3234
Jules Bonnaire,fss,Freestyle Skiing,Male,22,66.92917,154.3234
Viera Gburova,lge,Luge,Female,22,66.92917,154.3234
Anne-Sophie Barthet,alp,Alpine Skiing,Female,25,66.92917,154.3234
Erik Lesser,bai,Biathlon,Male,25,66.92917,154.3234
Erik Lesser,ccy,Cross Country Skiing,Male,25,66.92917,154.3234
Alexei Grishin,fss,Freestyle Skiing,Male,34,66.92917,154.3234
Sara Grahn,hky,Hockey,Female,25,66.92917,156.52802
Eliza Tiruma,lge,Luge,Female,23,66.92917,158.73264
Maria Orlova,skl,Skeleton,Female,25,66.92917,158.73264
Luca De Aliprandini,alp,Alpine Skiing,Male,23,66.92917,160.93726
Julia Zorn,hky,Hockey,Female,24,66.92917,160.93726
Erin Hamlin,lge,Luge,Female,27,66.92917,160.93726
Cathleen Martini,bbs,Bobseld,Female,31,66.92917,160.93726
Tobias Arwidson,bai,Biathlon,Male,25,66.92917,163.14188
Chemmy Alcott,alp,Alpine Skiing,Female,31,66.92917,163.14188
Hanna Emilie Marien,bbs,Bobseld,Female,31,66.92917,163.14188
Valery Kolegov,swb,Snowboarding,Male,18,66.92917,165.3465
Adam Lamhamedi,alp,Alpine Skiing,Male,18,66.92917,167.55112
Jennifer Ciochetti,bbs,Bobseld,Female,29,66.92917,167.55112
Kaillie Humphries,bbs,Bobseld,Female,28,66.92917,169.75574
Vladislav Novikov,alp,Alpine Skiing,Male,20,66.92917,171.96036
Haley Irwin,hky,Hockey,Female,25,66.92917,171.96036
Caroline Spahni,bbs,Bobseld,Female,31,66.92917,171.96036
Benjamin Thomsen,alp,Alpine Skiing,Male,26,66.92917,176.3696
Patrick Deneen,fss,Freestyle Skiing,Male,26,66.92917,176.3696
Elana Meyers,bbs,Bobseld,Female,29,66.92917,180.77884
Andrew Weibrecht,alp,Alpine Skiing,Male,28,66.92917,189.59732
Arnaud Bovolenta,fss,Freestyle Skiing,Male,25,66.92917,202.82504
Elizaveta Ukolova,fgs,Figure Skating,Female,15,67.322871,
Helga Maria Vilhjalmsdottir,alp,Alpine Skiing,Female,18,67.322871,
Yuzuru Hanyu,fgs,Figure Skating,Male,19,67.322871,
Zoltan Kelemen,fgs,Figure Skating,Male,27,67.322871,
Alexei Sitnikov,fgs,Figure Skating,Male,27,67.322871,
Niklas Edin,crl,Curling,Male,28,67.322871,
Katja Pozun,skj,Ski Jumping,Female,20,67.322871,114.64024
Martina Sablikova,ssk,Speedskating,Female,26,67.322871,116.84486
Roman Koudelka,skj,Ski Jumping,Male,24,67.322871,123.45872
Irina Avvakumova,skj,Ski Jumping,Female,22,67.322871,125.66334
Kaisa Makarainen,bai,Biathlon,Female,31,67.322871,125.66334
Kaisa Makarainen,ccy,Cross Country Skiing,Female,31,67.322871,125.66334
Teja Gregorin,bai,Biathlon,Female,33,67.322871,125.66334
Alena Sannikova,ccy,Cross Country Skiing,Female,33,67.322871,125.66334
Vincenzo Romano Michelotti,alp,Alpine Skiing,Male,17,67.322871,127.86796
Grete Gaim,bai,Biathlon,Female,20,67.322871,127.86796
Yoshito Watabe,ndc,Hordic Combined,Male,22,67.322871,127.86796
Mari Laukkanen,bai,Biathlon,Female,26,67.322871,127.86796
Mari Laukkanen,ccy,Cross Country Skiing,Female,26,67.322871,127.86796
Jernej Damjan,skj,Ski Jumping,Male,30,67.322871,127.86796
Katie Summerhayes,fss,Freestyle Skiing,Female,18,67.322871,132.2772
Martina Kocher,lge,Luge,Female,28,67.322871,132.2772
Katerina Smutna,ccy,Cross Country Skiing,Female,30,67.322871,132.2772
Inga Daushkane,ccy,Cross Country Skiing,Female,33,67.322871,132.2772
Katrin Zeller,ccy,Cross Country Skiing,Female,34,67.322871,132.2772
Vedrana Malec,ccy,Cross Country Skiing,Female,23,67.322871,134.48182
Shuai Qi,ssk,Speedskating,Female,26,67.322871,134.48182
Birgit Platzer,lge,Luge,Female,21,67.322871,136.68644
Brittany Phelan,alp,Alpine Skiing,Female,22,67.322871,136.68644
Fabian Riessle,ndc,Hordic Combined,Male,23,67.322871,136.68644
Sophia Griebel,skl,Skeleton,Female,23,67.322871,136.68644
Patrycja Maliszewska,sht,Short-Track Skating,Female,25,67.322871,136.68644
Aleksey Pavlenko,fss,Freestyle Skiing,Male,18,67.322871,138.89106
Taku Hiraoka,swb,Snowboarding,Male,18,67.322871,138.89106
Kwang-Ki Lee,swb,Snowboarding,Male,20,67.322871,138.89106
Davide Bresadola,skj,Ski Jumping,Male,25,67.322871,138.89106
Sandra Robatscher,lge,Luge,Female,18,67.322871,141.09568
Cornelia Huetter,alp,Alpine Skiing,Female,21,67.322871,141.09568
Jean-Philippe Le Guellec,bai,Biathlon,Male,28,67.322871,141.09568
Chiara Costazza,alp,Alpine Skiing,Female,29,67.322871,141.09568
Anja Huber,skl,Skeleton,Female,30,67.322871,141.09568
Katerina Paulathova,alp,Alpine Skiing,Female,20,67.322871,143.3003
Jack Whelbourne,sht,Short-Track Skating,Male,22,67.322871,143.3003
Agnes Simon,ccy,Cross Country Skiing,Female,39,67.322871,145.50492
David Morris,fss,Freestyle Skiing,Male,29,67.322871,147.70954
Eva Samkova,swb,Snowboarding,Female,20,67.322871,149.91416
Anais Bescond,bai,Biathlon,Female,26,67.322871,149.91416
Christine Nesbitt,ssk,Speedskating,Female,28,67.322871,149.91416
Tina Maze,alp,Alpine Skiing,Female,30,67.322871,149.91416
Marvin James,swb,Snowboarding,Male,24,67.322871,152.11878
Greta Small,alp,Alpine Skiing,Female,18,67.322871,154.3234
Kristina Saalova,alp,Alpine Skiing,Female,22,67.322871,154.3234
Lukas Mathies,swb,Snowboarding,Male,22,67.322871,154.3234
Larisa Yurkiw,alp,Alpine Skiing,Female,25,67.322871,154.3234
Alex Gough,lge,Luge,Female,26,67.322871,154.3234
Matt Graham,fss,Freestyle Skiing,Male,19,67.322871,156.52802
Roberto Pukitis,sht,Short-Track Skating,Male,19,67.322871,156.52802
Nicola Rodigari,sht,Short-Track Skating,Male,32,67.322871,156.52802
Sophie Kratzer,hky,Hockey,Female,24,67.322871,158.73264
Erica Uden Johansson,hky,Hockey,Female,24,67.322871,158.73264
Jenni Asserholt,hky,Hockey,Female,25,67.322871,158.73264
Greg Drummond,crl,Curling,Male,25,67.322871,160.93726
Vladimir Chepelin,bai,Biathlon,Male,25,67.322871,163.14188
Mats Zuccarello,hky,Hockey,Male,26,67.322871,163.14188
Hanno Douschan,swb,Snowboarding,Male,24,67.322871,165.3465
Armin Niederer,fss,Freestyle Skiing,Male,26,67.322871,165.3465
Patrick Gruber,lge,Luge,Male,36,67.322871,165.3465
Anna Shukina,hky,Hockey,Female,26,67.322871,167.55112
Mateusz Ligocki,swb,Snowboarding,Male,31,67.322871,171.96036
Michael Christian Martinez,fgs,Figure Skating,Male,17,67.716572,
Benoit Schwarz,crl,Curling,Male,22,67.716572,
Adria Diaz,fgs,Figure Skating,Male,23,67.716572,
Agnes Knochenhauer,crl,Curling,Female,24,67.716572,
Jeanne Ellegaard,crl,Curling,Female,26,67.716572,
Aleksandra Krol,swb,Snowboarding,Female,23,67.716572,116.84486
Mellisa Hollingsworth,skl,Skeleton,Female,33,67.716572,121.2541
Eva Logar,skj,Ski Jumping,Female,22,67.716572,125.66334
Se Yeong Park,sht,Short-Track Skating,Male,20,67.716572,127.86796
Kerttu Niskanen,ccy,Cross Country Skiing,Female,25,67.716572,127.86796
Carien Kleibeuker,ssk,Speedskating,Female,35,67.716572,127.86796
Reruhi Shimizu,skj,Ski Jumping,Male,20,67.716572,130.07258
Nadya Ochner,swb,Snowboarding,Female,20,67.716572,132.2772
Thomas Diethart,skj,Ski Jumping,Male,21,67.716572,132.2772
Veronique Pierron,sht,Short-Track Skating,Female,24,67.716572,132.2772
Saija Tarkki,hky,Hockey,Female,31,67.716572,132.2772
Ivan Panin,ndc,Hordic Combined,Male,26,67.716572,134.48182
Annouk Van Der Weijden,ssk,Speedskating,Female,27,67.716572,134.48182
Eva Tofalvi,bai,Biathlon,Female,35,67.716572,134.48182
Cheol Min Kim,ssk,Speedskating,Male,21,67.716572,136.68644
Carina Vogt,skj,Ski Jumping,Female,22,67.716572,136.68644
Olga Fatkulina,ssk,Speedskating,Female,24,67.716572,136.68644
Ursina Haller,swb,Snowboarding,Female,28,67.716572,136.68644
Ophelie David,fss,Freestyle Skiing,Female,37,67.716572,136.68644
Laura Benz,hky,Hockey,Female,21,67.716572,138.89106
Yekaterina Shikhova,ssk,Speedskating,Female,28,67.716572,138.89106
Nurbergen Zhumagaziyev,sht,Short-Track Skating,Male,23,67.716572,141.09568
Ivan Perrillat Boiteux,ccy,Cross Country Skiing,Male,28,67.716572,141.09568
Sara Lindborg,ccy,Cross Country Skiing,Female,30,67.716572,141.09568
Andrea Komsic,alp,Alpine Skiing,Female,17,67.716572,143.3003
Jiayu Liu,swb,Snowboarding,Female,21,67.716572,143.3003
Jessica Lutz,hky,Hockey,Female,24,67.716572,143.3003
Olga Vilukhina,bai,Biathlon,Female,25,67.716572,143.3003
Alexis Boeuf,bai,Biathlon,Male,27,67.716572,143.3003
Marlies Schild,alp,Alpine Skiing,Female,32,67.716572,143.3003
Tim-Kevin Ravnjak,swb,Snowboarding,Male,17,67.716572,145.50492
Michelle Lowenhielm,hky,Hockey,Female,18,67.716572,145.50492
Seon Yeong Noh,ssk,Speedskating,Female,24,67.716572,145.50492
Bente Kraus,ssk,Speedskating,Female,24,67.716572,145.50492
Ulla Zirne,lge,Luge,Female,18,67.716572,147.70954
Andrea Zemanova,fss,Freestyle Skiing,Female,21,67.716572,147.70954
Aliaksandr Darozhka,bai,Biathlon,Male,22,67.716572,147.70954
Georgia Simmerling,fss,Freestyle Skiing,Female,24,67.716572,147.70954
Wenlong Xu,ccy,Cross Country Skiing,Male,26,67.716572,147.70954
Aaron Blunck,fss,Freestyle Skiing,Male,17,67.716572,149.91416
Yiwei Zhang,swb,Snowboarding,Male,21,67.716572,149.91416
Ville Paumola,swb,Snowboarding,Male,22,67.716572,149.91416
Anton Koprivitsa,swb,Snowboarding,Male,22,67.716572,149.91416
Derek Livingston,swb,Snowboarding,Male,23,67.716572,149.91416
Stephanie Beckert,ssk,Speedskating,Female,25,67.716572,149.91416
Spencer O'Brien,swb,Snowboarding,Female,26,67.716572,149.91416
Pavol Hurajt,bai,Biathlon,Male,36,67.716572,149.91416
Daniel Greig,ssk,Speedskating,Male,22,67.716572,152.11878
Lee-Steve Jackson,bai,Biathlon,Male,33,67.716572,152.11878
Ivan Babikov,ccy,Cross Country Skiing,Male,33,67.716572,152.11878
Joel Gisler,fss,Freestyle Skiing,Male,19,67.716572,154.3234
Sven Thorgren,swb,Snowboarding,Male,19,67.716572,154.3234
Noelle Barahona,alp,Alpine Skiing,Female,23,67.716572,154.3234
Elizabeth Yarnold,skl,Skeleton,Female,25,67.716572,154.3234
Patrizia Kummer,swb,Snowboarding,Female,26,67.716572,154.3234
Andrey Volkov,fss,Freestyle Skiing,Male,27,67.716572,154.3234
Mitja Oranic,ndc,Hordic Combined,Male,27,67.716572,154.3234
Shuang Zhang,ssk,Speedskating,Female,27,67.716572,154.3234
Dominique Gisin,alp,Alpine Skiing,Female,28,67.716572,154.3234
Bogdan Macovei,lge,Luge,Male,31,67.716572,154.3234
Keiichiro Nagashima,ssk,Speedskating,Male,31,67.716572,154.3234
Antti Ollila,fss,Freestyle Skiing,Male,19,67.716572,156.52802
Yuya Oikawa,ssk,Speedskating,Male,33,67.716572,156.52802
Tim Watter,swb,Snowboarding,Male,22,67.716572,158.73264
Ilka Stuhec,alp,Alpine Skiing,Female,23,67.716572,158.73264
Peteris Kalnins,lge,Luge,Male,25,67.716572,158.73264
Anthony Benna,fss,Freestyle Skiing,Male,26,67.716572,158.73264
Fraenzi Aufdenblatten,alp,Alpine Skiing,Female,33,67.716572,158.73264
Elli Terwiel,alp,Alpine Skiing,Female,24,67.716572,160.93726
Kajsa Kling,alp,Alpine Skiing,Female,25,67.716572,160.93726
Jenny Wolf,ssk,Speedskating,Female,35,67.716572,160.93726
Hiroyuki Miyazawa,ccy,Cross Country Skiing,Male,22,67.716572,163.14188
Nevin Galmarini,swb,Snowboarding,Male,27,67.716572,163.14188
Stephanie Schneider,bbs,Bobseld,Female,23,67.716572,165.3465
Roberto Nani,alp,Alpine Skiing,Male,25,67.716572,165.3465
Olga Stulneva,bbs,Bobseld,Female,30,67.716572,167.55112
Kostas Sykaras,alp,Alpine Skiing,Male,29,67.716572,169.75574
Kaspar Fluetsch,swb,Snowboarding,Male,27,67.716572,176.3696
Toshiki Kuroiwa,bbs,Bobseld,Male,20,67.716572,182.98346
Jean Frederic Chapuis,fss,Freestyle Skiing,Male,24,67.716572,182.98346
Andrew Matthews,bbs,Bobseld,Male,29,67.716572,182.98346
Beat Feuz,alp,Alpine Skiing,Male,27,67.716572,187.3927
David Poisson,alp,Alpine Skiing,Male,31,67.716572,194.00656
Maren Lundby,skj,Ski Jumping,Female,19,68.110273,
Javier Fernandez,fgs,Figure Skating,Male,22,68.110273,
Misha Ge,fgs,Figure Skating,Male,22,68.110273,
Michal Brezina,fgs,Figure Skating,Male,23,68.110273,
Alisa Agafonova,fgs,Figure Skating,Female,23,68.110273,
Alexander Kozyrev,crl,Curling,Male,27,68.110273,
Jeff Isaacson,crl,Curling,Male,30,68.110273,
Jennifer Jones,crl,Curling,Female,39,68.110273,
Kamil Stoch,skj,Ski Jumping,Male,26,68.110273,121.2541
Katia Griffiths,fss,Freestyle Skiing,Female,33,68.110273,121.2541
Suk Hee Shim,sht,Short-Track Skating,Female,17,68.110273,123.45872
Richard Freitag,skj,Ski Jumping,Male,22,68.110273,127.86796
Antonin Hajek,skj,Ski Jumping,Male,27,68.110273,127.86796
Daiki Ito,skj,Ski Jumping,Male,28,68.110273,127.86796
Alexia Runggaldier,bai,Biathlon,Female,22,68.110273,130.07258
Agnieszka Szymanczak,ccy,Cross Country Skiing,Female,29,68.110273,130.07258
Franziska Preuss,bai,Biathlon,Female,19,68.110273,132.2772
Jan Ziobro,skj,Ski Jumping,Male,22,68.110273,132.2772
Akito Watabe,ndc,Hordic Combined,Male,25,68.110273,132.2772
Ekaterina Shumilova,bai,Biathlon,Female,27,68.110273,132.2772
Maxime Laheurte,ndc,Hordic Combined,Male,28,68.110273,132.2772
In-Bok Lee,bai,Biathlon,Male,29,68.110273,132.2772
Simon Ammann,skj,Ski Jumping,Male,32,68.110273,132.2772
Mac Bohonnon,fss,Freestyle Skiing,Male,18,68.110273,134.48182
Dominik Fischnaller,lge,Luge,Male,20,68.110273,134.48182
Kimberley Mcrae,lge,Luge,Female,21,68.110273,134.48182
Katarzyna Wozniak,ssk,Speedskating,Female,24,68.110273,134.48182
Anne Kylloenen,ccy,Cross Country Skiing,Female,26,68.110273,134.48182
Iya Gavrilova,hky,Hockey,Female,26,68.110273,134.48182
Amanda Lightfoot,bai,Biathlon,Female,27,68.110273,134.48182
Resi Stiegler,alp,Alpine Skiing,Female,28,68.110273,134.48182
Kateryna Serdyuk,ccy,Cross Country Skiing,Female,24,68.110273,136.68644
