name,sport,gender,country,height,weight,age
Yonathan Jesus Fernandez,ccy,Male,Chile,1.90,86,27
Remo Fischer,ccy,Male,Switzerland,1.73,68,32
Andrey Gridin,ccy,Male,Bulgaria,1.80,74,25
Dachhiri Sherpa,ccy,Male,Nepal,1.78,79,44
Nika Razinger,ccy,Female,Slovenia,1.63,58,20
Tatyana Ossipova,ccy,Female,Kazakhstan,1.68,57,26
Apostolos Angelis,ccy,Male,Greece,1.81,76,20
Bernhard Tritscher,ccy,Male,Austria,1.75,72,25
Chris Andre Jespersen,ccy,Male,Norway,,,30
Inga Daushkane,ccy,Female,Latvia,1.71,60,33
Lukas Bauer,ccy,Male,Czech Republic,1.81,73,36
Vedrana Malec,ccy,Female,Croatia,1.71,61,23
Valiantsina Kaminskaya,ccy,Female,Belarus,1.65,52,26
Mladen Plakalovic,ccy,Male,Bosnia and Herzegovina,1.85,85,22
Alena Sannikova,ccy,Female,Belarus,1.71,57,33
Karel Tammjarv,ccy,Male,Estonia,1.93,88,24
Charlotte Kalla,ccy,Female,Sweden,1.62,59,26
Aimee Watson,ccy,Female,Australia,1.69,60,26
Aliaksei Ivanou,ccy,Male,Belarus,1.68,62,33
Rejhan Smrkovic,ccy,Male,Serbia,1.82,74,22
Brittany Webster,ccy,Female,Canada,1.68,57,26
Ida Ingemarsdotter,ccy,Female,Sweden,1.74,66,28
Federico Pellegrino,ccy,Male,Italy,1.73,70,23
Didrik Toenseth,ccy,Male,Norway,,,22
Arnd Peiffer,ccy,Male,Germany,1.85,83,26
Eligius Tambornino,ccy,Male,Switzerland,1.83,73,27
Nadeem Iqbal,ccy,Male,India,1.73,65,30
Marit Bjoergen,ccy,Female,Norway,,,33
Marion Buillet,ccy,Female,France,1.70,56,23
Hanna Erikson,ccy,Female,Sweden,1.65,65,23
Alexander Lasutkin,ccy,Male,Belarus,1.76,74,30
Toni Livers,ccy,Male,Switzerland,1.82,74,30
Hiroyuki Miyazawa,ccy,Male,Japan,1.72,74,22
Hanna Kolb,ccy,Female,Germany,1.74,63,22
Sara Lindborg,ccy,Female,Sweden,1.72,64,30
Laura Orgue,ccy,Female,Spain,1.74,54,27
Heidi Widmer,ccy,Female,Canada,1.75,63,22
Johan Olsson,ccy,Male,Sweden,1.81,68,33
Hannes Dotzler,ccy,Male,Germany,1.76,70,23
Angelica Morrone Di Silvestri,ccy,Female,Dominica,1.65,57,48
Edi Dadic,ccy,Male,Croatia,1.83,79,20
Britta Johansson Norgren,ccy,Female,Sweden,1.70,66,30
Robin Duvillard,ccy,Male,France,1.78,71,30
Katerina Smutna,ccy,Female,Austria,1.71,60,30
Katrin Zeller,ccy,Female,Germany,1.71,60,34
Roland Clara,ccy,Male,Italy,1.74,65,31
Iivo Niskanen,ccy,Male,Finland,1.87,80,22
Marcus Hellner,ccy,Male,Sweden,1.83,75,28
Valentina Shevchenko,ccy,Female,Ukraine,1.65,51,38
Marina Piller,ccy,Female,Italy,1.63,53,29
Seraina Boner,ccy,Female,Switzerland,1.68,54,31
Darko Damjanovski,ccy,Male,The Former Yugoslav Republic of Macedonia,1.81,73,32
Barbara Jezersek,ccy,Female,Slovenia,1.60,55,27
Tanja Karisik,ccy,Female,Bosnia and Herzegovina,1.69,53,22
Len Valjas,ccy,Male,Canada,1.98,91,25
Sadie Bjornsen,ccy,Female,United States,1.75,66,24
Sebastian Eisenlauer,ccy,Male,Germany,1.81,72,23
Julia Ivanova,ccy,Female,Russian Fed.,1.58,56,28
Elizabeth Stephen,ccy,Female,United States,1.57,48,27
Vesna Fabjan,ccy,Female,Slovenia,1.70,62,28
Martin Johnsrud Sundby,ccy,Male,Norway,,,29
Astrid Uhrenholdt Jacobsen,ccy,Female,Norway,,,27
Francesco De Fabiani,ccy,Male,Italy,1.80,70,20
Paal Golberg,ccy,Male,Norway,,,23
Max Hauke,ccy,Male,Austria,1.81,74,21
Milanko Petrovic,ccy,Male,Serbia,1.87,83,25
Nikolay Chebotko,ccy,Male,Kazakhstan,1.78,73,31
Jaqueline Mourao,ccy,Female,Brazil,1.70,54,38
Lars Nelson,ccy,Male,Sweden,1.80,77,28
Holly Brooks,ccy,Female,United States,1.68,61,31
Alexey Petukhov,ccy,Male,Russian Fed.,1.78,75,30
Tobias Angerer,ccy,Male,Germany,1.78,72,36
Juho Mikkonen,ccy,Male,Finland,1.79,72,23
Yerdos Akhmadiyev,ccy,Male,Kazakhstan,1.80,72,28
Debora Agreiter,ccy,Female,Italy,1.66,51,22
Perianne Jones,ccy,Female,Canada,1.67,55,28
Ann Swisshelm,crl,Female,United States,1.75,,45
Greg Drummond,crl,Male,Great Britain,1.71,73,25
Caleb Flaxey,crl,Male,Canada,1.75,,30
Michiko Tomabechi,crl,Female,Japan,1.48,,34
Jill Officer,crl,Female,Canada,1.77,,38
Troels Harry,crl,Male,Denmark,1.83,,23
Dejia Zou,crl,Male,China,1.74,,30
Anna Sloan,crl,Female,Great Britain,,,23
Vicki Adams,crl,Female,Great Britain,1.64,69,24
Yan Zhou,crl,Female,China,1.62,,31
Nkeiruka Ezekh,crl,Female,Russian Fed.,1.78,,30
Lauren Gray,crl,Female,Great Britain,1.75,,22
Dawn Mcewen,crl,Female,Canada,1.62,,33
Margarita Fomina,crl,Female,Russian Fed.,1.75,,25
Sven Michel,crl,Male,Switzerland,1.76,,25
Chinami Yoshida,crl,Female,Japan,1.57,,22
Ryan Fry,crl,Male,Canada,1.75,,35
Kaho Onodera,crl,Female,Japan,1.64,,22
Brad Jacobs,crl,Male,Canada,,,28
Jeanne Ellegaard,crl,Female,Denmark,1.72,,26
John Jahr,crl,Male,Germany,1.84,,48
Evgeny Arkhipov,crl,Male,Russian Fed.,1.80,,22
Scott Andrews,crl,Male,Great Britain,1.75,85,24
Niklas Edin,crl,Male,Sweden,1.71,,28
Carmen Kueng,crl,Female,Switzerland,1.69,,36
Eve Muirhead,crl,Female,Great Britain,1.73,66,23
Kirsten Wall,crl,Female,Canada,1.53,,38
Andrey Drozdov,crl,Male,Russian Fed.,1.81,,25
Seulbee Lee,crl,Female,Korea,1.60,,25
Margaretha Sigfridsson,crl,Female,Sweden,1.69,60,38
Alina Paetz,crl,Female,Switzerland,1.69,,23
Lene Nielsen,crl,Female,Denmark,1.77,,27
Felix Schulze,crl,Male,Germany,1.80,,33
Alexandra Saitova,crl,Female,Russian Fed.,1.67,,21
Mikkel Poulsen,crl,Male,Denmark,1.82,,29
Jared Zezel,crl,Male,United States,1.80,,22
Benoit Schwarz,crl,Male,Switzerland,1.72,,22
Maria Wennerstroem,crl,Female,Sweden,1.67,,28
Debbie Mccormick,crl,Female,United States,1.70,,40
John Landsteiner,crl,Male,United States,1.80,,23
Yin Liu,crl,Female,China,1.65,,32
Sebastian Kraupp,crl,Male,Sweden,1.83,,28
Sven Goldemann,crl,Male,Germany,1.80,,44
Alexander Kozyrev,crl,Male,Russian Fed.,1.73,,27
Mi Sung Shin,crl,Female,Korea,1.58,,35
Lars Vilandt,crl,Male,Denmark,1.83,,39
Mette De Neergaard,crl,Female,Denmark,1.64,,22
Jeff Isaacson,crl,Male,United States,1.73,,30
Yumie Funayama,crl,Female,Japan,1.53,,35
Ekaterina Galkina,crl,Female,Russian Fed.,1.70,,25
Petr Dron,crl,Male,Russian Fed.,1.97,,28
Min Ji Um,crl,Female,Korea,1.58,,23
Qingshuang Yue,crl,Female,China,1.67,,28
Janine Greiner,crl,Female,Switzerland,1.68,,33
Helle Simonsen,crl,Female,Denmark,1.80,,29
Maria Poulsen,crl,Female,Denmark,1.65,,29
Jisun Kim,crl,Female,Korea,1.55,,26
Oskar Eriksson,crl,Male,Sweden,1.77,,22
Un Chi Gim,crl,Female,Korea,1.66,,24
Ayumi Ogasawara,crl,Female,Japan,1.56,,35
E.J. Harnden,crl,Male,Canada,1.85,,30
Jialiang Zang,crl,Male,China,1.75,,26
Simon Gempeler,crl,Male,Switzerland,1.78,,27
Rasmus Stjerne Hansen,crl,Male,Denmark,1.87,,25
Dexin Ba,crl,Male,China,1.85,,23
Johnny Frederiksen,crl,Male,Denmark,1.80,,38
Erika Brown,crl,Female,United States,,,41
Xiaoming Xu,crl,Male,China,1.78,,29
Maria Prytz,crl,Female,Sweden,1.70,,37
Rui Liu,crl,Male,China,1.82,,31
John Shuster,crl,Male,United States,1.83,,31
Sandro Trolliet,crl,Male,Switzerland,1.92,,25
Tom Brewster,crl,Male,Great Britain,1.79,,39
Bingyu Wang,crl,Female,China,1.64,,29
Jennifer Jones,crl,Female,Canada,1.73,,39
Thomas Ulsrud,crl,Male,Norway,1.83,80,42
Viktor Kjaell,crl,Male,Sweden,1.82,,28
Allison Pottinger,crl,Female,United States,1.55,,40
Christina Bertrup,crl,Female,Sweden,1.75,,37
David Murdoch,crl,Male,Great Britain,1.78,84,35
Anna Sidorova,crl,Female,Russian Fed.,1.79,,23
Kaitlyn Lawes,crl,Female,Canada,1.60,,25
Haavard Vad Petersson,crl,Male,Norway,1.93,80,30
Mirjam Ott,crl,Female,Switzerland,1.62,,42
Yilun Jiang,crl,Female,China,1.63,,20
Torger Nergaard,crl,Male,Norway,1.80,85,39
Alexey Stukalskiy,crl,Male,Russian Fed.,1.80,,25
Ryan Harnden,crl,Male,Canada,1.83,,27
Markus Hoeiberg,crl,Male,Norway,,,22
Claire Hamilton,crl,Female,Great Britain,1.73,66,25
Craig Brown,crl,Male,United States,1.70,,38
Christoffer Svae,crl,Male,Norway,1.89,,31
Agnes Knochenhauer,crl,Female,Sweden,1.72,,24
Peter Rickmers,crl,Male,Germany,1.85,,34
Fredrik Lindberg,crl,Male,Sweden,1.79,,28
Carmen Schaefer,crl,Female,Switzerland,1.61,,33
Claudio Paetz,crl,Male,Switzerland,1.87,,26
Michael Goodfellow,crl,Male,Great Britain,1.84,88,25
Christopher Bartsch,crl,Male,Germany,1.80,,34
Jessica Schultz,crl,Female,United States,1.70,58,29
Brian Joubert,fgs,Male,France,1.79,,29
Viktor Pfeifer,fgs,Male,Austria,1.82,,26
Zoltan Kelemen,fgs,Male,Romania,1.71,,27
Yuzuru Hanyu,fgs,Male,Japan,1.71,,19
Narumi Takahashi,fgs,Female,Japan,1.46,,22
Tatiana Volosozhar,fgs,Female,Russian Fed.,1.59,,27
Nicole Rajicova,fgs,Female,Slovakia,1.62,,18
Adelina Sotnikova,fgs,Female,Russian Fed.,1.63,,17
Matteo Guarise,fgs,Male,Italy,1.82,,25
Evan Bates,fgs,Male,United States,1.88,,24
Fedor Klimov,fgs,Male,Russian Fed.,1.81,,23
Nicole Della Monica,fgs,Female,Italy,1.56,,24
Florent Amodio,fgs,Male,France,1.64,,23
Kaetlyn Osmond,fgs,Female,Canada,1.63,,18
Tatsuki Machida,fgs,Male,Japan,1.62,,23
Jian Tong,fgs,Male,China,1.79,,34
Michal Brezina,fgs,Male,Czech Republic,1.73,,23
Yuri Rudyk,fgs,Male,Ukraine,1.86,,22
Alex Shibutani,fgs,Male,United States,1.80,,22
Mae Berenice Meite,fgs,Female,France,1.68,,19
Gregory Merriman,fgs,Male,Australia,1.80,,25
Charlene Guignard,fgs,Female,Italy,1.58,,24
Madison Chock,fgs,Female,United States,1.57,,21
Brendan Kerry,fgs,Male,Australia,1.70,,19
Vanessa James,fgs,Female,France,1.62,,26
Nicholas Buckland,fgs,Male,Great Britain,1.82,,24
Maylin Wende,fgs,Female,Germany,1.54,,25
Tessa Virtue,fgs,Female,Canada,1.65,,24
Polina Edmunds,fgs,Female,United States,1.65,,15
Gracie Gold,fgs,Female,United States,1.65,,18
Alisa Agafonova,fgs,Female,Turkey,1.73,,23
Xintong Huang,fgs,Female,China,1.65,,27
Jorik Hendrickx,fgs,Male,Belgium,1.75,,21
Severin Kiefer,fgs,Male,Austria,1.82,,23
Yuri Larionov,fgs,Male,Russian Fed.,1.81,,27
Ryuichi Kihara,fgs,Male,Japan,1.75,,21
Liam Firus,fgs,Male,Canada,1.46,,21
Meryl Davis,fgs,Female,United States,1.60,,27
Yuna Kim,fgs,Female,Korea,1.65,,23
Julia Lavrentieva,fgs,Female,Ukraine,1.55,,16
Sara Hurtado,fgs,Female,Spain,1.60,,21
Hao Zhang,fgs,Male,China,1.81,,29
Elena Ilinykh,fgs,Female,Russian Fed.,1.64,,19
Xun Zheng,fgs,Male,China,1.88,,26
Matthew Parr,fgs,Male,Great Britain,1.79,,23
Paul Bonifacio Parkinson,fgs,Male,Italy,1.63,,23
Carolina Kostner,fgs,Female,Italy,1.69,,27
Paige Lawrence,fgs,Female,Canada,1.53,,23
Jenna Mccorkell,fgs,Female,Great Britain,1.64,,27
Robin Szolkowy,fgs,Male,Germany,1.74,,34
Akiko Suzuki,fgs,Female,Japan,1.60,,28
Cheng Peng,fgs,Female,China,1.57,,16
Andrew Poje,fgs,Male,Canada,1.91,,26
Eric Radford,fgs,Male,Canada,1.88,,29
Danielle Obrien,fgs,Female,Australia,1.50,,24
Nikita Katsalapov,fgs,Male,Russian Fed.,1.80,,22
Mitchell Islam,fgs,Male,Canada,1.81,,24
Felicia Zhang,fgs,Female,United States,1.55,,20
Zijun Li,fgs,Female,China,1.61,,17
Ksenia Stolbova,fgs,Female,Russian Fed.,1.58,,22
Vera Bazarova,fgs,Female,Russian Fed.,1.58,,21
Meagan Duhamel,fgs,Female,Canada,1.48,,28
Ashley Wagner,fgs,Female,United States,1.60,,22
David King,fgs,Male,Great Britain,1.85,,29
Qing Pang,fgs,Female,China,1.60,,34
Elene Gedevanishvili,fgs,Female,Georgia,1.60,,24
Scott Moir,fgs,Male,Canada,1.68,,26
Kexin Zhang,fgs,Female,China,1.53,,18
Viktor Romanenkov,fgs,Male,Estonia,1.81,,20
Abzal Rakimgaliev,fgs,Male,Kazakhstan,1.68,,21
Kevin Reynolds,fgs,Male,Canada,1.77,,23
Stefania Berton,fgs,Female,Italy,1.61,,23
Miriam Ziegler,fgs,Female,Austria,1.54,,19
Javier Fernandez,fgs,Male,Spain,1.73,,22
Adria Diaz,fgs,Male,Spain,1.72,,23
Tanja Kolbe,fgs,Female,Germany,1.69,,23
Alexei Bychenko,fgs,Male,Israel,1.74,,26
Ruslan Zhiganshin,fgs,Male,Russian Fed.,1.77,,21
Han Yan,fgs,Male,China,1.69,,17
Fabian Bourzat,fgs,Male,France,1.80,,33
Nelli Zhiganshina,fgs,Female,Germany,1.65,,26
Kanako Murakami,fgs,Female,Japan,1.62,,19
Maxim Trankov,fgs,Male,Russian Fed.,1.87,,30
Daisuke Takahashi,fgs,Male,Japan,1.65,,27
Luca Lanotte,fgs,Male,Italy,1.78,,28
Penny Coomes,fgs,Female,Great Britain,1.52,,24
Peter Liebers,fgs,Male,Germany,1.70,,25
Gabrielle Daleman,fgs,Female,Canada,1.52,,16
Mao Asada,fgs,Female,Japan,1.63,,23
Stefano Caruso,fgs,Male,Germany,1.80,,26
Dmitri Dun,fgs,Male,Ukraine,1.83,,24
Evgeny Plyushchenko,fgs,Male,Russian Fed.,1.78,,31
Kirsten Moore-Towers,fgs,Female,Canada,1.49,,21
Isabella Tobias,fgs,Female,Lithuania,1.61,,22
Anne Line Gjersem,fgs,Female,Norway,,,20
Alexander Majorov,fgs,Male,Sweden,1.67,,22
Kerstin Frank,fgs,Female,Austria,1.63,,25
Daniel Wende,fgs,Male,Germany,1.82,,29
Morgan Cipres,fgs,Male,France,1.82,,22
Pernelle Carron,fgs,Female,France,1.60,,27
Alexandra Paul,fgs,Female,Canada,1.61,,22
Michael Christian Martinez,fgs,Male,Philippines,1.72,,17
Patrick Chan,fgs,Male,Canada,1.68,,23
So Youn Park,fgs,Female,Korea,1.57,,16
Isadora Williams,fgs,Female,Brazil,1.56,,18
Marco Fabbri,fgs,Male,Italy,1.64,,26
Haejin Kim,fgs,Female,Korea,1.62,,16
Marissa Castelli,fgs,Female,United States,1.52,,23
Jeremy Abbott,fgs,Male,United States,1.75,,28
Aliona Savchenko,fgs,Female,Germany,1.53,,30
Elizaveta Ukolova,fgs,Female,Czech Republic,1.71,,15
Victoria Sinitsina,fgs,Female,Russian Fed.,1.66,,18
Viktoria Helgesson,fgs,Female,Sweden,1.65,,25
Natalia Popova,fgs,Female,Ukraine,1.68,,20
Nathalie Weinzierl,fgs,Female,Germany,1.59,,19
Alexander Gazsi,fgs,Male,Germany,1.82,,29
Valentina Marchei,fgs,Female,Italy,1.61,,27
Evgeni Krasnopolski,fgs,Male,Israel,1.80,,25
Dmitri Soloviev,fgs,Male,Russian Fed.,1.83,,24
Deividas Stagniunas,fgs,Male,Lithuania,1.82,,28
Chris Reed,fgs,Male,Japan,1.85,,24
Nathan Bartholomay,fgs,Male,United States,1.78,,24
Andrea Davidovich,fgs,Female,Israel,1.52,,16
Siobhan Heekin-Canedy,fgs,Female,Ukraine,1.70,,22
Maia Shibutani,fgs,Female,United States,1.60,,19
Ekaterina Bobrova,fgs,Female,Russian Fed.,1.60,,23
Julia Zlobina,fgs,Female,Azerbaijan,1.58,,24
Lloyd Jones,fgs,Male,France,1.85,,25
Tomas Verner,fgs,Male,Czech Republic,1.80,,27
Dylan Moscovitch,fgs,Male,Canada,1.77,,29
Rudi Swiegers,fgs,Male,Canada,1.88,,26
Denis Ten,fgs,Male,Kazakhstan,1.68,,20
Yulia Lipnitskaya,fgs,Female,Russian Fed.,1.58,,15
Cathy Reed,fgs,Female,Japan,1.67,,26
Anna Cappellini,fgs,Female,Italy,1.61,,26
Alper Ucar,fgs,Male,Turkey,1.83,,29
Brooklee Han,fgs,Female,Australia,1.50,,18
Ondrej Hotarek,fgs,Male,Italy,1.81,,30
Yakov Godorozha,fgs,Male,Ukraine,1.81,,20
Kaitlyn Weaver,fgs,Female,Canada,1.67,,24
Nathalie Pechalat,fgs,Female,France,1.63,,30
Alexei Sitnikov,fgs,Male,Azerbaijan,1.71,,27
Charlie White,fgs,Male,United States,1.75,,26
Javier Raya,fgs,Male,Spain,1.75,,22
Misha Ge,fgs,Male,Uzbekistan,1.73,,22
Stacey Kemp,fgs,Female,Great Britain,1.55,,25
Elena Glebova,fgs,Female,Estonia,1.66,,24
Jason Brown,fgs,Male,United States,1.70,,19
Simon Shnapir,fgs,Male,United States,1.93,,26
Regina Rakhimova,fss,Female,Russian Fed.,1.60,55,24
Janina Kuzma,fss,Female,New Zealand,,,28
Kelsey Serwa,fss,Female,Canada,1.68,62,24
Kai Mahler,fss,Male,Switzerland,1.73,65,18
John Teller,fss,Male,United States,1.88,98,30
Joss Christensen,fss,Male,United States,1.85,79,22
Mischa Gasser,fss,Male,Switzerland,1.69,61,22
Zhongqing Liu,fss,Male,China,1.75,72,28
Filip Flisar,fss,Male,Slovenia,1.82,97,26
Alla Tsuper,fss,Female,Belarus,1.53,53,34
Didrik Bastian Juell,fss,Male,Norway,1.80,83,23
Christopher Delbosco,fss,Male,Canada,1.85,96,31
Anna Holmlund,fss,Female,Sweden,1.83,76,26
Manami Mitsuboshi,fss,Female,Japan,1.67,57,30
Benjamin Cavet,fss,Male,France,1.80,70,20
Jon Anders Lindstad,fss,Male,Norway,,,19
Aaron Blunck,fss,Male,United States,1.72,68,17
Pavel Korpachev,fss,Male,Russian Fed.,1.70,65,28
Beau-James Wells,fss,Male,New Zealand,,,18
Zhanbota Aldabergenova,fss,Female,Kazakhstan,1.68,57,18
Russell Henshaw,fss,Male,Australia,1.88,85,23
Dale Begg-Smith,fss,Male,Australia,1.86,84,29
Yannic Lerjen,fss,Male,Switzerland,,,23
Kim Lamarre,fss,Female,Canada,1.65,54,25
Katya Crema,fss,Female,Australia,1.74,64,25
Nobuyuki Nishi,fss,Male,Japan,1.64,68,28
Lyndon Sheehan,fss,Male,New Zealand,,,25
Andreas Haatveit,fss,Male,Norway,1.83,94,27
Miki Ito,fss,Female,Japan,1.62,51,26
Jae-Woo Choi,fss,Male,Korea,1.77,72,19
Egor Korotkov,fss,Male,Russian Fed.,1.80,77,27
Mac Bohonnon,fss,Male,United States,1.73,61,18
Marek Skala,fss,Male,Czech Republic,,,24
David Morris,fss,Male,Australia,1.71,67,29
Lauri Kivari,fss,Male,Finland,1.81,60,17
Jouni Pellinen,fss,Male,Finland,1.81,92,30
Mirjam Jaeger,fss,Female,Switzerland,1.73,64,31
Rosalind Groenewoud,fss,Female,Canada,1.78,61,24
Chloe Dufour-Lapointe,fss,Female,Canada,1.56,59,22
Thomas Borge Lie,fss,Male,Norway,1.82,91,28
Karolina Riemen-Zerebecka,fss,Female,Poland,1.76,71,25
Davina Williams,fss,Female,Australia,1.70,56,28
Brita Sigourney,fss,Female,United States,1.70,54,24
Virginie Faivre,fss,Female,Switzerland,1.55,45,31
Andreas Schauer,fss,Male,Germany,1.89,91,28
Marielle Thompson,fss,Female,Canada,1.78,70,21
Mykola Puzderko,fss,Male,Ukraine,1.76,76,23
Alexandr Smyshlyaev,fss,Male,Russian Fed.,1.70,68,26
Hannah Kearney,fss,Female,United States,1.65,66,27
Silvia Bertagna,fss,Female,Italy,1.70,50,27
Kaya Turski,fss,Female,Canada,1.65,57,25
Kentaro Tsuda,fss,Male,Japan,,,30
Benoit Valentin,fss,Male,France,1.73,65,21
Olga Polyuk,fss,Female,Ukraine,1.61,55,26
Yulia Galysheva,fss,Female,Kazakhstan,1.67,60,21
David Duncan,fss,Male,Canada,1.83,93,31
Nikol Kucerova,fss,Female,Czech Republic,1.64,63,24
Maddie Bowman,fss,Female,United States,1.55,57,20
James Machon,fss,Male,Great Britain,1.76,75,23
Anais Caradeux,fss,Female,France,1.50,53,23
Armin Niederer,fss,Male,Switzerland,1.71,75,26
Pavel Kolmakov,fss,Male,Kazakhstan,1.78,78,17
Timofei Slivets,fss,Male,Russian Fed.,1.84,79,29
Benedikt Mayr,fss,Male,Germany,1.80,80,24
Luca Tribondeau,fss,Male,Austria,1.81,74,17
Alexandra Orlova,fss,Female,Russian Fed.,1.62,55,16
Lisa Zimmermann,fss,Female,Germany,,,17
Torin Yater-Wallace,fss,Male,United States,1.57,58,18
David Wise,fss,Male,United States,1.82,86,23
Zongyang Jia,fss,Male,China,1.75,70,22
Kevin Rolland,fss,Male,France,1.78,64,24
Rowan Cheshire,fss,Female,Great Britain,,,18
Peter Crook,fss,Male,"Virgin Isl, B",1.86,75,21
Sabrina Cakmakli,fss,Female,Germany,1.65,60,19
Jenny Owens,fss,Female,Australia,1.68,65,35
Julia Marino,fss,Female,Paraguay,1.60,66,21
Marco Ladner,fss,Male,Austria,1.75,65,15
Assoli Slivets,fss,Female,Russian Fed.,1.68,64,31
Justine Dufour-Lapointe,fss,Female,Canada,1.63,55,19
Marc-Antoine Gagnon,fss,Male,Canada,1.75,77,22
Josiah Wells,fss,Male,New Zealand,1.68,68,23
Bobby Brown,fss,Male,United States,1.88,84,22
Jesper Tjader,fss,Male,Sweden,1.67,53,19
Luca Schuler,fss,Male,Switzerland,1.57,47,16
Sergey Mozhaev,fss,Male,Russian Fed.,1.80,86,25
Stephanie Joffroy,fss,Female,Chile,1.73,73,22
Jean Frederic Chapuis,fss,Male,France,1.72,83,24
Elizavetta Chesnokova,fss,Female,Russian Fed.,1.63,53,17
Anthony Benna,fss,Male,France,1.72,72,26
Maxime Dufour-Lapointe,fss,Female,Canada,1.67,63,25
Camillia Berra,fss,Female,Switzerland,1.61,61,19
Angeli Vanlaanen,fss,Female,United States,,,28
Zhibek Arapbayeva,fss,Female,Kazakhstan,1.60,58,22
Andrey Volkov,fss,Male,Russian Fed.,1.72,70,27
Anna Mirtova,fss,Female,Russian Fed.,1.57,47,21
Britteny Cox,fss,Female,Australia,1.63,59,19
Tanja Schaerer,fss,Female,Switzerland,1.67,59,24
Alexei Grishin,fss,Male,Belarus,1.70,70,34
Deborah Scanzio,fss,Female,Italy,1.70,65,27
Anna Segal,fss,Female,Australia,1.64,59,27
Junko Hoshino,fss,Female,Japan,,,24
Nikola Sudova,fss,Female,Czech Republic,1.62,55,31
Sergei Berestovskiy,fss,Male,Kazakhstan,1.78,76,28
Patrick Deneen,fss,Male,United States,1.70,80,26
Brady Leman,fss,Male,Canada,1.90,92,27
Florian Eigler,fss,Male,Germany,1.78,80,23
Emily Cook,fss,Female,United States,1.60,52,34
Giacomo Matiz,fss,Male,Italy,1.80,80,28
Sandra Naeslund,fss,Female,Sweden,1.67,63,17
Pavel Krotov,fss,Male,Russian Fed.,1.68,70,21
Veronika Korsunova,fss,Female,Russian Fed.,1.69,63,21
Nina Li,fss,Female,China,1.60,52,31
Justin Dorey,fss,Male,Canada,1.80,80,25
Per Spett,fss,Male,Sweden,1.68,65,28
Yuki Tsubota,fss,Female,Canada,1.60,65,20
Alex Bilodeau,fss,Male,Canada,1.73,76,26
Joselane Santos,fss,Female,Brazil,1.54,50,29
Andrea Zemanova,fss,Female,Czech Republic,1.72,67,21
Fanny Smith,fss,Female,Switzerland,1.66,59,21
Julia Krass,fss,Female,United States,1.80,59,16
Natalia Slepecka,fss,Female,Slovakia,,,30
Anna Willcox-Silfverberg,fss,Female,New Zealand,1.70,60,21
Ville Miettunen,fss,Male,Finland,1.77,64,21
Ekaterina Stolyarova,fss,Female,Russian Fed.,1.76,55,25
Qin Ning,fss,Female,China,1.62,60,22
Matt Graham,fss,Male,Australia,1.71,71,19
Heidi Zacher,fss,Female,Germany,1.67,59,25
Marika Pertakhiya,fss,Female,Russian Fed.,1.70,56,21
Nicole Parks,fss,Female,Australia,1.68,58,21
Bradley Wilson,fss,Male,United States,1.77,72,21
Daniel Bohnacker,fss,Male,Germany,1.90,83,23
Anna Woerner,fss,Female,Germany,1.76,76,24
Aleksander Aurdal,fss,Male,Norway,1.78,84,25
Travis Gerrits,fss,Male,Canada,1.69,64,22
Dominique Ohaco,fss,Female,Chile,,,18
Anastasiia Chirtcova,fss,Female,Russian Fed.,1.60,60,24
Noah Bowman,fss,Male,Canada,1.77,68,21
Dara Howell,fss,Female,Canada,1.70,57,19
Hanna Huskova,fss,Female,Belarus,1.67,57,21
Emma Lonsdale,fss,Female,Great Britain,,,29
Jussi Penttala,fss,Male,Finland,1.81,74,20
Katrin Mueller,fss,Female,Switzerland,1.69,69,24
Devin Logan,fss,Female,United States,1.75,79,21
Yulia Livinskaya,fss,Female,Russian Fed.,1.63,53,23
Pavel Nabokikh,fss,Male,Russian Fed.,1.78,70,24
Keltie Hansen,fss,Female,Canada,1.60,54,21
Arttu Kiramo,fss,Male,Finland,1.73,72,23
Nils Lauper,fss,Male,Switzerland,1.60,65,31
Amy Sheehan,fss,Female,Australia,1.64,59,27
Katia Griffiths,fss,Female,Spain,1.73,55,33
Annalisa Drew,fss,Female,United States,1.62,51,20
Andreas Matt,fss,Male,Austria,1.92,100,31
Nicholas Goepper,fss,Male,United States,1.83,75,19
Sam Hall,fss,Male,Australia,1.80,72,25
Hedvig Wessel,fss,Female,Norway,,,18
Marie Martinod,fss,Female,France,1.58,48,29
Ophelie David,fss,Female,France,1.72,62,37
Thomas Fischer,fss,Male,Germany,1.82,82,28
Katie Summerhayes,fss,Female,Great Britain,1.71,60,18
Antti Ollila,fss,Male,Finland,1.72,71,19
Sergey Volkov,fss,Male,Russian Fed.,1.78,83,26
Nina Ragettli,fss,Female,Switzerland,1.62,,20
Dmitriy Barmashov,fss,Male,Kazakhstan,1.78,78,28
Antti-Jussi Kemppainen,fss,Male,Finland,,,24
Shuang Cheng,fss,Female,China,1.62,46,27
James Woods,fss,Male,Great Britain,1.65,74,22
Lydia Lassila,fss,Female,Australia,1.57,54,32
Georgia Simmerling,fss,Female,Canada,1.72,67,24
Aleksi Patja,fss,Male,Finland,1.76,70,18
Sanna Luedi,fss,Female,Switzerland,1.73,65,28
Heidi Kloser,fss,Female,United States,1.70,59,21
Antoine Adelisse,fss,Male,France,,,17
Lyman Currier,fss,Male,United States,1.80,66,19
Michael Schmid,fss,Male,Switzerland,1.95,100,29
