permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/tradertools,TraderTools,software,9800000,operating,USA,NY,New York,New York,2,,2009-01-13,2010-01-06,2010-08-31
/company/tradescape,Tradescape,software,5782215,operating,USA,CA,SF Bay,San Mateo,1,2001-01-01,2013-08-13,2013-08-13,2013-01-01
/company/tradeshift,Tradeshift,software,24000000,operating,USA,CA,SF Bay,San Francisco,2,2009-07-01,2011-05-16,2011-10-25,2013-08-06
/company/tradesy,Tradesy,fashion,1500000,operating,USA,CA,Los Angeles,Santa Monica,1,,2012-10-24,2012-10-24,2012-10-24
/company/tradesync,TradeSync,mobile,1400000,operating,USA,CA,SF Bay,Pleasanton,1,2011-01-01,2013-02-08,2013-02-08,2013-01-29
/company/trading-blox,Trading Blox,finance,1800000,operating,USA,FL,Stuart,Stuart,1,2001-01-01,2011-11-08,2011-11-08,
/company/trading-metrics,Trading Metrics,software,4000000,operating,USA,NY,New York,New York,1,,2007-05-01,2007-05-01,
/company/tradingview,TradingView,web,118000,operating,USA,IL,Chicago,Chicago,1,2011-09-01,2013-05-01,2013-05-01,2012-05-18
/company/tradition-midstream,Tradition Midstream,cleantech,200000000,operating,USA,TX,Houston,The Woodlands,1,,2011-07-27,2011-07-27,
/company/tradual-inc,Tradual Inc.,ecommerce,2600000,operating,USA,ME,Boston,Boston,1,,2008-06-24,2008-06-24,
/company/traetelo-com,Traetelo.com,ecommerce,100000,operating,USA,FL,Miami,Miami,1,2006-01-01,2010-09-01,2010-09-01,2011-02-15
/company/traffic-labs,Traffic Labs,mobile,50000,closed,USA,CA,SF Bay,San Francisco,1,2012-11-04,2012-10-31,2012-10-31,2012-07-25
/company/trafficcast,TrafficCast,,3750000,operating,USA,WI,Madison,Madison,2,,2007-01-01,2008-01-22,
/company/trafficland,TrafficLand,news,4969842,operating,USA,VA,Washington DC,Fairfax,4,,2010-05-10,2010-05-10,
/company/traffio,Traffio,games_video,400000,operating,USA,CA,SF Bay,San Francisco,2,2012-03-01,2012-01-01,2013-07-01,2012-03-01
/company/traffiq,TRAFFIQ,advertising,18000000,operating,USA,NY,New York,New York,3,2006-09-06,2006-09-06,2010-08-10,2011-02-07
/company/tragara,Tragara,biotech,9000000,operating,USA,CA,San Diego,San Diego,2,,2010-04-15,2012-08-08,
/company/traiana,Traiana,,15000000,acquired,USA,NY,New York,New York,1,2000-01-01,2005-10-09,2005-10-09,2003-01-01
/company/trailhead-lodge,Trailhead Lodge,biotech,9690000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2011-01-01,2011-11-07,2011-11-07,
/company/training-intelligence,Training Intelligence,ecommerce,300000,operating,USA,CT,Shelton,Shelton,1,2006-03-01,2006-03-01,2006-03-01,2006-03-01
/company/trakbill,TrakBill,software,600000,operating,USA,MO,Saint Louis,Saint Louis,3,2012-02-01,2013-01-30,2013-07-09,2013-07-09
/company/tranquilmed,TranquilMed,biotech,27000,operating,USA,UT,Salt Lake City,Provo,1,2010-04-04,2010-04-05,2010-04-05,2010-05-01
/company/transaction-wireless,Transaction Wireless,mobile,4250000,operating,USA,CA,San Diego,San Diego,2,2006-01-01,2008-09-01,2009-12-09,
/company/transactiontree,TransactionTree,software,185000,operating,USA,GA,Atlanta,Atlanta,1,2009-01-01,2011-09-23,2011-09-23,2010-08-01
/company/transactis,Transactis,software,25700000,acquired,USA,NY,Charlotte,Charlotte,7,,2007-02-01,2012-11-14,2010-12-01
/company/transactiv,Transactiv,advertising,1200000,operating,USA,OH,Cincinnati,Cincinnati,1,2009-07-01,2009-10-13,2009-10-13,2009-10-13
/company/transatomic-power-corporation,Transatomic Power Corporation,cleantech,763000,operating,USA,MA,Boston,Cambridge,1,2010-01-01,2012-05-31,2012-05-31,
/company/transbiotec,TransBioTec,manufacturing,3000000,operating,USA,CA,Los Angeles,Seal Beach,1,2004-01-01,2012-09-25,2012-09-25,
/company/transcend-medical,Transcend Medical,medical,60400000,operating,USA,CA,SF Bay,Menlo Park,3,2006-01-01,2009-06-01,2012-01-17,2012-01-01
/company/transcept-pharmaceuticals,Transcept Pharmaceuticals,biotech,40000000,operating,USA,CA,Point Richmond,Point Richmond,1,,2007-03-08,2007-03-08,
/company/transcepta,Transcepta,software,3000000,operating,USA,CA,Los Angeles,Aliso Viejo,1,2005-01-01,2006-12-18,2006-12-18,2006-01-01
/company/transcribeme,TranscribeMe,software,1350000,operating,USA,CA,SF Bay,Emeryville,2,2011-09-01,2012-05-15,2012-11-05,2013-01-01
/company/transcriptic,Transcriptic,consulting,1200000,operating,USA,CA,SF Bay,Menlo Park,1,2012-01-01,2012-11-28,2012-11-28,2012-12-13
/company/transenterix,TransEnterix,medical,87177415,operating,USA,NC,Raleigh-Durham,Durham,4,2006-01-01,2010-01-21,2013-08-12,2013-09-04
/company/transera-communications,Transera Communications,software,37000000,operating,USA,CA,SF Bay,Sunnyvale,3,2004-01-01,2005-08-17,2009-03-12,2013-01-01
/company/transform-software-and-services,Transform Software and Services,,2500000,operating,USA,CO,Denver,Littleton,1,2004-01-01,2005-08-05,2005-08-05,
/company/transgenomic,Transgenomic,biotech,33300000,operating,USA,NE,Omaha,Omaha,3,,2012-01-13,2013-02-06,2001-01-01
/company/transgenrx,TransGenRx,biotech,6505600,operating,USA,LA,Baton Rouge,BATON ROUGE,1,,2010-10-14,2010-10-14,
/company/translattice,TransLattice,transportation,19782555,operating,USA,CA,SF Bay,Santa Clara,2,2007-01-01,2010-11-01,2013-06-07,2010-01-01
/company/transmedia,Transmedia Corporation,software,6500000,operating,USA,NY,New York,New York,1,2001-01-01,,,2012-12-01
/company/transmedics,TransMedics,medical,137173982,operating,USA,MA,Boston,Andover,7,1998-01-01,2004-01-27,2012-11-21,2012-01-01
/company/transnet,TransNet,software,700000,operating,USA,NJ,Somerville,Somerville,1,1969-01-01,2009-10-01,2009-10-01,
/company/transomic,transOMIC,biotech,20000,operating,USA,AL,Huntsville,Huntsville,1,2012-01-01,2012-03-08,2012-03-08,
/company/transonic-combustion,Transonic Combustion,cleantech,32000000,operating,USA,CA,Santa Barbara,Camarillo,1,2006-01-01,2012-11-08,2012-11-08,2006-08-01
/company/transparency-software,Transparency Software,software,12050000,operating,USA,CA,SF Bay,Palo Alto,2,2004-01-01,2005-03-09,2007-07-01,
/company/transpera,Transpera,mobile,17250000,acquired,USA,CA,SF Bay,San Francisco,3,2007-01-01,2007-07-23,2010-06-02,2011-02-04
/company/transphorm,Transphorm,cleantech,80000000,operating,USA,CA,Santa Barbara,Goleta,3,2007-01-01,2011-02-23,2012-10-01,2012-01-01
/company/iwidgets,Transpond,advertising,4100000,acquired,USA,CA,SF Bay,San Francisco,1,2007-01-01,2009-02-04,2009-02-04,2010-03-03
/company/transposagen-biopharmaceuticals,Transposagen Biopharmaceuticals,biotech,5380000,operating,USA,KY,Lexington,Lexington,3,2003-10-23,2011-12-20,2013-06-21,
/company/transtech-pharma,TransTech Pharma,biotech,50000000,operating,USA,NC,High Point,High Point,1,1999-01-01,2010-06-08,2010-06-08,
/company/transwitch,TranSwitch,semiconductor,2729500,ipo,USA,CT,Shelton,Shelton,2,1988-01-01,2013-08-22,2013-09-03,2013-08-19
/company/tranzlogic,Tranzlogic,analytics,2499967,operating,USA,CA,Los Angeles,Westlake Village,3,2011-10-01,2012-11-28,2013-05-14,
/company/trapeze-networks,Trapeze Networks,,47500000,acquired,USA,CA,SF Bay,Pleasanton,2,2002-01-01,2005-04-06,2006-08-28,2010-01-01
/company/chattertrap,Trapit,web,15887748,operating,USA,CA,SF Bay,Palo Alto,5,2010-01-01,2011-12-19,2013-09-20,2011-02-01
/company/trapster,Trapster,web,1700000,acquired,USA,CA,San Diego,Carlsbad,1,2003-01-01,2009-03-01,2009-03-01,2010-04-12
/company/travanti-pharma,Travanti Pharma,biotech,7500000,operating,USA,MN,Mendota Heights,Mendota Heights,1,,2006-07-27,2006-07-27,
/company/travedoc,TraveDoc,mobile,100000,operating,USA,MA,Boston,Boston,2,2012-11-19,2012-11-12,2013-04-29,2013-02-01
/company/travefy,Travefy,web,415000,operating,USA,NE,Omaha,Lincoln,2,2012-04-01,2013-01-01,2013-09-23,2012-10-01
/company/travelknowledge,TravelKnowledge,software,100000,operating,USA,CA,SF Bay,San Francisco,1,2012-01-01,2012-07-03,2012-07-03,
/company/travelmuse,TravelMuse,web,5600000,acquired,USA,NY,New York,New York,3,2007-04-16,2007-05-01,2009-06-01,2012-02-28
/company/traversa-therapeutics,Traversa Therapeutics,biotech,7000000,operating,USA,CA,San Diego,La Jolla,2,,2008-02-04,2009-04-07,
/company/traverse-networks,Traverse Networks,network_hosting,8500000,acquired,USA,CA,SF Bay,San Ramon,1,2001-01-01,2005-02-14,2005-02-14,
/company/trax-technologies,Trax Technologies,consulting,16600000,operating,USA,AZ,Phoenix,Scottsdale,2,,2013-02-14,2013-08-05,2006-01-01
/company/traxian,Traxian,software,185000,operating,USA,CA,SF Bay,San Francisco,1,,2010-01-11,2010-01-11,
/company/traxo,Traxo,travel,1200000,operating,USA,TX,Dallas,Dallas,2,2008-04-01,2010-06-01,2012-06-01,2012-12-05
/company/traxpay,Traxpay,finance,4000000,operating,USA,CA,SF Bay,Silicon Valley,1,2012-01-01,2012-06-26,2012-06-26,2012-07-23
/company/traycer-diagnostic-systems,Traycer Diagnostic Systems,biotech,5505037,operating,USA,OH,Columbus,Columbus,2,2007-01-01,2012-10-04,2013-09-06,
/company/treasure-data,Treasure Data,analytics,7750000,operating,USA,CA,SF Bay,Mountain View,3,,2012-09-28,2013-07-22,2013-08-01
/company/treasure-valley-surgery-center,Treasure Valley Surgery Center,biotech,980000,operating,USA,ID,Nampa,NAMPA,1,2012-01-01,2012-05-18,2012-05-18,
/company/treasure-valley-urology-services,Treasure Valley Urology Services,biotech,51009,operating,USA,TX,Austin,Austin,1,2004-01-01,2011-11-07,2011-11-07,
/company/treatfeed,TreatFeed,web,5400000,closed,USA,CA,Los Angeles,Los Angeles,1,,2011-04-19,2011-04-19,2011-04-19
/company/tred,Tred,automotive,1800000,operating,USA,WA,Seattle,Seattle,3,2012-01-01,2011-08-01,2013-01-15,2013-06-19
/company/treehouse,Treehouse,education,12350000,operating,USA,FL,Orlando,Orlando,3,2011-11-01,2011-10-17,2013-04-10,2013-06-13
/company/treemo-labs,Treemo Labs,mobile,2550000,operating,USA,WA,Seattle,Seattle,1,2005-01-01,2007-10-01,2007-10-01,
/company/treering,TreeRing,social,3600000,operating,USA,CA,SF Bay,San Mateo,1,2010-01-01,2012-09-25,2012-09-25,2009-03-01
/company/trefis,Trefis,analytics,2130000,operating,USA,MA,Boston,Boston,2,2007-01-01,2008-11-01,2010-06-02,2010-06-02
/company/trellie,Trellie,hardware,1579137,operating,USA,KS,Kansas City,Westwood,3,2012-06-01,2012-11-19,2013-04-29,2013-02-09
/company/trelligence,Trelligence,software,2250000,operating,USA,TX,Houston,Houston,1,,2010-01-25,2010-01-25,
/company/trellis-automation,Trellis Automation,mobile,568000,operating,USA,OR,Portland,Portland,3,2012-03-29,2012-10-24,2013-09-18,2012-07-16
/company/trellis-bioscience,Trellis Bioscience,biotech,10235000,operating,USA,CA,SF Bay,San Francisco,2,,2007-02-14,2011-11-09,2012-01-01
/company/trelys,TRELYS,,2500000,operating,USA,CA,SF Bay,San Francisco,1,,2013-06-13,2013-06-13,
/company/tremor-video,Tremor Video,advertising,116400000,ipo,USA,NY,New York,New York,8,2005-01-01,2006-03-01,2011-09-12,2013-05-23
/company/trendabl,Trendabl,fashion,1655000,operating,USA,NY,New York,New York,2,2012-01-01,2012-05-21,2012-10-10,2012-10-10
/company/trendalytics,Trendalytics,analytics,40000,operating,USA,NY,New York,New York,1,,2013-01-07,2013-01-07,
/company/trendkite,TrendKite,software,1200000,operating,USA,TX,Austin,Austin,1,2012-01-01,2013-08-21,2013-08-21,
/company/trendpo,TrendPo,analytics,50000,operating,USA,DC,Washington DC,Washington,1,2012-05-01,2013-05-01,2013-05-01,2012-05-01
/company/trendslide,Trendslide,mobile,125000,acquired,USA,NH,Manchester,Manchester,2,2011-08-01,2011-08-01,2012-03-01,2012-03-05
/company/trendy-entertainment,Trendy Entertainment,games_video,18238879,operating,USA,FL,Gainesville,Gainesville,1,2009-01-01,2012-07-31,2012-07-31,
/company/trendy-mondays,Trendy Mondays,fashion,91000,operating,USA,CA,SF Bay,San Francisco,1,,2012-06-05,2012-06-05,
/company/trenstar,TrenStar,software,10000000,acquired,USA,CO,Denver,Greenwood Village,1,2001-01-01,2007-04-06,2007-04-06,2002-01-01
/company/tres-amigas,Tres Amigas,cleantech,12000000,operating,USA,NM,Santa Fe,Santa Fe,1,,2011-12-28,2011-12-28,
/company/tresata,Tresata,analytics,750000,operating,USA,NC,Charlotte,Charlotte,1,2011-01-01,2012-12-04,2012-12-04,
/company/tresensa,TreSensa,games_video,1300000,operating,USA,NY,New York,New York,2,2011-01-01,2012-07-23,2013-04-15,2012-10-01
/company/trevena,Trevena,biotech,129000000,operating,USA,PA,Philadelphia,King of Prussia,4,,2008-03-01,2013-05-09,
/company/treventis,Treventis,biotech,4400000,operating,USA,PA,Philadelphia,Bryn Mawr,1,,2013-09-19,2013-09-19,
/company/trevi-therapeutics,Trevi Therapeutics,biotech,6564102,operating,USA,CT,unknown,Sandy Hook,1,2011-01-01,2012-12-18,2012-12-18,
/company/tri-medics,Tri-Medics,biotech,160000,operating,USA,MA,Foxboro,Foxboro,1,2000-01-01,2012-07-27,2012-07-27,
/company/tria-beauty,TRIA Beauty,ecommerce,183100003,operating,USA,CA,SF Bay,Pleasanton,6,2003-01-01,2007-05-24,2013-07-09,2012-01-01
/company/triactive,TriActive,software,2100000,operating,USA,TX,Austin,Austin,1,,2007-04-30,2007-04-30,2005-01-01
/company/triad-digital-media,Triad Digital Media,advertising,,operating,USA,FL,Tampa,Tampa,1,2004-01-01,2009-12-04,2009-12-04,2011-03-01
/company/triad-semiconductor,Triad Semiconductor,semiconductor,6000000,operating,USA,NC,Winston Salem,Winston-Salem,1,,2011-06-07,2011-06-07,
/company/triage-wireless,Triage Wireless,biotech,20300000,operating,USA,CA,San Diego,San Diego,1,2004-06-01,2008-03-31,2008-03-31,
/company/trialpay,TrialPay,advertising,55800000,operating,USA,CA,SF Bay,Mountain View,3,2006-02-09,2007-02-20,2012-01-31,2013-06-07
/company/triangulate,Triangulate,web,1500000,operating,USA,CA,SF Bay,Palo Alto,2,2009-01-01,2010-03-15,2010-07-27,2010-07-27
/company/tribe,Tribe,web,3050000,acquired,USA,CA,SF Bay,Los Gatos,1,2003-01-01,2006-02-24,2006-02-24,2009-08-10
/company/tribogenics,Tribogenics,medical,8700000,operating,USA,CA,Los Angeles,Marina Del Rey,2,,2011-12-05,2012-09-24,
/company/tribotek,Tribotek,hardware,13000000,operating,USA,MA,Boston,Burlington,1,2001-01-01,2005-08-19,2005-08-19,
/company/tribr,tribr,mobile,100000,operating,USA,SC,Greenville,Greenville,2,2012-04-01,2012-04-27,2013-04-16,2012-04-01
/company/tricipher,TriCipher,enterprise,40100000,acquired,USA,CA,SF Bay,Los Gatos,4,2000-01-01,2005-02-14,2009-12-28,2007-01-01
/company/tricycle,Tricycle,,2175000,operating,USA,TN,Chattanooga,Chattanooga,5,2002-01-01,2002-01-01,2009-01-01,2011-10-05
/company/triea-systems,Triea Systems,cleantech,2200000,operating,USA,,unknown,Frederick,1,,2013-06-27,2013-06-27,
/company/trifacta,Trifacta,software,4300000,operating,USA,CA,SF Bay,San Francisco,1,2012-01-01,2012-01-01,2012-01-01,2012-01-01
/company/trigemina,Trigemina,biotech,4805000,operating,USA,CA,SF Bay,Moraga,2,,2009-12-28,2013-06-17,
/company/trigence,Trigence,web,15100000,operating,USA,NJ,New York,Jersey City,4,2004-01-01,2003-05-01,2007-02-06,
/company/triggerio-2,Trigger,mobile,1000000,operating,USA,CA,SF Bay,San Francisco,1,2011-01-01,2012-01-17,2012-01-17,
/company/triggermail,TriggerMail,software,1219452,operating,USA,NY,New York,New York,2,2013-01-06,2013-04-02,2013-07-23,2013-06-27
/company/triggit,Triggit,advertising,18450000,operating,USA,CA,SF Bay,San Francisco,5,2006-10-01,2007-03-01,2013-05-16,2013-01-08
/company/trilibis,Trilibis,mobile,5700000,operating,USA,CA,SF Bay,San Mateo,1,2002-01-01,2008-01-01,2008-01-01,2012-05-07
/company/trilliant,Trilliant,hardware,146000000,operating,USA,CA,SF Bay,Redwood City,3,1995-01-01,2008-08-19,2010-12-21,2010-07-15
/company/trilogic-pharma,TriLogic Pharma,biotech,222866,operating,USA,AL,Montgomery,Montgomery,1,2000-01-01,2012-08-01,2012-08-01,
/company/trilumina,TriLumina,automotive,1105564,operating,USA,MN,unknown,Albuquerque,1,,2012-07-23,2012-07-23,
/company/trinity-biosystems,Trinity Biosystems,biotech,28500000,closed,USA,CA,SF Bay,Menlo Park,2,2002-01-01,2006-07-18,2009-11-09,
/company/trinity-noble,Trinity-Noble,enterprise,100000,operating,USA,PA,Philadelphia,Doylestown,1,2007-01-01,,,2012-12-31
/company/trion-world-network,Trion Worlds,games_video,185000000,operating,USA,CA,SF Bay,Redwood City,3,2006-01-01,2007-07-09,2012-01-19,2013-01-01
/company/triond,Triond,web,1500000,operating,USA,AZ,Phoenix,Scottsdale,1,,2009-02-03,2009-02-03,2013-01-09
/company/tripadvisor,TripAdvisor,web,,acquired,USA,MA,Boston,Newton,1,2000-02-01,2000-01-01,2000-01-01,2013-08-28
/company/triparazzi,Triparazzi,photo_video,50000,operating,USA,NY,New York,Brooklyn,1,2010-01-01,2012-08-22,2012-08-22,
/company/tripconnect,TripConnect,,1000000,operating,USA,NY,New York,New York,1,2004-01-01,2006-09-12,2006-09-12,
/company/tripeese,Tripeese,web,50000,operating,USA,CA,SF Bay,San Francisco,1,2013-01-01,2013-04-09,2013-04-09,2013-04-01
/company/tripit,TripIt,travel,13100000,acquired,USA,CA,SF Bay,San Francisco,3,2006-10-01,2007-04-01,2010-03-04,2012-09-15
/company/tripjane,tripJane,network_hosting,,operating,USA,CA,SF Bay,San Francisco,1,,2008-01-01,2008-01-01,1998-06-01
/company/tripl,Tripl,social,900000,closed,USA,NY,New York,New York,3,2011-05-17,2011-05-20,2012-07-09,2012-08-07
/company/triplay,TriPlay,enterprise,5000000,operating,USA,NY,New York,New York,1,,2012-08-22,2012-08-22,2012-08-22
/company/triplegift,TripleGift,other,14000,operating,USA,CA,SF Bay,Pleasanton,1,,2011-09-14,2011-09-14,
/company/triple-lift,TripleLift,advertising,2125000,operating,USA,NY,New York,New York,2,2012-01-09,2012-01-11,2012-06-01,2012-06-01
/company/triples-media,Triples Media,advertising,100000,closed,USA,NY,New York,New York,2,2010-06-01,2011-03-01,2011-03-01,
/company/tripleseat,Tripleseat,hospitality,500000,operating,USA,MA,Boston,Acton,1,,2010-12-08,2010-12-08,2011-01-01
/company/tripletree,TripleTree,finance,3200000,operating,USA,MN,Minneapolis,Minneapolis,1,1997-01-01,2013-06-07,2013-06-07,
/company/triplingo,TripLingo,travel,703768,operating,USA,GA,Atlanta,Atlanta,2,2011-01-01,2011-09-23,2012-09-25,2011-02-02
/company/tripology,Tripology,web,1250000,operating,USA,NY,New York,New York,1,2006-01-01,2007-01-01,2007-01-01,2012-11-28
/company/triporati,Triporati,web,6000000,operating,USA,CA,SF Bay,San Francisco,1,2008-07-07,2008-08-30,2008-08-30,2010-12-01
/company/tripovation,TripOvation,web,3000000,operating,USA,,TBD,,1,,2007-05-01,2007-05-01,
/company/tripping,Tripping,travel,1000000,operating,USA,CA,SF Bay,San Francisco,1,2010-01-01,2011-07-11,2011-07-11,2013-05-22
/company/trippy,Trippy,travel,1750000,operating,USA,CA,Los Angeles,Manhattan Beach,1,2011-01-01,2011-11-15,2011-11-15,2012-07-31
/company/triprental-com,Triprental.com,travel,500000,operating,USA,IL,Chicago,Chicago,1,,2013-02-01,2013-02-01,2011-01-01
/company/trips-n-salsa,Trips n Salsa,other,,operating,USA,SC,Greenville,Greenville,1,2012-06-01,2012-07-01,2012-07-01,
/company/triptrotting,Triptrotting,travel,1800000,operating,USA,CA,SF Bay,San Francisco,3,2011-01-01,2011-01-01,2012-05-22,2013-05-01
/company/tripware,Tripware,software,,operating,USA,AZ,Phoenix,Mesa,1,2007-12-01,2007-09-01,2007-09-01,
/company/triquint-semiconductor,TriQuint Semiconductor,semiconductor,7000277,ipo,USA,OR,Portland,Hillsboro,1,1985-01-01,2013-08-13,2013-08-13,
/company/trireme-medical,TriReme Medical,medical,50500000,operating,USA,CA,SF Bay,Pleasanton,3,2005-01-01,2007-10-16,2012-11-27,
/company/tririga,TRIRIGA,cleantech,5000000,acquired,USA,NV,Las Vegas,Las Vegas,1,2000-01-01,2002-02-01,2002-02-01,2011-04-14
/company/tristar-investors,TriStar Investors,mobile,15000000,operating,USA,PA,Pittsburg,Pittsburgh,1,2005-01-01,2012-04-20,2012-04-20,
/company/triton-algae-innovations,Triton Algae Innovations,biotech,5000000,operating,USA,CA,San Diego,San Diego,1,,2013-09-04,2013-09-04,
/company/triumfant,Triumfant,software,9000000,operating,USA,MD,Washington DC,Rockville,1,2002-01-01,2006-03-02,2006-03-02,2012-01-01
/company/trivascular,TriVascular,medical,215000000,operating,USA,CA,SF Bay,Santa Rosa,4,1998-01-01,2008-03-31,2012-06-04,
/company/trivie,Trivie,games_video,3675790,operating,USA,TX,Dallas,Dallas,2,2011-06-01,2011-10-20,2012-09-06,
/company/troika-networks,Troika Networks,network_hosting,14400000,acquired,USA,CA,Los Angeles,Westlake Village,1,1998-01-01,2005-07-14,2005-07-14,
/company/trony-solar,Trony Solar,cleantech,20000000,ipo,USA,,Shenzhen,Shenzhen,1,1993-01-01,2008-10-28,2008-10-28,
/company/troopswap,TroopSwap,web,7373692,operating,USA,VA,Washington DC,Mclean,7,2010-01-02,2010-02-01,2013-02-08,2011-06-13
/company/trooval-com,Trooval,analytics,2387481,closed,USA,NV,Las Vegas,Henderson,2,2008-09-01,2010-04-07,2010-11-05,2008-10-01
/company/troppus-software-corporation,Troppus Software Corporation,software,1400000,operating,USA,CO,Denver,Superior,3,2009-04-02,2009-04-02,2010-07-01,2009-04-02
/company/troux-technologies,Troux Technologies,enterprise,33850000,operating,USA,TX,Austin,Austin,3,2001-01-01,2005-01-14,2009-10-08,
/company/trov,Trov,software,6800000,operating,USA,CA,SF Bay,San Ramon,1,2012-01-01,2013-07-30,2013-07-30,2013-07-30
/company/trovagene,TrovaGene,biotech,10358200,closed,USA,CA,San Diego,San Diego,2,1999-01-01,2012-03-27,2012-12-19,
/company/trove,TROVE Predictive Data Science,analytics,2300000,operating,USA,FL,Palm Beach,Delray Beach,2,2011-01-01,2011-05-11,2013-08-26,2011-01-01
/company/trovebox,Trovebox,web,387000,operating,USA,CA,SF Bay,Sunnyvale,2,2011-06-01,2011-07-13,2012-07-01,2012-09-01
/company/trover,Trover,photo_video,2500000,operating,USA,WA,Seattle,Seattle,1,,2013-07-25,2013-07-25,2013-07-25
/company/trovix,Trovix,search,18250000,acquired,USA,CA,SF Bay,Mountain View,2,2002-01-01,2005-12-07,2006-09-06,2006-01-01
/company/truanttoday,TruantToday,messaging,,closed,USA,CA,Los Angeles,Los Angeles,1,,2011-08-01,2011-08-01,2010-12-01
/company/truckily,Truckily,software,120000,operating,USA,MO,Kansas City,Kansas City,1,2012-04-17,2013-06-11,2013-06-11,2012-04-17
/company/truclinic,TruClinic,other,300000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2010-01-01,2012-05-18,2012-05-18,
/company/true-linkswear,TRUE linkswear,ecommerce,1456338,operating,USA,AZ,Phoenix,Scottsdale,1,2010-01-01,2012-06-29,2012-06-29,
/company/true-north-technology,True North Technology,software,3250000,operating,USA,GA,Atlanta,Duluth,1,,2007-08-07,2007-08-07,
/company/true-office,True Office,games_video,3000000,operating,USA,NY,New York,New York,1,2010-01-01,2013-01-24,2013-01-24,2013-02-07
/company/true-co,True&Co,fashion,2000000,operating,USA,CA,California - Other,,2,2012-05-01,2012-05-01,2013-08-01,2013-01-01
/company/trueability,TrueAbility,enterprise,2750000,operating,USA,TX,San Antonio,San Antonio,2,,2012-11-01,2013-07-29,2013-01-01
/company/trueanthem,trueAnthem,advertising,7481854,operating,USA,CA,SF Bay,San Francisco,3,2008-01-01,2008-07-28,2013-08-29,2013-08-28
/company/truecar,TRUECar,automotive,238300000,operating,USA,CA,Los Angeles,Santa Monica,3,2005-01-01,2008-09-01,2011-09-07,2012-01-01
/company/truedemand-software,TrueDemand Software,software,16700000,acquired,USA,CA,SF Bay,Los Gatos,3,2004-01-01,2005-08-02,2008-02-27,
/company/trueex,trueEX,enterprise,10225000,operating,USA,NY,New York,New York,4,2010-01-01,2011-11-11,2013-07-23,2010-01-01
/company/trueffect,Trueffect,advertising,6969580,operating,USA,CO,Denver,Westminster,2,,2012-05-24,2013-05-09,2013-09-05
/company/trueinsider-inc,TrueInsider,web,,operating,USA,CA,SF Bay,Palo Alto,1,2009-01-01,2009-05-01,2009-05-01,
/company/truelens,TrueLens,analytics,1200000,operating,USA,MA,Boston,Cambridge,1,,2012-12-03,2012-12-03,2012-01-01
/company/truemotion-spine,TrueMotion Spine,hardware,122500,operating,USA,FL,Gainesville,Gainesville,1,2011-01-01,2012-02-01,2012-02-01,
/company/truespan,TrueSpan,mobile,,operating,USA,CA,Los Angeles,Long Beach,1,,2005-05-15,2005-05-15,
/company/truevision,Truevision,biotech,8821935,operating,USA,CA,Santa Barbara,Santa Barbara,4,2003-01-01,2012-05-07,2013-08-14,
/company/truhearing,TruHearing,health,10549151,operating,USA,UT,Salt Lake City,West Jordan,1,2003-01-01,2013-01-04,2013-01-04,
/company/truist,Truist,enterprise,4700000,acquired,USA,DC,Washington DC,Washington,2,2008-01-01,2005-10-27,2008-10-30,2013-02-19
/company/trulia,Trulia,search,32800000,operating,USA,CA,SF Bay,San Francisco,4,2004-05-01,2005-09-01,2008-07-10,2013-08-20
/company/truly-wireless,Truly Wireless,enterprise,,operating,USA,NY,New York,New York,1,2012-11-01,2013-05-01,2013-05-01,2013-01-01
/company/trumaker,Trumaker,ecommerce,1900000,operating,USA,CA,SF Bay,San Francisco,1,,2012-10-15,2012-10-15,
/company/trumarx-data-partners,TruMarx Data Partners,software,500000,operating,USA,IL,Chicago,Chicago,2,2006-01-01,2010-10-14,2012-08-06,
/company/trumba-corporation,Trumba Corporation,software,8000000,operating,USA,WA,Seattle,Seattle,1,,2005-11-21,2005-11-21,2006-05-01
/company/trunity,Trunity,education,4491500,ipo,USA,NH,Portsmouth,Portsmouth,3,2009-08-01,2009-12-11,2013-06-06,2013-04-15
/company/the-trunk-club,Trunk Club,fashion,11000000,operating,USA,IL,Chicago,Chicago,1,2009-01-01,2011-09-08,2011-09-08,2013-05-20
/company/trunqshow,TrunqShow,mobile,225000,operating,USA,NY,New York,New York,1,2012-01-01,2012-04-01,2012-04-01,
/company/trupanion,Trupanion,pets,9000000,operating,USA,WA,Seattle,Seattle,1,1999-01-01,2011-12-14,2011-12-14,2007-04-01
/company/trusera,Trusera,web,2000000,closed,USA,WA,Seattle,Seattle,1,2007-01-01,2007-06-01,2007-06-01,2009-05-20
/company/trust-digital,Trust Digital,mobile,23500000,acquired,USA,VA,Washington DC,McLean,3,2003-03-01,2005-11-04,2009-07-29,2010-05-24
/company/trust-metrics,Trust Metrics,advertising,500000,operating,USA,NY,New York,New York,1,,2011-12-01,2011-12-01,2011-10-01
/company/trustcloud,TrustCloud,enterprise,500000,operating,USA,NY,New York,New York,1,2009-10-01,2010-01-01,2010-01-01,2012-02-01
