school,position,county_code,conference
Presbyterian Blue Hose,db,45059,big-south
Western Carolina Catamounts,wr,45063,southern
South Carolina State Bulldogs,wr,45063,meac
South Carolina Gamecocks,wr,45063,sec
Georgia Bulldogs,wr,45063,sec
Campbell Fighting Camels,wr,45063,pioneer
Presbyterian Blue Hose,te,45063,big-south
Georgia Bulldogs,te,45063,sec
Elon Phoenix,rb,45063,southern
Wofford Terriers,qb,45063,southern
Troy Trojans,ol,45063,sun-belt
South Carolina Gamecocks,ol,45063,sec
South Carolina Gamecocks,ol,45063,sec
Presbyterian Blue Hose,ol,45063,big-south
Old Dominion Monarchs,ol,45063,fbs-independents
Gardner-Webb Runnin' Bulldogs,ol,45063,big-south
Furman Paladins,ol,45063,southern
East Carolina Pirates,ol,45063,conference-usa
Appalachian State Mountaineers,ol,45063,southern
South Carolina Gamecocks,lb,45063,sec
Navy Midshipmen,lb,45063,fbs-independents
Georgia Southern Eagles,lb,45063,southern
Gardner-Webb Runnin' Bulldogs,lb,45063,big-south
Furman Paladins,lb,45063,southern
South Carolina Gamecocks,k-p,45063,sec
Elon Phoenix,dl,45063,southern
Campbell Fighting Camels,dl,45063,pioneer
Wofford Terriers,db,45063,southern
Wofford Terriers,db,45063,southern
Western Carolina Catamounts,db,45063,southern
Stetson Hatters,db,45063,pioneer
Oklahoma State Cowboys,db,45063,big-12
North Carolina Tar Heels,db,45063,acc
South Carolina State Bulldogs,ol,45067,meac
North Carolina State Wolfpack,dl,45069,acc
East Carolina Pirates,dl,45069,conference-usa
Furman Paladins,db,45071,southern
Western Carolina Catamounts,ol,45073,southern
Furman Paladins,db,45073,southern
Youngstown State Penguins,wr,45075,missouri-valley
Howard Bison,wr,45075,meac
Clemson Tigers,wr,45075,acc
Youngstown State Penguins,te,45075,missouri-valley
Citadel Bulldogs,rb,45075,southern
South Carolina State Bulldogs,ol,45075,meac
Howard Bison,ol,45075,meac
Western Carolina Catamounts,lb,45075,southern
South Carolina State Bulldogs,dl,45075,meac
South Carolina State Bulldogs,db,45075,meac
Howard Bison,db,45075,meac
Clemson Tigers,db,45075,acc
Stephen F. Austin Lumberjacks,wr,45077,southland
South Carolina State Bulldogs,wr,45077,meac
Clemson Tigers,wr,45077,acc
Presbyterian Blue Hose,te,45077,big-south
Clemson Tigers,te,45077,acc
Western Carolina Catamounts,rb,45077,southern
Clemson Tigers,rb,45077,acc
Wofford Terriers,qb,45077,southern
Clemson Tigers,qb,45077,acc
Wofford Terriers,ol,45077,southern
Clemson Tigers,ol,45077,acc
Clemson Tigers,ol,45077,acc
UTEP Miners,k-p,45077,conference-usa
Clemson Tigers,dl,45077,acc
Clemson Tigers,dl,45077,acc
South Carolina Gamecocks,db,45077,sec
Gardner-Webb Runnin' Bulldogs,db,45077,big-south
Clemson Tigers,db,45077,acc
Charleston Southern Buccaneers,db,45077,big-south
Wofford Terriers,wr,45079,southern
South Carolina State Bulldogs,wr,45079,meac
Presbyterian Blue Hose,wr,45079,big-south
North Carolina A&T Aggies,wr,45079,meac
NC Central Eagles,wr,45079,meac
Miami (OH) RedHawks,wr,45079,mid-american
Miami (OH) RedHawks,wr,45079,mid-american
Indiana State Sycamores,wr,45079,missouri-valley
Hampton Pirates,wr,45079,meac
Georgia State Panthers,wr,45079,sun-belt
Coastal Carolina Chanticleers,wr,45079,big-south
Charleston Southern Buccaneers,wr,45079,big-south
South Carolina Gamecocks,rb,45079,sec
Georgia Tech Yellow Jackets,rb,45079,acc
Coastal Carolina Chanticleers,rb,45079,big-south
Citadel Bulldogs,rb,45079,southern
Campbell Fighting Camels,rb,45079,pioneer
Stanford Cardinal,qb,45079,pac-12
South Carolina State Bulldogs,qb,45079,meac
South Carolina Gamecocks,qb,45079,sec
Wofford Terriers,ol,45079,southern
Wofford Terriers,ol,45079,southern
Wofford Terriers,ol,45079,southern
Wake Forest Demon Deacons,ol,45079,acc
UAB Blazers,ol,45079,conference-usa
Southern University Jaguars,ol,45079,swac
South Carolina State Bulldogs,ol,45079,meac
Presbyterian Blue Hose,ol,45079,big-south
Presbyterian Blue Hose,ol,45079,big-south
Georgia State Panthers,ol,45079,sun-belt
Duke Blue Devils,ol,45079,acc
Appalachian State Mountaineers,ol,45079,southern
Clemson Tigers,lb,45079,acc
Coastal Carolina Chanticleers,k-p,45079,big-south
Citadel Bulldogs,k-p,45079,southern
Youngstown State Penguins,dl,45079,missouri-valley
UNLV Rebels,dl,45079,mountain-west
South Carolina State Bulldogs,dl,45079,meac
South Carolina State Bulldogs,dl,45079,meac
Presbyterian Blue Hose,dl,45079,big-south
Presbyterian Blue Hose,dl,45079,big-south
Massachusetts Minutemen,dl,45079,mid-american
Massachusetts Minutemen,dl,45079,mid-american
Kentucky Wildcats,dl,45079,sec
Cornell Big Red,dl,45079,ivy
Campbell Fighting Camels,dl,45079,pioneer
Appalachian State Mountaineers,dl,45079,southern
South Carolina State Bulldogs,db,45079,meac
South Carolina State Bulldogs,db,45079,meac
South Carolina State Bulldogs,db,45079,meac
Presbyterian Blue Hose,db,45079,big-south
North Carolina A&T Aggies,db,45079,meac
Holy Cross Crusaders,db,45079,patriot-league
Harvard Crimson,db,45079,ivy
Coastal Carolina Chanticleers,db,45079,big-south
Clemson Tigers,db,45079,acc
Campbell Fighting Camels,db,45079,pioneer
Air Force Falcons,db,45079,mountain-west
Clemson Tigers,dl,45081,acc
Wofford Terriers,wr,45083,southern
Western Carolina Catamounts,wr,45083,southern
South Carolina State Bulldogs,wr,45083,meac
South Carolina Gamecocks,wr,45083,sec
South Carolina Gamecocks,wr,45083,sec
Marshall Thundering Herd,wr,45083,conference-usa
Georgia Southern Eagles,wr,45083,southern
Clemson Tigers,wr,45083,acc
Clemson Tigers,wr,45083,acc
Charleston Southern Buccaneers,wr,45083,big-south
Wofford Terriers,te,45083,southern
Coastal Carolina Chanticleers,te,45083,big-south
Appalachian State Mountaineers,te,45083,southern
Wofford Terriers,rb,45083,southern
South Carolina State Bulldogs,qb,45083,meac
South Carolina Gamecocks,qb,45083,sec
Rutgers Scarlet Knights,qb,45083,american-athletic
Maryland Terrapins,qb,45083,acc
Hampton Pirates,qb,45083,meac
Western Carolina Catamounts,ol,45083,southern
South Carolina State Bulldogs,ol,45083,meac
Maryland Terrapins,ol,45083,acc
Liberty Flames,ol,45083,big-south
Harvard Crimson,ol,45083,ivy
Gardner-Webb Runnin' Bulldogs,ol,45083,big-south
Coastal Carolina Chanticleers,ol,45083,big-south
Coastal Carolina Chanticleers,ol,45083,big-south
Clemson Tigers,ol,45083,acc
Clemson Tigers,ol,45083,acc
Clemson Tigers,ol,45083,acc
Citadel Bulldogs,ol,45083,southern
Duke Blue Devils,lb,45083,acc
Citadel Bulldogs,lb,45083,southern
Charleston Southern Buccaneers,lb,45083,big-south
Wofford Terriers,k-p,45083,southern
Presbyterian Blue Hose,k-p,45083,big-south
Miami (OH) RedHawks,k-p,45083,mid-american
Campbell Fighting Camels,k-p,45083,pioneer
Western Carolina Catamounts,dl,45083,southern
UCLA Bruins,dl,45083,pac-12
Tennessee Volunteers,dl,45083,sec
Charleston Southern Buccaneers,dl,45083,big-south
Charleston Southern Buccaneers,dl,45083,big-south
Wofford Terriers,db,45083,southern
Western Carolina Catamounts,db,45083,southern
South Carolina Gamecocks,db,45083,sec
Presbyterian Blue Hose,db,45083,big-south
Houston Cougars,db,45083,american-athletic
Georgia Southern Eagles,db,45083,southern
Furman Paladins,db,45083,southern
Elon Phoenix,db,45083,southern
Coastal Carolina Chanticleers,db,45083,big-south
Appalachian State Mountaineers,db,45083,southern
South Carolina Gamecocks,te,45085,sec
Gardner-Webb Runnin' Bulldogs,te,45085,big-south
Furman Paladins,te,45085,southern
Clemson Tigers,te,45085,acc
Clemson Tigers,rb,45085,acc
Florida Atlantic Owls,qb,45085,conference-usa
Tennessee Volunteers,ol,45085,sec
NC Central Eagles,ol,45085,meac
Clemson Tigers,lb,45085,acc
South Carolina State Bulldogs,k-p,45085,meac
Toledo Rockets,dl,45085,mid-american
Southern Illinois Salukis,dl,45085,missouri-valley
Florida A&M Rattlers,dl,45085,meac
Citadel Bulldogs,dl,45085,southern
South Carolina State Bulldogs,db,45085,meac
Gardner-Webb Runnin' Bulldogs,wr,45087,big-south
Presbyterian Blue Hose,rb,45087,big-south
Wake Forest Demon Deacons,dl,45087,acc
South Carolina State Bulldogs,db,45089,meac
South Carolina Gamecocks,wr,45091,sec
Georgia Southern Eagles,wr,45091,southern
Clemson Tigers,wr,45091,acc
Alabama State Hornets,wr,45091,swac
North Carolina State Wolfpack,te,45091,acc
Clemson Tigers,te,45091,acc
Appalachian State Mountaineers,te,45091,southern
South Carolina State Bulldogs,rb,45091,meac
South Carolina Gamecocks,rb,45091,sec
South Carolina Gamecocks,rb,45091,sec
Mercer Bears,rb,45091,pioneer
Clemson Tigers,rb,45091,acc
Tennessee Volunteers,qb,45091,sec
Jacksonville Dolphins,qb,45091,pioneer
Citadel Bulldogs,qb,45091,southern
Gardner-Webb Runnin' Bulldogs,ol,45091,big-south
East Carolina Pirates,ol,45091,conference-usa
Coastal Carolina Chanticleers,ol,45091,big-south
Coastal Carolina Chanticleers,ol,45091,big-south
Clemson Tigers,ol,45091,acc
Citadel Bulldogs,ol,45091,southern
Appalachian State Mountaineers,ol,45091,southern
East Carolina Pirates,lb,45091,conference-usa
Coastal Carolina Chanticleers,lb,45091,big-south
Appalachian State Mountaineers,lb,45091,southern
South Carolina Gamecocks,k-p,45091,sec
South Carolina Gamecocks,k-p,45091,sec
South Carolina Gamecocks,dl,45091,sec
South Carolina Gamecocks,dl,45091,sec
South Carolina Gamecocks,dl,45091,sec
Presbyterian Blue Hose,dl,45091,big-south
Presbyterian Blue Hose,dl,45091,big-south
Liberty Flames,dl,45091,big-south
Kansas Jayhawks,dl,45091,big-12
Clemson Tigers,dl,45091,acc
Clemson Tigers,dl,45091,acc
Citadel Bulldogs,dl,45091,southern
Bryant Bulldogs,dl,45091,northeast
Western Carolina Catamounts,db,45091,southern
Hawaii Warriors,db,45091,mountain-west
Georgia Southern Eagles,db,45091,southern
Davidson Wildcats,db,45091,pioneer
Charlotte 49ers,db,45091,fcs-independents
Charleston Southern Buccaneers,db,45091,big-south
South Dakota Coyotes,wr,46009,missouri-valley
South Dakota Coyotes,rb,46009,missouri-valley
South Dakota State Jackrabbits,lb,46009,missouri-valley
South Dakota State Jackrabbits,ol,46011,missouri-valley
South Dakota State Jackrabbits,ol,46023,missouri-valley
South Dakota State Jackrabbits,lb,46029,missouri-valley
South Dakota State Jackrabbits,te,46039,missouri-valley
South Dakota State Jackrabbits,db,46051,missouri-valley
South Dakota State Jackrabbits,dl,46057,missouri-valley
Oklahoma Sooners,wr,46063,big-12
South Dakota Coyotes,qb,46065,missouri-valley
South Dakota State Jackrabbits,ol,46079,missouri-valley
South Dakota State Jackrabbits,db,46079,missouri-valley
South Dakota Coyotes,ol,46083,missouri-valley
Northern Iowa Panthers,wr,46099,missouri-valley
North Dakota State Bison,wr,46099,missouri-valley
Iowa Hawkeyes,wr,46099,big-ten
South Dakota State Jackrabbits,qb,46099,missouri-valley
South Dakota State Jackrabbits,ol,46099,missouri-valley
Oklahoma Sooners,ol,46099,big-12
North Dakota State Bison,ol,46099,missouri-valley
Iowa State Cyclones,ol,46099,big-12
South Dakota State Jackrabbits,lb,46099,missouri-valley
South Dakota Coyotes,lb,46099,missouri-valley
South Dakota Coyotes,lb,46099,missouri-valley
Nebraska Cornhuskers,lb,46099,big-ten
South Dakota State Jackrabbits,k-p,46099,missouri-valley
South Dakota State Jackrabbits,k-p,46099,missouri-valley
South Dakota State Jackrabbits,dl,46099,missouri-valley
South Dakota State Jackrabbits,dl,46099,missouri-valley
North Dakota State Bison,dl,46099,missouri-valley
North Dakota State Bison,db,46099,missouri-valley
North Dakota State Bison,db,46099,missouri-valley
Montana Grizzlies,db,46099,big-sky
Montana Grizzlies,db,46099,big-sky
South Dakota Coyotes,te,46103,missouri-valley
Valparaiso Crusaders,rb,46103,pioneer
South Dakota State Jackrabbits,ol,46103,missouri-valley
South Dakota Coyotes,lb,46103,missouri-valley
South Dakota Coyotes,dl,46103,missouri-valley
South Dakota State Jackrabbits,db,46119,missouri-valley
North Dakota,ol,46125,big-sky
New Mexico Lobos,rb,47001,mountain-west
Tennessee Tech Golden Eagles,qb,47001,ohio-valley
Tennessee Tech Golden Eagles,ol,47001,ohio-valley
Tennessee Tech Golden Eagles,lb,47001,ohio-valley
Yale Bulldogs,dl,47001,ivy
Austin Peay Governors,db,47001,ohio-valley
Samford Bulldogs,lb,47003,southern
Tennessee Volunteers,te,47005,sec
Memphis Tigers,qb,47005,american-athletic
Tennessee-Martin Skyhawks,ol,47005,ohio-valley
Brown Bears,wr,47009,ivy
Kentucky Wildcats,te,47009,sec
Chattanooga Mocs,te,47009,southern
Kentucky Wildcats,rb,47009,sec
Chattanooga Mocs,rb,47009,southern
Vanderbilt Commodores,qb,47009,sec
Tennessee Volunteers,ol,47009,sec
Tennessee Tech Golden Eagles,ol,47009,ohio-valley
Middle Tennessee Blue Raiders,ol,47009,conference-usa
Clemson Tigers,ol,47009,acc
Tennessee Volunteers,lb,47009,sec
Tennessee Volunteers,k-p,47009,sec
Tennessee Tech Golden Eagles,k-p,47009,ohio-valley
Austin Peay Governors,k-p,47009,ohio-valley
Virginia Military Institute Keydets,dl,47009,big-south
Columbia Lions,dl,47009,ivy
Tennessee Volunteers,db,47009,sec
Tennessee Tech Golden Eagles,db,47009,ohio-valley
Kentucky Wildcats,db,47009,sec
Chattanooga Mocs,wr,47011,southern
Pittsburgh Panthers,qb,47011,acc
Tennessee Volunteers,ol,47011,sec
Ole Miss Rebels,ol,47011,sec
Chattanooga Mocs,ol,47011,southern
Chattanooga Mocs,ol,47011,southern
UCF Knights,k-p,47011,american-athletic
Tennessee Tech Golden Eagles,db,47011,ohio-valley
Wofford Terriers,rb,47019,southern
Tennessee Tech Golden Eagles,rb,47019,ohio-valley
Austin Peay Governors,te,47021,ohio-valley
Tennessee Tech Golden Eagles,dl,47021,ohio-valley
Austin Peay Governors,db,47021,ohio-valley
Tennessee Tech Golden Eagles,dl,47023,ohio-valley
Tennessee Tech Golden Eagles,dl,47023,ohio-valley
Tennessee Tech Golden Eagles,wr,47029,ohio-valley
Chattanooga Mocs,ol,47029,southern
Tennessee Tech Golden Eagles,rb,47031,ohio-valley
Tennessee Tech Golden Eagles,qb,47031,ohio-valley
Chattanooga Mocs,ol,47031,southern
Tennessee Volunteers,unknown,47035,sec
Tennessee Tech Golden Eagles,ol,47035,ohio-valley
Tennessee-Martin Skyhawks,wr,47037,ohio-valley
Tennessee Volunteers,wr,47037,sec
Tennessee State Tigers,wr,47037,ohio-valley
Tennessee State Tigers,wr,47037,ohio-valley
Tennessee State Tigers,wr,47037,ohio-valley
Tennessee State Tigers,wr,47037,ohio-valley
Middle Tennessee Blue Raiders,wr,47037,conference-usa
Mercer Bears,wr,47037,pioneer
Mercer Bears,wr,47037,pioneer
Kentucky Wildcats,wr,47037,sec
Furman Paladins,wr,47037,southern
Chattanooga Mocs,wr,47037,southern
Austin Peay Governors,wr,47037,ohio-valley
Austin Peay Governors,wr,47037,ohio-valley
Tennessee Tech Golden Eagles,te,47037,ohio-valley
Ole Miss Rebels,te,47037,sec
Mercer Bears,te,47037,pioneer
Auburn Tigers,te,47037,sec
Vanderbilt Commodores,rb,47037,sec
Vanderbilt Commodores,rb,47037,sec
UCLA Bruins,rb,47037,pac-12
Tulane Green Wave,rb,47037,conference-usa
Tennessee Tech Golden Eagles,rb,47037,ohio-valley
Tennessee Tech Golden Eagles,rb,47037,ohio-valley
Tennessee State Tigers,rb,47037,ohio-valley
Southeast Missouri State Redhawks,rb,47037,ohio-valley
Mercer Bears,rb,47037,pioneer
Butler Bulldogs,rb,47037,pioneer
Alcorn State Braves,rb,47037,swac
Samford Bulldogs,qb,47037,southern
Navy Midshipmen,qb,47037,fbs-independents
Middle Tennessee Blue Raiders,qb,47037,conference-usa
Western Kentucky Hilltoppers,ol,47037,sun-belt
Vanderbilt Commodores,ol,47037,sec
Vanderbilt Commodores,ol,47037,sec
UCLA Bruins,ol,47037,pac-12
Tennessee-Martin Skyhawks,ol,47037,ohio-valley
Tennessee Volunteers,ol,47037,sec
Tennessee Volunteers,ol,47037,sec
Tennessee Volunteers,ol,47037,sec
Tennessee Tech Golden Eagles,ol,47037,ohio-valley
Tennessee State Tigers,ol,47037,ohio-valley
Notre Dame Fighting Irish,ol,47037,fbs-independents
NC Central Eagles,ol,47037,meac
Michigan Wolverines,ol,47037,big-ten
Liberty Flames,ol,47037,big-south
Furman Paladins,ol,47037,southern
Austin Peay Governors,ol,47037,ohio-valley
Austin Peay Governors,ol,47037,ohio-valley
Western Michigan Broncos,lb,47037,mid-american
Tennessee State Tigers,lb,47037,ohio-valley
Richmond Spiders,lb,47037,caa
Navy Midshipmen,lb,47037,fbs-independents
Murray State Racers,lb,47037,ohio-valley
Chattanooga Mocs,lb,47037,southern
Austin Peay Governors,lb,47037,ohio-valley
Western Kentucky Hilltoppers,k-p,47037,sun-belt
Western Kentucky Hilltoppers,k-p,47037,sun-belt
Ole Miss Rebels,k-p,47037,sec
North Carolina Tar Heels,k-p,47037,acc
Jackson State Tigers,k-p,47037,swac
Wofford Terriers,dl,47037,southern
Virginia Tech Hokies,dl,47037,acc
Vanderbilt Commodores,dl,47037,sec
Tennessee Tech Golden Eagles,dl,47037,ohio-valley
Tennessee State Tigers,dl,47037,ohio-valley
Stetson Hatters,dl,47037,pioneer
Penn State Nittany Lions,dl,47037,big-ten
Navy Midshipmen,dl,47037,fbs-independents
Missouri State Bears,dl,47037,missouri-valley
Middle Tennessee Blue Raiders,dl,47037,conference-usa
Memphis Tigers,dl,47037,american-athletic
Georgia State Panthers,dl,47037,sun-belt
Duke Blue Devils,dl,47037,acc
Austin Peay Governors,dl,47037,ohio-valley
Arkansas State Red Wolves,dl,47037,sun-belt
Western Kentucky Hilltoppers,db,47037,sun-belt
Vanderbilt Commodores,db,47037,sec
Troy Trojans,db,47037,sun-belt
Tennessee-Martin Skyhawks,db,47037,ohio-valley
Tennessee Tech Golden Eagles,db,47037,ohio-valley
Tennessee Tech Golden Eagles,db,47037,ohio-valley
Tennessee State Tigers,db,47037,ohio-valley
NC Central Eagles,db,47037,meac
Navy Midshipmen,db,47037,fbs-independents
Middle Tennessee Blue Raiders,db,47037,conference-usa
Middle Tennessee Blue Raiders,db,47037,conference-usa
Miami (FL) Hurricanes,db,47037,acc
Miami (FL) Hurricanes,db,47037,acc
Furman Paladins,db,47037,southern
Duke Blue Devils,db,47037,acc
Chattanooga Mocs,db,47037,southern
Austin Peay Governors,db,47037,ohio-valley
Auburn Tigers,db,47037,sec
Alcorn State Braves,db,47037,swac
Stetson Hatters,qb,47041,pioneer
Tennessee Tech Golden Eagles,ol,47043,ohio-valley
Austin Peay Governors,ol,47043,ohio-valley
Tennessee-Martin Skyhawks,k-p,47043,ohio-valley
Tennessee Volunteers,k-p,47043,sec
Virginia Military Institute Keydets,qb,47045,big-south
Tennessee-Martin Skyhawks,lb,47045,ohio-valley
Louisiana Tech Bulldogs,db,47045,conference-usa
Southern Illinois Salukis,db,47047,missouri-valley
Citadel Bulldogs,rb,47051,southern
Austin Peay Governors,rb,47051,ohio-valley
Middle Tennessee Blue Raiders,ol,47051,conference-usa
Ole Miss Rebels,ol,47053,sec
Austin Peay Governors,ol,47053,ohio-valley
Kentucky Wildcats,lb,47053,sec
Ole Miss Rebels,dl,47053,sec
Kentucky Wildcats,dl,47053,sec
Virginia Military Institute Keydets,qb,47055,big-south
Ole Miss Rebels,qb,47055,sec
Austin Peay Governors,ol,47057,ohio-valley
Tennessee Tech Golden Eagles,dl,47059,ohio-valley
Tennessee Tech Golden Eagles,rb,47063,ohio-valley
Tennessee Volunteers,qb,47063,sec
Eastern Kentucky Colonels,ol,47063,ohio-valley
Tennessee Volunteers,lb,47063,sec
Tennessee Tech Golden Eagles,dl,47063,ohio-valley
Lafayette Leopards,dl,47063,patriot-league
Tennessee Tech Golden Eagles,wr,47065,ohio-valley
Samford Bulldogs,wr,47065,southern
Mercer Bears,wr,47065,pioneer
Eastern Kentucky Colonels,wr,47065,ohio-valley
Austin Peay Governors,wr,47065,ohio-valley
Chattanooga Mocs,te,47065,southern
Chattanooga Mocs,rb,47065,southern
Chattanooga Mocs,rb,47065,southern
Kentucky Wildcats,qb,47065,sec
Chattanooga Mocs,qb,47065,southern
Vanderbilt Commodores,ol,47065,sec
Tennessee Volunteers,lb,47065,sec
Tennessee Tech Golden Eagles,lb,47065,ohio-valley
