school,position,county_code,conference
Monmouth Hawks,qb,34003,fcs-independents
Georgetown Hoyas,qb,34003,patriot-league
Boston College Eagles,qb,34003,acc
William & Mary Tribe,ol,34003,caa
Towson Tigers,ol,34003,caa
Stanford Cardinal,ol,34003,pac-12
Sacred Heart Pioneers,ol,34003,northeast
Sacred Heart Pioneers,ol,34003,northeast
Sacred Heart Pioneers,ol,34003,northeast
Rutgers Scarlet Knights,ol,34003,american-athletic
Rutgers Scarlet Knights,ol,34003,american-athletic
Rhode Island Rams,ol,34003,caa
Princeton Tigers,ol,34003,ivy
Pittsburgh Panthers,ol,34003,acc
Pennsylvania Quakers,ol,34003,ivy
Pennsylvania Quakers,ol,34003,ivy
Massachusetts Minutemen,ol,34003,mid-american
Marist Red Foxes,ol,34003,pioneer
Liberty Flames,ol,34003,big-south
Connecticut Huskies,ol,34003,american-athletic
Colgate Raiders,ol,34003,patriot-league
Colgate Raiders,ol,34003,patriot-league
Buffalo Bulls,ol,34003,mid-american
Akron Zips,ol,34003,mid-american
West Virginia Mountaineers,lb,34003,big-12
Wagner Seahawks,lb,34003,northeast
Towson Tigers,lb,34003,caa
Sacred Heart Pioneers,lb,34003,northeast
Rutgers Scarlet Knights,lb,34003,american-athletic
Navy Midshipmen,lb,34003,fbs-independents
Miami (FL) Hurricanes,lb,34003,acc
Marist Red Foxes,lb,34003,pioneer
Maine Black Bears,lb,34003,caa
Lehigh Mountain Hawks,lb,34003,patriot-league
Holy Cross Crusaders,lb,34003,patriot-league
Connecticut Huskies,lb,34003,american-athletic
Columbia Lions,lb,34003,ivy
Columbia Lions,lb,34003,ivy
Columbia Lions,lb,34003,ivy
Colgate Raiders,lb,34003,patriot-league
Boston College Eagles,lb,34003,acc
Albany Great Danes,lb,34003,caa
Villanova Wildcats,k-p,34003,caa
Syracuse Orange,k-p,34003,acc
Rutgers Scarlet Knights,k-p,34003,american-athletic
Rutgers Scarlet Knights,k-p,34003,american-athletic
Rhode Island Rams,k-p,34003,caa
Lehigh Mountain Hawks,k-p,34003,patriot-league
Georgia Southern Eagles,k-p,34003,southern
Connecticut Huskies,k-p,34003,american-athletic
William & Mary Tribe,dl,34003,caa
Wagner Seahawks,dl,34003,northeast
UCLA Bruins,dl,34003,pac-12
Stony Brook Seawolves,dl,34003,caa
Michigan State Spartans,dl,34003,big-ten
Marist Red Foxes,dl,34003,pioneer
Marist Red Foxes,dl,34003,pioneer
Lafayette Leopards,dl,34003,patriot-league
Fordham Rams,dl,34003,patriot-league
Fordham Rams,dl,34003,patriot-league
Colgate Raiders,dl,34003,patriot-league
Brown Bears,dl,34003,ivy
Albany Great Danes,dl,34003,caa
Albany Great Danes,dl,34003,caa
Yale Bulldogs,db,34003,ivy
William & Mary Tribe,db,34003,caa
Wagner Seahawks,db,34003,northeast
Villanova Wildcats,db,34003,caa
UCLA Bruins,db,34003,pac-12
St. Francis U Red Flash,db,34003,northeast
Sacred Heart Pioneers,db,34003,northeast
Rhode Island Rams,db,34003,caa
Rhode Island Rams,db,34003,caa
Maine Black Bears,db,34003,caa
Louisville Cardinals,db,34003,american-athletic
Elon Phoenix,db,34003,southern
Bryant Bulldogs,db,34003,northeast
Wagner Seahawks,wr,34005,northeast
St. Francis U Red Flash,wr,34005,northeast
Rutgers Scarlet Knights,wr,34005,american-athletic
Old Dominion Monarchs,wr,34005,fbs-independents
Monmouth Hawks,wr,34005,fcs-independents
Monmouth Hawks,wr,34005,fcs-independents
Maryland Terrapins,wr,34005,acc
Bucknell Bison,wr,34005,patriot-league
Bucknell Bison,wr,34005,patriot-league
Wagner Seahawks,te,34005,northeast
UCF Knights,te,34005,american-athletic
Temple Owls,te,34005,american-athletic
Stony Brook Seawolves,rb,34005,caa
Sacred Heart Pioneers,rb,34005,northeast
Navy Midshipmen,rb,34005,fbs-independents
Lehigh Mountain Hawks,rb,34005,patriot-league
Fordham Rams,rb,34005,patriot-league
Samford Bulldogs,qb,34005,southern
Pennsylvania Quakers,qb,34005,ivy
Colgate Raiders,qb,34005,patriot-league
Virginia Cavaliers,ol,34005,acc
Tulane Green Wave,ol,34005,conference-usa
Temple Owls,ol,34005,american-athletic
Temple Owls,ol,34005,american-athletic
Temple Owls,ol,34005,american-athletic
Southeast Missouri State Redhawks,ol,34005,ohio-valley
Sacred Heart Pioneers,ol,34005,northeast
Penn State Nittany Lions,ol,34005,big-ten
Oregon Ducks,ol,34005,pac-12
North Carolina Tar Heels,ol,34005,acc
Monmouth Hawks,ol,34005,fcs-independents
Lafayette Leopards,ol,34005,patriot-league
Delaware State Hornets,ol,34005,meac
Delaware State Hornets,ol,34005,meac
Coastal Carolina Chanticleers,ol,34005,big-south
Boston College Eagles,ol,34005,acc
Villanova Wildcats,lb,34005,caa
Princeton Tigers,lb,34005,ivy
Monmouth Hawks,lb,34005,fcs-independents
Fordham Rams,lb,34005,patriot-league
Campbell Fighting Camels,lb,34005,pioneer
Villanova Wildcats,dl,34005,caa
Villanova Wildcats,dl,34005,caa
Temple Owls,dl,34005,american-athletic
Pennsylvania Quakers,dl,34005,ivy
New Mexico Lobos,dl,34005,mountain-west
Monmouth Hawks,dl,34005,fcs-independents
Monmouth Hawks,dl,34005,fcs-independents
Marist Red Foxes,dl,34005,pioneer
Buffalo Bulls,dl,34005,mid-american
Western Illinois Leathernecks,db,34005,missouri-valley
Villanova Wildcats,db,34005,caa
Rutgers Scarlet Knights,db,34005,american-athletic
Princeton Tigers,db,34005,ivy
Pennsylvania Quakers,db,34005,ivy
Fordham Rams,db,34005,patriot-league
Columbia Lions,db,34005,ivy
Wagner Seahawks,wr,34007,northeast
Temple Owls,wr,34007,american-athletic
South Carolina Gamecocks,wr,34007,sec
Sacred Heart Pioneers,wr,34007,northeast
Robert Morris Colonials,wr,34007,northeast
Old Dominion Monarchs,wr,34007,fbs-independents
NC Central Eagles,wr,34007,meac
Monmouth Hawks,wr,34007,fcs-independents
Fordham Rams,wr,34007,patriot-league
Delaware Fightin Blue Hens,wr,34007,caa
Bryant Bulldogs,wr,34007,northeast
Utah Utes,te,34007,pac-12
Temple Owls,te,34007,american-athletic
Princeton Tigers,te,34007,ivy
Morgan State Bears,te,34007,meac
Lafayette Leopards,te,34007,patriot-league
William & Mary Tribe,rb,34007,caa
Temple Owls,rb,34007,american-athletic
Syracuse Orange,rb,34007,acc
Sacred Heart Pioneers,rb,34007,northeast
Penn State Nittany Lions,rb,34007,big-ten
Navy Midshipmen,rb,34007,fbs-independents
Florida International Golden Panthers,rb,34007,conference-usa
Bucknell Bison,rb,34007,patriot-league
Towson Tigers,qb,34007,caa
Monmouth Hawks,qb,34007,fcs-independents
Rhode Island Rams,ol,34007,caa
Pittsburgh Panthers,ol,34007,acc
Bucknell Bison,ol,34007,patriot-league
Boston College Eagles,ol,34007,acc
Wagner Seahawks,lb,34007,northeast
Temple Owls,lb,34007,american-athletic
Temple Owls,lb,34007,american-athletic
Southern Illinois Salukis,lb,34007,missouri-valley
Rutgers Scarlet Knights,lb,34007,american-athletic
Rutgers Scarlet Knights,lb,34007,american-athletic
Prairie View A&M Panthers,lb,34007,swac
Old Dominion Monarchs,lb,34007,fbs-independents
Lehigh Mountain Hawks,lb,34007,patriot-league
Lafayette Leopards,lb,34007,patriot-league
Iowa Hawkeyes,lb,34007,big-ten
Georgetown Hoyas,lb,34007,patriot-league
Elon Phoenix,lb,34007,southern
Villanova Wildcats,k-p,34007,caa
Maine Black Bears,k-p,34007,caa
Wagner Seahawks,dl,34007,northeast
Virginia Cavaliers,dl,34007,acc
Towson Tigers,dl,34007,caa
Temple Owls,dl,34007,american-athletic
Temple Owls,dl,34007,american-athletic
Syracuse Orange,dl,34007,acc
North Carolina Tar Heels,dl,34007,acc
North Carolina Tar Heels,dl,34007,acc
Louisiana Tech Bulldogs,dl,34007,conference-usa
Delaware Fightin Blue Hens,dl,34007,caa
Colgate Raiders,dl,34007,patriot-league
Albany Great Danes,dl,34007,caa
Wagner Seahawks,db,34007,northeast
Temple Owls,db,34007,american-athletic
Stony Brook Seawolves,db,34007,caa
Stanford Cardinal,db,34007,pac-12
Sacred Heart Pioneers,db,34007,northeast
Sacred Heart Pioneers,db,34007,northeast
Princeton Tigers,db,34007,ivy
Old Dominion Monarchs,db,34007,fbs-independents
Old Dominion Monarchs,db,34007,fbs-independents
Ohio State Buckeyes,db,34007,big-ten
Lafayette Leopards,db,34007,patriot-league
Kent State Golden Flashes,db,34007,mid-american
Holy Cross Crusaders,db,34007,patriot-league
Delaware State Hornets,db,34007,meac
Bucknell Bison,db,34007,patriot-league
Rutgers Scarlet Knights,wr,34009,american-athletic
Delaware Fightin Blue Hens,rb,34009,caa
Villanova Wildcats,ol,34009,caa
Towson Tigers,lb,34009,caa
New Hampshire Wildcats,dl,34009,caa
Monmouth Hawks,te,34011,fcs-independents
Wagner Seahawks,rb,34011,northeast
Delaware Fightin Blue Hens,rb,34011,caa
Lafayette Leopards,ol,34011,patriot-league
West Virginia Mountaineers,dl,34011,big-12
Wagner Seahawks,wr,34013,northeast
Temple Owls,wr,34013,american-athletic
Sacred Heart Pioneers,wr,34013,northeast
Holy Cross Crusaders,wr,34013,patriot-league
Georgetown Hoyas,wr,34013,patriot-league
Delaware State Hornets,wr,34013,meac
Bucknell Bison,wr,34013,patriot-league
Sacred Heart Pioneers,te,34013,northeast
Lafayette Leopards,te,34013,patriot-league
Villanova Wildcats,rb,34013,caa
Northern Colorado Bears,rb,34013,big-sky
Iowa Hawkeyes,rb,34013,big-ten
Duquesne Dukes,rb,34013,northeast
Bucknell Bison,rb,34013,patriot-league
Albany Great Danes,rb,34013,caa
West Virginia Mountaineers,ol,34013,big-12
Wagner Seahawks,ol,34013,northeast
Wagner Seahawks,ol,34013,northeast
Towson Tigers,ol,34013,caa
Rutgers Scarlet Knights,ol,34013,american-athletic
Rutgers Scarlet Knights,ol,34013,american-athletic
Rutgers Scarlet Knights,ol,34013,american-athletic
Rhode Island Rams,ol,34013,caa
Pennsylvania Quakers,ol,34013,ivy
Massachusetts Minutemen,ol,34013,mid-american
Massachusetts Minutemen,ol,34013,mid-american
Maine Black Bears,ol,34013,caa
Yale Bulldogs,lb,34013,ivy
West Virginia Mountaineers,lb,34013,big-12
Villanova Wildcats,lb,34013,caa
Temple Owls,lb,34013,american-athletic
Stony Brook Seawolves,lb,34013,caa
Notre Dame Fighting Irish,lb,34013,fbs-independents
Massachusetts Minutemen,lb,34013,mid-american
Delaware Fightin Blue Hens,lb,34013,caa
Connecticut Huskies,lb,34013,american-athletic
Central Connecticut State Blue Devils,lb,34013,northeast
Buffalo Bulls,lb,34013,mid-american
Albany Great Danes,lb,34013,caa
Albany Great Danes,lb,34013,caa
Towson Tigers,k-p,34013,caa
Monmouth Hawks,k-p,34013,fcs-independents
Elon Phoenix,k-p,34013,southern
Alcorn State Braves,k-p,34013,swac
Troy Trojans,dl,34013,sun-belt
St. Francis U Red Flash,dl,34013,northeast
Rutgers Scarlet Knights,dl,34013,american-athletic
Rutgers Scarlet Knights,dl,34013,american-athletic
Portland State Vikings,dl,34013,big-sky
Miami (FL) Hurricanes,dl,34013,acc
Maine Black Bears,dl,34013,caa
Maine Black Bears,dl,34013,caa
Liberty Flames,dl,34013,big-south
Lehigh Mountain Hawks,dl,34013,patriot-league
James Madison Dukes,dl,34013,caa
Georgetown Hoyas,dl,34013,patriot-league
Gardner-Webb Runnin' Bulldogs,dl,34013,big-south
Eastern Kentucky Colonels,dl,34013,ohio-valley
Delaware Fightin Blue Hens,dl,34013,caa
Coastal Carolina Chanticleers,dl,34013,big-south
Buffalo Bulls,dl,34013,mid-american
Bucknell Bison,dl,34013,patriot-league
Boston College Eagles,dl,34013,acc
Wagner Seahawks,db,34013,northeast
Wagner Seahawks,db,34013,northeast
Villanova Wildcats,db,34013,caa
Temple Owls,db,34013,american-athletic
Syracuse Orange,db,34013,acc
Syracuse Orange,db,34013,acc
Southern University Jaguars,db,34013,swac
Pennsylvania Quakers,db,34013,ivy
Notre Dame Fighting Irish,db,34013,fbs-independents
Northwestern Wildcats,db,34013,big-ten
New Hampshire Wildcats,db,34013,caa
New Hampshire Wildcats,db,34013,caa
Monmouth Hawks,db,34013,fcs-independents
Maine Black Bears,db,34013,caa
Duke Blue Devils,db,34013,acc
Delaware State Hornets,db,34013,meac
West Virginia Mountaineers,wr,34015,big-12
St. Francis U Red Flash,wr,34015,northeast
Marshall Thundering Herd,wr,34015,conference-usa
Sacred Heart Pioneers,te,34015,northeast
Lehigh Mountain Hawks,te,34015,patriot-league
Wisconsin Badgers,rb,34015,big-ten
Villanova Wildcats,rb,34015,caa
Rutgers Scarlet Knights,rb,34015,american-athletic
Pennsylvania Quakers,rb,34015,ivy
New Hampshire Wildcats,rb,34015,caa
Hampton Pirates,rb,34015,meac
Maine Black Bears,qb,34015,caa
Villanova Wildcats,ol,34015,caa
St. Francis U Red Flash,ol,34015,northeast
New Hampshire Wildcats,ol,34015,caa
Monmouth Hawks,ol,34015,fcs-independents
Marist Red Foxes,ol,34015,pioneer
Bucknell Bison,ol,34015,patriot-league
Wisconsin Badgers,lb,34015,big-ten
Wagner Seahawks,lb,34015,northeast
Wagner Seahawks,lb,34015,northeast
Wagner Seahawks,lb,34015,northeast
Temple Owls,lb,34015,american-athletic
Syracuse Orange,lb,34015,acc
Delaware Fightin Blue Hens,lb,34015,caa
Marist Red Foxes,k-p,34015,pioneer
West Virginia Mountaineers,dl,34015,big-12
Wagner Seahawks,dl,34015,northeast
Rutgers Scarlet Knights,dl,34015,american-athletic
Old Dominion Monarchs,dl,34015,fbs-independents
Rhode Island Rams,db,34015,caa
Monmouth Hawks,db,34015,fcs-independents
James Madison Dukes,db,34015,caa
Delaware State Hornets,db,34015,meac
Coastal Carolina Chanticleers,db,34015,big-south
Alabama Crimson Tide,db,34015,sec
Utah State Aggies,wr,34017,mountain-west
Delaware State Hornets,te,34017,meac
Boston College Eagles,te,34017,acc
Northern Colorado Bears,rb,34017,big-sky
Fordham Rams,rb,34017,patriot-league
Tennessee State Tigers,qb,34017,ohio-valley
Southeastern Louisiana Lions,ol,34017,southland
South Florida Bulls,ol,34017,american-athletic
Rutgers Scarlet Knights,ol,34017,american-athletic
Lehigh Mountain Hawks,ol,34017,patriot-league
Albany Great Danes,ol,34017,caa
South Florida Bulls,lb,34017,american-athletic
Coastal Carolina Chanticleers,lb,34017,big-south
Wagner Seahawks,dl,34017,northeast
Rutgers Scarlet Knights,dl,34017,american-athletic
Wagner Seahawks,db,34017,northeast
Nebraska Cornhuskers,db,34017,big-ten
Morgan State Bears,db,34017,meac
Monmouth Hawks,db,34017,fcs-independents
Delaware State Hornets,db,34017,meac
Monmouth Hawks,te,34019,fcs-independents
Florida State Seminoles,te,34019,acc
Lafayette Leopards,qb,34019,patriot-league
Sacred Heart Pioneers,ol,34019,northeast
Rutgers Scarlet Knights,ol,34019,american-athletic
Monmouth Hawks,ol,34019,fcs-independents
Lehigh Mountain Hawks,ol,34019,patriot-league
Lafayette Leopards,ol,34019,patriot-league
Brown Bears,ol,34019,ivy
Rutgers Scarlet Knights,lb,34019,american-athletic
Duquesne Dukes,lb,34019,northeast
Albany Great Danes,lb,34019,caa
Richmond Spiders,k-p,34019,caa
Temple Owls,dl,34019,american-athletic
Colgate Raiders,dl,34019,patriot-league
Navy Midshipmen,wr,34021,fbs-independents
Monmouth Hawks,wr,34021,fcs-independents
Maine Black Bears,wr,34021,caa
Western Michigan Broncos,te,34021,mid-american
Elon Phoenix,te,34021,southern
Villanova Wildcats,rb,34021,caa
Vanderbilt Commodores,rb,34021,sec
Stony Brook Seawolves,rb,34021,caa
South Carolina Gamecocks,rb,34021,sec
Pennsylvania Quakers,rb,34021,ivy
Boston College Eagles,rb,34021,acc
New Hampshire Wildcats,qb,34021,caa
Delaware State Hornets,qb,34021,meac
Penn State Nittany Lions,ol,34021,big-ten
New Hampshire Wildcats,ol,34021,caa
Massachusetts Minutemen,ol,34021,mid-american
Duke Blue Devils,ol,34021,acc
Connecticut Huskies,ol,34021,american-athletic
William & Mary Tribe,lb,34021,caa
Wagner Seahawks,lb,34021,northeast
NC Central Eagles,lb,34021,meac
Rutgers Scarlet Knights,k-p,34021,american-athletic
Duke Blue Devils,k-p,34021,acc
Youngstown State Penguins,dl,34021,missouri-valley
Monmouth Hawks,dl,34021,fcs-independents
Monmouth Hawks,dl,34021,fcs-independents
Bucknell Bison,dl,34021,patriot-league
Albany Great Danes,dl,34021,caa
Wagner Seahawks,db,34021,northeast
Towson Tigers,db,34021,caa
Temple Owls,db,34021,american-athletic
North Carolina State Wolfpack,db,34021,acc
Monmouth Hawks,db,34021,fcs-independents
Lehigh Mountain Hawks,db,34021,patriot-league
Harvard Crimson,db,34021,ivy
Delaware State Hornets,db,34021,meac
Wagner Seahawks,wr,34023,northeast
Rutgers Scarlet Knights,wr,34023,american-athletic
Rutgers Scarlet Knights,wr,34023,american-athletic
Rhode Island Rams,wr,34023,caa
Pennsylvania Quakers,wr,34023,ivy
Massachusetts Minutemen,wr,34023,mid-american
Delaware Fightin Blue Hens,wr,34023,caa
Monmouth Hawks,te,34023,fcs-independents
West Virginia Mountaineers,rb,34023,big-12
Rutgers Scarlet Knights,rb,34023,american-athletic
Marist Red Foxes,rb,34023,pioneer
Wagner Seahawks,ol,34023,northeast
Temple Owls,ol,34023,american-athletic
Rutgers Scarlet Knights,ol,34023,american-athletic
Rutgers Scarlet Knights,ol,34023,american-athletic
Northwestern Wildcats,ol,34023,big-ten
Monmouth Hawks,ol,34023,fcs-independents
Lehigh Mountain Hawks,ol,34023,patriot-league
Georgetown Hoyas,ol,34023,patriot-league
Bucknell Bison,ol,34023,patriot-league
Bucknell Bison,ol,34023,patriot-league
Temple Owls,lb,34023,american-athletic
Stony Brook Seawolves,lb,34023,caa
South Carolina State Bulldogs,lb,34023,meac
Rutgers Scarlet Knights,lb,34023,american-athletic
Old Dominion Monarchs,lb,34023,fbs-independents
East Carolina Pirates,lb,34023,conference-usa
Duquesne Dukes,lb,34023,northeast
Colorado Buffaloes,lb,34023,pac-12
Wagner Seahawks,k-p,34023,northeast
Bucknell Bison,k-p,34023,patriot-league
Albany Great Danes,k-p,34023,caa
Wagner Seahawks,dl,34023,northeast
Rutgers Scarlet Knights,dl,34023,american-athletic
Rutgers Scarlet Knights,dl,34023,american-athletic
Rutgers Scarlet Knights,dl,34023,american-athletic
Princeton Tigers,dl,34023,ivy
Old Dominion Monarchs,dl,34023,fbs-independents
Oklahoma State Cowboys,dl,34023,big-12
Monmouth Hawks,dl,34023,fcs-independents
Maine Black Bears,dl,34023,caa
Jackson State Tigers,dl,34023,swac
Fordham Rams,dl,34023,patriot-league
Dartmouth Big Green,dl,34023,ivy
Rutgers Scarlet Knights,db,34023,american-athletic
Rutgers Scarlet Knights,db,34023,american-athletic
Rutgers Scarlet Knights,db,34023,american-athletic
Rutgers Scarlet Knights,db,34023,american-athletic
Monmouth Hawks,db,34023,fcs-independents
Kansas Jayhawks,db,34023,big-12
Hampton Pirates,db,34023,meac
Delaware State Hornets,db,34023,meac
Tulane Green Wave,wr,34025,conference-usa
Northwestern Wildcats,wr,34025,big-ten
New Hampshire Wildcats,wr,34025,caa
New Hampshire Wildcats,wr,34025,caa
Monmouth Hawks,wr,34025,fcs-independents
Monmouth Hawks,wr,34025,fcs-independents
Miami (FL) Hurricanes,wr,34025,acc
Lafayette Leopards,wr,34025,patriot-league
Kansas Jayhawks,wr,34025,big-12
Holy Cross Crusaders,wr,34025,patriot-league
Hawaii Warriors,wr,34025,mountain-west
Harvard Crimson,wr,34025,ivy
Duke Blue Devils,wr,34025,acc
Army Black Knights,wr,34025,fbs-independents
Sacred Heart Pioneers,te,34025,northeast
North Carolina Tar Heels,te,34025,acc
Monmouth Hawks,te,34025,fcs-independents
Marist Red Foxes,te,34025,pioneer
Wagner Seahawks,rb,34025,northeast
Stony Brook Seawolves,rb,34025,caa
Monmouth Hawks,rb,34025,fcs-independents
Lafayette Leopards,rb,34025,patriot-league
Eastern Illinois Panthers,rb,34025,ohio-valley
Connecticut Huskies,rb,34025,american-athletic
Rutgers Scarlet Knights,qb,34025,american-athletic
Monmouth Hawks,qb,34025,fcs-independents
Lehigh Mountain Hawks,qb,34025,patriot-league
Holy Cross Crusaders,qb,34025,patriot-league
Brown Bears,qb,34025,ivy
Wagner Seahawks,ol,34025,northeast
Sacred Heart Pioneers,ol,34025,northeast
Rutgers Scarlet Knights,ol,34025,american-athletic
Rhode Island Rams,ol,34025,caa
Old Dominion Monarchs,ol,34025,fbs-independents
Northwestern Wildcats,ol,34025,big-ten
Navy Midshipmen,ol,34025,fbs-independents
Miami (FL) Hurricanes,ol,34025,acc
Marist Red Foxes,ol,34025,pioneer
Marist Red Foxes,ol,34025,pioneer
Lehigh Mountain Hawks,ol,34025,patriot-league
Lehigh Mountain Hawks,ol,34025,patriot-league
Georgia Tech Yellow Jackets,ol,34025,acc
Georgetown Hoyas,ol,34025,patriot-league
Fordham Rams,ol,34025,patriot-league
Delaware Fightin Blue Hens,ol,34025,caa
Cornell Big Red,ol,34025,ivy
Colgate Raiders,ol,34025,patriot-league
Coastal Carolina Chanticleers,ol,34025,big-south
Wyoming Cowboys,lb,34025,mountain-west
William & Mary Tribe,lb,34025,caa
Villanova Wildcats,lb,34025,caa
Temple Owls,lb,34025,american-athletic
Rhode Island Rams,lb,34025,caa
Morgan State Bears,lb,34025,meac
Monmouth Hawks,lb,34025,fcs-independents
Liberty Flames,lb,34025,big-south
Boston College Eagles,lb,34025,acc
Rhode Island Rams,k-p,34025,caa
Monmouth Hawks,k-p,34025,fcs-independents
Massachusetts Minutemen,k-p,34025,mid-american
St. Francis U Red Flash,dl,34025,northeast
Rutgers Scarlet Knights,dl,34025,american-athletic
Penn State Nittany Lions,dl,34025,big-ten
Old Dominion Monarchs,dl,34025,fbs-independents
Monmouth Hawks,dl,34025,fcs-independents
Monmouth Hawks,dl,34025,fcs-independents
Monmouth Hawks,dl,34025,fcs-independents
Michigan State Spartans,dl,34025,big-ten
Georgetown Hoyas,dl,34025,patriot-league
Coastal Carolina Chanticleers,dl,34025,big-south
Bucknell Bison,dl,34025,patriot-league
Bucknell Bison,dl,34025,patriot-league
Wagner Seahawks,db,34025,northeast
Temple Owls,db,34025,american-athletic
Stony Brook Seawolves,db,34025,caa
Notre Dame Fighting Irish,db,34025,fbs-independents
Monmouth Hawks,db,34025,fcs-independents
Monmouth Hawks,db,34025,fcs-independents
Monmouth Hawks,db,34025,fcs-independents
Marist Red Foxes,db,34025,pioneer
Lafayette Leopards,db,34025,patriot-league
Monmouth Hawks,wr,34027,fcs-independents
Kansas Jayhawks,wr,34027,big-12
Georgetown Hoyas,wr,34027,patriot-league
Dartmouth Big Green,wr,34027,ivy
Wagner Seahawks,te,34027,northeast
Rutgers Scarlet Knights,te,34027,american-athletic
Marist Red Foxes,te,34027,pioneer
Rutgers Scarlet Knights,rb,34027,american-athletic
Monmouth Hawks,rb,34027,fcs-independents
Lehigh Mountain Hawks,rb,34027,patriot-league
Holy Cross Crusaders,rb,34027,patriot-league
Citadel Bulldogs,rb,34027,southern
Bucknell Bison,rb,34027,patriot-league
Wake Forest Demon Deacons,qb,34027,acc
Villanova Wildcats,qb,34027,caa
Monmouth Hawks,qb,34027,fcs-independents
Lehigh Mountain Hawks,qb,34027,patriot-league
Colgate Raiders,qb,34027,patriot-league
Stony Brook Seawolves,ol,34027,caa
Sacred Heart Pioneers,ol,34027,northeast
Penn State Nittany Lions,ol,34027,big-ten
Penn State Nittany Lions,ol,34027,big-ten
Monmouth Hawks,ol,34027,fcs-independents
Monmouth Hawks,ol,34027,fcs-independents
Mississippi State Bulldogs,ol,34027,sec
Lafayette Leopards,ol,34027,patriot-league
Harvard Crimson,ol,34027,ivy
Davidson Wildcats,ol,34027,pioneer
Central Connecticut State Blue Devils,ol,34027,northeast
Pennsylvania Quakers,lb,34027,ivy
New Hampshire Wildcats,lb,34027,caa
Monmouth Hawks,lb,34027,fcs-independents
Lafayette Leopards,lb,34027,patriot-league
Holy Cross Crusaders,lb,34027,patriot-league
Delaware Fightin Blue Hens,lb,34027,caa
Bryant Bulldogs,lb,34027,northeast
Albany Great Danes,lb,34027,caa
Albany Great Danes,lb,34027,caa
Bucknell Bison,k-p,34027,patriot-league
Yale Bulldogs,dl,34027,ivy
Colgate Raiders,dl,34027,patriot-league
Colgate Raiders,dl,34027,patriot-league
Brown Bears,dl,34027,ivy
Penn State Nittany Lions,db,34027,big-ten
Monmouth Hawks,db,34027,fcs-independents
Wagner Seahawks,wr,34029,northeast
Southern Miss Golden Eagles,wr,34029,conference-usa
Princeton Tigers,wr,34029,ivy
New Hampshire Wildcats,wr,34029,caa
Lafayette Leopards,wr,34029,patriot-league
Virginia Tech Hokies,te,34029,acc
Purdue Boilermakers,te,34029,big-ten
New Hampshire Wildcats,te,34029,caa
Elon Phoenix,te,34029,southern
Delaware Fightin Blue Hens,te,34029,caa
Bucknell Bison,te,34029,patriot-league
Boston College Eagles,te,34029,acc
Rutgers Scarlet Knights,rb,34029,american-athletic
New Hampshire Wildcats,rb,34029,caa
Monmouth Hawks,rb,34029,fcs-independents
Lehigh Mountain Hawks,rb,34029,patriot-league
Harvard Crimson,rb,34029,ivy
William & Mary Tribe,qb,34029,caa
Central Connecticut State Blue Devils,qb,34029,northeast
Wagner Seahawks,ol,34029,northeast
Wagner Seahawks,ol,34029,northeast
Tulane Green Wave,ol,34029,conference-usa
Temple Owls,ol,34029,american-athletic
North Carolina Tar Heels,ol,34029,acc
Massachusetts Minutemen,ol,34029,mid-american
Albany Great Danes,ol,34029,caa
Penn State Nittany Lions,lb,34029,big-ten
Monmouth Hawks,lb,34029,fcs-independents
Monmouth Hawks,lb,34029,fcs-independents
Richmond Spiders,k-p,34029,caa
Penn State Nittany Lions,k-p,34029,big-ten
Marist Red Foxes,k-p,34029,pioneer
Stony Brook Seawolves,dl,34029,caa
Monmouth Hawks,dl,34029,fcs-independents
Monmouth Hawks,dl,34029,fcs-independents
Bucknell Bison,dl,34029,patriot-league
Stony Brook Seawolves,db,34029,caa
St. Francis U Red Flash,db,34029,northeast
Monmouth Hawks,db,34029,fcs-independents
Towson Tigers,wr,34031,caa
Rutgers Scarlet Knights,wr,34031,american-athletic
Monmouth Hawks,wr,34031,fcs-independents
Marist Red Foxes,wr,34031,pioneer
Connecticut Huskies,wr,34031,american-athletic
St. Francis U Red Flash,te,34031,northeast
Lehigh Mountain Hawks,te,34031,patriot-league
Colgate Raiders,te,34031,patriot-league
Rutgers Scarlet Knights,rb,34031,american-athletic
Monmouth Hawks,rb,34031,fcs-independents
Colorado Buffaloes,rb,34031,pac-12
Miami (FL) Hurricanes,qb,34031,acc
Elon Phoenix,qb,34031,southern
Wagner Seahawks,ol,34031,northeast
Towson Tigers,ol,34031,caa
Rutgers Scarlet Knights,ol,34031,american-athletic
Marist Red Foxes,ol,34031,pioneer
Holy Cross Crusaders,ol,34031,patriot-league
Yale Bulldogs,lb,34031,ivy
Wagner Seahawks,lb,34031,northeast
Lehigh Mountain Hawks,k-p,34031,patriot-league
Rutgers Scarlet Knights,dl,34031,american-athletic
Massachusetts Minutemen,dl,34031,mid-american
Marist Red Foxes,dl,34031,pioneer
Lafayette Leopards,dl,34031,patriot-league
Hampton Pirates,dl,34031,meac
Georgetown Hoyas,dl,34031,patriot-league
Georgetown Hoyas,dl,34031,patriot-league
Rutgers Scarlet Knights,db,34031,american-athletic
Pittsburgh Panthers,db,34031,acc
Colorado Buffaloes,db,34031,pac-12
Colgate Raiders,db,34031,patriot-league
Arizona Wildcats,db,34031,pac-12
Villanova Wildcats,ol,34033,caa
Princeton Tigers,dl,34033,ivy
